Rxn	Genes
R_TransportGlu	[['84329'], ['5663'], ['684'], ['114134'], ['57030'], ['57084'], ['246213'], ['55867'], ['6582'], ['55858'], ['121260'], ['6565'], ['6564'], ['140679'], ['55238'], ['81539'], ['124565'], ['54407'], ['153201'], ['153129'], ['6505'], ['6512'], ['6507'], ['6506'], ['6511'], ['6510'], ['8604'], ['10165'], ['79751'], ['83733'], ['83884'], ['9016'], ['9481'], ['253512'], ['7350'], ['7351'], ['7352'], ['6576'], ['6542'], ['23657'], ['6520'], ['9057'], ['8140'], ['83959'], ['6548'], ['10479'], ['6550'], ['285195'], ['84679'], ['133308'], ['150159'], ['285335'], ['1497'], ['64849'], ['9058'], ['284111'], ['1183'], ['6556'], ['5243'], ['6890'], ['6891'], ['23457'], ['127124'], ['245973'], ['50617'], ['51606'], ['523'], ['525'], ['526'], ['528'], ['529'], ['535'], ['9114'], ['9296'], ['9550'], ['125965'], ['1327'], ['1329'], ['1339'], ['1346'], ['1347'], ['1350'], ['1351'], ['170712'], ['341947'], ['4512'], ['4513'], ['4514'], ['51241'], ['84701'], ['9377'], ['177'], ['25825'], ['5225'], ['6010'], ['6382'], ['3117'], ['3119'], ['972'], ['3105'], ['567'], ['6892'], ['10269']]
R_GLS	[['2744'], ['27165']]
R_GS	[['2752']]
R_PPAT	[['5471']]
R_ADSS_ADSSL1	[['122622'], ['159']]
R_TNRC6B_ADSL_1	[['158']]
R_GART_1	[['2618']]
R_GART_2	[['2618']]
R_PFAS	[['5198']]
R_OGDH_GART_OGDHL	[['2618']]
R_PAICS_1	[['10606']]
R_PAICS_2	[['10606']]
R_TNRC6B_ADSL_2	[['158']]
R_ATIC_1	[]
R_ATIC_2	[]
R_GMPR2_GMPR	[]
R_GUK1_1	[['2987'], ['221264']]
R_RRM2B_TXN_RRM1_RRM2B_1	[]
R_GUK1_2	[['2987'], ['221264']]
R_AK2_TAF9_AK1_AK7_AK3_AK5_AKD1_AK4_AK8_1	[['26289'], ['102157402'], ['122481'], ['158067'], ['203'], ['204']]
R_RRM2B_TXN_RRM1_RRM2B_2	[]
R_AK	[['26289'], ['221264']]
R_IMPDH2	[]
R_GMPS	[]
R_CAD_1	[['790']]
R_CAD_2	[['790']]
R_CAD_3	[['790']]
R_DHODH	[['1723']]
R_UMPS_1	[['7372']]
R_UMPS_2	[['7372']]
R_CMPK2_CMPK1_1	[['51727'], ['221264']]
R_RRM2B_TXN_RRM1_RRM2_1	[]
R_TYMS	[['7298']]
R_CMPK1_DTYMK	[['221264']]
R_NME2_NME3_NME4_NME5_NME2P1_NME7_NME6_NME1_NME2_3	[['4831'], ['654364'], ['4830'], ['122481'], ['129607'], ['158067'], ['203'], ['205'], ['221264'], ['26289'], ['29922'], ['4832'], ['51727']]
R_NME2_NME3_NME4_NME5_NME2P1_NME7_NME6_NME1_NME2_4	[['4831'], ['654364'], ['4830'], ['122481'], ['129607'], ['158067'], ['203'], ['205'], ['221264'], ['26289'], ['29922'], ['4832'], ['51727']]
R_CMPK2_CMPK1_2	[['51727'], ['221264'], ['129607']]
R_CTPS2_GATM_CTPS1	[['56474'], ['1503']]
R_RRM2B_TXN_RRM1_RRM2_2	[]
R_CMPK2_CMPK1_3	[['51727'], ['221264'], ['129607']]
R_GLUD1_GLUD2_1	[]
R_GLUD1_GLUD2_2	[]
R_GOT1_GOT2_GOT1L1_2	[['2805'], ['2806'], ['137362']]
R_GOT2_GOT1L1_1	[['2806']]
R_SLC25A13_SLC25A12	[['84329'], ['5663'], ['684'], ['114134'], ['57030'], ['57084'], ['246213'], ['55867'], ['6582'], ['55858'], ['121260'], ['6565'], ['6564'], ['140679'], ['55238'], ['81539'], ['124565'], ['54407'], ['153201'], ['153129'], ['6505'], ['6512'], ['6507'], ['6506'], ['6511'], ['6510'], ['8604'], ['10165'], ['79751'], ['83733'], ['83884'], ['9016'], ['9481'], ['253512'], ['7350'], ['7351'], ['7352'], ['6576'], ['123096'], ['6542'], ['6541'], ['23657'], ['6520'], ['9057'], ['8140'], ['83959'], ['6548'], ['10479'], ['6550'], ['285195'], ['84679'], ['133308'], ['150159'], ['285335'], ['1497'], ['54896'], ['64849'], ['9058'], ['284111'], ['1183'], ['6556'], ['5243'], ['6890'], ['6891'], ['23457'], ['127124'], ['245973'], ['50617'], ['51606'], ['523'], ['525'], ['526'], ['528'], ['529'], ['535'], ['9114'], ['9296'], ['9550'], ['125965'], ['1327'], ['1329'], ['1339'], ['1346'], ['1347'], ['1350'], ['1351'], ['170712'], ['341947'], ['4512'], ['4513'], ['4514'], ['51241'], ['84701'], ['9377'], ['177'], ['25825'], ['5225'], ['6010'], ['6382'], ['3117'], ['3119'], ['972'], ['3105'], ['567'], ['6892'], ['10269']]
R_FH_3	[]
R_CPS1	[['1373']]
R_OTC_LEFTY1	[['5009']]
R_SLC25A15_SLC25A2_1	[['84329'], ['684'], ['114134'], ['55858'], ['6564'], ['140679'], ['55238'], ['81539'], ['124565'], ['54407'], ['153201'], ['153129'], ['6510'], ['79751'], ['83884'], ['10166'], ['9016'], ['9481'], ['253512'], ['7350'], ['7351'], ['7352'], ['6576'], ['123096'], ['6542'], ['6541'], ['9057'], ['8140'], ['83959'], ['6548'], ['10479'], ['6550'], ['285195'], ['84679'], ['133308'], ['150159'], ['285335'], ['1497'], ['1183'], ['6556'], ['127124'], ['245973'], ['50617'], ['51606'], ['523'], ['525'], ['526'], ['528'], ['529'], ['535'], ['9114'], ['9296'], ['9550'], ['125965'], ['1327'], ['1329'], ['1339'], ['1346'], ['1347'], ['1350'], ['1351'], ['170712'], ['341947'], ['4512'], ['4513'], ['4514'], ['51241'], ['84701'], ['9377'], ['6010']]
R_GCDH_SLC25A2_2	[['84329'], ['684'], ['114134'], ['55858'], ['6564'], ['140679'], ['55238'], ['81539'], ['124565'], ['54407'], ['153201'], ['153129'], ['6510'], ['79751'], ['83884'], ['10166'], ['9016'], ['9481'], ['253512'], ['7350'], ['7351'], ['7352'], ['6576'], ['123096'], ['6542'], ['6541'], ['9057'], ['8140'], ['83959'], ['6548'], ['10479'], ['6550'], ['285195'], ['84679'], ['133308'], ['150159'], ['285335'], ['1497'], ['1183'], ['6556'], ['127124'], ['245973'], ['50617'], ['51606'], ['523'], ['525'], ['526'], ['528'], ['529'], ['535'], ['9114'], ['9296'], ['9550'], ['125965'], ['1327'], ['1329'], ['1339'], ['1346'], ['1347'], ['1350'], ['1351'], ['170712'], ['341947'], ['4512'], ['4513'], ['4514'], ['51241'], ['84701'], ['9377'], ['6010']]
R_ASS1	[['445']]
R_ASL_CRCP	[['435']]
R_ARG2_ARG1	[['384'], ['383']]
R_OGDH_ODC1_OGDHL	[['4953']]
R_AGAT	[['2628']]
R_arginineAmidinohydrolase	[]
R_OAT	[['4942']]
R_ALDH4A1_1	[]
R_Transport_Lglu5semialdehyde	[]
R_ALDH4A1_2	[]
R_PYCRL_PYCR2_PYCR1_LEFTY1_2	[]
R_PYCRL_PYCR2_PYCR1_LEFTY1_1	[]
R_ASNS	[['440']]
R_ASRGL1_ASPG	[['374569'], ['80150'], ['56954']]
R_GOT1_GOT2	[['2805']]
R_PHGDH_UBAC2	[]
R_PSAT1	[['29968']]
R_VPS29_PSPH_PSPHP1	[['5723'], ['57026']]
R_SHMT1	[['6470'], ['6472']]
R_SDS_SDSL_SRR	[['113675'], ['10993'], ['63826']]
R_CCBL1	[]
R_NIT2	[['56954']]
R_Transport_serine	[['140679'], ['55238'], ['81539'], ['124565'], ['54407'], ['153201'], ['153129'], ['6509'], ['6510'], ['6542'], ['23428'], ['9057'], ['8140'], ['94081'], ['10955']]
R_Transport_glycine	[['140679'], ['55238'], ['81539'], ['124565'], ['54407'], ['153201'], ['153129'], ['9152'], ['6536'], ['6539'], ['6510'], ['54977'], ['6542'], ['23428'], ['9057'], ['8140']]
R_SHMT1_2	[['6472']]
R_TransportFolate	[['113235'], ['81034'], ['9016'], ['253512'], ['64849'], ['9058'], ['284111'], ['9429'], ['10057'], ['4363']]
R_SLC16A3_SLC16A1_SLC16A5_2	[['6566'], ['201232'], ['9123'], ['159963'], ['65010'], ['55244']]
R_DHFRL1_DHFR_5	[]
R_DHFRL1_DHFR_6	[]
R_MTHFD1_AL445665_1_AQP7P4_LOC286297_2	[['4522'], ['25902']]
R_MTHFD1_2	[['10797'], ['4522'], ['441024']]
R_MTHFD2_4	[]
R_DHFRL1_DHFR_2	[]
R_DHFRL1_DHFR_4	[]
R_MTHFD1_AL445665_1_AQP7P4_LOC286297	[['4522'], ['25902']]
R_MTHFD1_3	[]
R_MTHFD1_1	[['10797'], ['4522']]
R_MTHFD2_1	[]
R_MTHFD2_2	[]
R_ACAT1_ACAT2	[['38'], ['39']]
R_HMGCS1_HMGCS2	[['3157']]
R_HMGCR	[]
R_MVK	[['4598']]
R_PMVK	[['10654']]
R_IDI1_IDI2	[['3422'], ['91734']]
R_MVD	[['4597']]
R_ARID4B_GGPS1_FDPS_FDPSP7_1	[['2224'], ['9453']]
R_ARID4B_GGPS1_FDPS_FDPSP7_2	[['2224'], ['9453']]
R_FDFT1_1	[]
R_FDFT1_2	[]
R_SQLE	[]
R_LSS	[]
R_CYP51A1_HSD17B10_HADHA_EHHADH_HSD17B4_HADH_1	[]
R_CYP51A1_HSD17B10_HADHA_EHHADH_HSD17B4_HADH_2	[]
R_CYP51A1_HSD17B10_HADHA_EHHADH_HSD17B4_HADH_3	[]
R_ACAA1_HADHB_LBR_TM7SF2_MYO5B_ACAA2	[]
R_MSMO1_1	[]
R_MSMO1_2	[]
R_MSMO1_3	[]
R_NSDHL_MAGEA2B	[]
R_NSDHL	[]
R_HSD17B7	[]
R_MSMO1_4	[]
R_MSMO1_5	[]
R_MSMO1_6	[]
R_MSMO1_NSDHL	[]
R_HSD17B6_HSD17B2_HSD17B7_HSD17B12	[]
R_ALG13_EBP	[['10682']]
R_SC5DL_1	[]
R_DHCR7_1	[]
R_DHCR24_LEFTY1	[]
R_ACACB_PRKAG2_PRKAB2_ACACA_PRKAA2	[['32'], ['31']]
R_FASN_1	[['2194']]
R_MCAT_FASN	[['2194']]
R_AcAcACPSynthesis	[['54995']]
R_ALDH3A2_ALDH2_ALDH1B1_ALDH9A1_ALDH7A1_FASN	[]
R_FASN_2	[['2194']]
R_PECR_MECR_FASN_1	[]
R_ELOVL5_AGPAT4_UPB1_PNPLA3_TAZ_LPCAT3_LPGAT1_MBOAT7_ESCO1_MBOAT2_OXSM_AGPAT3_SLC33A1_FASN_ELOVL6_ESCO2_MBOAT1_LCLAT1_LPCAT4_DGAT2L6_HYAL3_ELOVL2	[['54995']]
R_FASN_3	[]
R_OXSM_FASN	[]
R_HSD17B10_HADHA_EHHADH_HSD17B4_HADH_FASN_1	[]
R_ELOVL5_AGPAT4_HSD17B10_HADHA_PNPLA3_TAZ_LPCAT3_EHHADH_LPGAT1_MBOAT7_HSD17B4_HADH_MBOAT2_OXSM_AGPAT3_SLC33A1_FASN_ELOVL6_ESCO2_MBOAT1_LCLAT1_LPCAT4_DGAT2L6_HYAL3_ELOVL2	[]
R_FASN_4	[]
R_GGT5_GGT1_GGTLC2_GGT7_GGT2_FASN_GGTLC3_1	[['2194']]
R_HADHA_EHHADH_ECHS1_FASN_1	[]
R_ELOVL5_AGPAT4_HADHA_PBPLA3_TAZ_LPCAT3_EHHADH_LPGAT1_MBOAT7_ECHS1_ESCO1_MBOAT2_OXSM_AGPAT3_SLC33A1_FASN_ELOVL6_ESCO2_MBOAT1_LCLAT1_LPCAT4_DGAT2L6_HYAL3_ELOVL2	[]
R_AOX1_FASN	[]
R_FASN_5	[]
R_HSD17B10_HADHA_EHHADH_HSD17B4_HADH_FASN_2	[]
R_ELOVL5_AGPAT4_HSD17B10_HADHA_PNPLA3_TAZ_LPCAT3_EHHADH_LPGAT1_MBOAT7_HSD17B4_HADH_ESCO1_MBOAT2_OXSM_AGPAT3_SLC33A1_FASN_ELOVL6_ESCO2_MBOAT1_LCLAT1_LPCAT4_DGAT2L6_HYAL3_ELOVL2_1	[]
R_HADHA_EHHADH_ECHS1_FASN_2	[]
R_HADHA_EHHADH_ECHS1_FASN_3	[]
R_CMAS_FASN	[]
R_ELOVL5_AGPAT4_HADHA_PNPLA3_TAZ_LPCAT3_EHHADH_LPGAT1_MBOAT7_ECHS1_ESCO1_MBOAT2_OXSM_AGPAT3_SLC33A1_FASN_ELOVL6_ESCO2_MBOAT1_LCLAT1_LPCAT4_DGAT2L6_HYAL3_ELOVL2	[]
R_PECR_MECR_FASN_2	[]
R_ACAA1_HADHB_MYO5B_ACAA2_FASN_1	[['2194']]
R_HSD17B10_HADHA_EHHADH_HAD17B4_HADH_FASN	[]
R_ELOVL5_AGPAT4_HSD17B10_HADHA_PNPLA3_TAZ_LPCAT3_EHHADH_LPGAT1_MBOAT7_HSD17B4_HADH_ESCO1_MBOAT2_OXSM_AGPAT3_SLC33A1_FASN_ELOVL6_ESCO2_MBOAT1_LCLAT1_LPCAT4_DGAT2L6_HYAL3_ELOVL2_2	[['54995']]
R_GGT5_GGT1_GGTLC2_GGT7_GGT2_FASN_GGTLC3_2	[]
R_ACOT8_FASN	[]
R_ACAA1_HADHB_MYO5B_ACAA2_FASN_2	[]
R_OLAH_FASN	[['2194']]
R_PrepDemPalmitate	[['6566'], ['201232'], ['9123'], ['159963'], ['5243'], ['5825'], ['215'], ['225'], ['10999'], ['10998'], ['11001'], ['376497'], ['2806'], ['948']]
R_UniportOrnithine	[['84329'], ['684'], ['114134'], ['55858'], ['6564'], ['140679'], ['55238'], ['81539'], ['124565'], ['54407'], ['153201'], ['153129'], ['6510'], ['79751'], ['83884'], ['10166'], ['9016'], ['9481'], ['253512'], ['7350'], ['7351'], ['7352'], ['6576'], ['123096'], ['6542'], ['6541'], ['9057'], ['8140'], ['83959'], ['6548'], ['10479'], ['6550'], ['285195'], ['84679'], ['133308'], ['150159'], ['285335'], ['1497'], ['1183'], ['6556'], ['127124'], ['245973'], ['50617'], ['51606'], ['523'], ['525'], ['526'], ['528'], ['529'], ['535'], ['9114'], ['9296'], ['9550'], ['125965'], ['1327'], ['1329'], ['1339'], ['1346'], ['1347'], ['1350'], ['1351'], ['170712'], ['341947'], ['4512'], ['4513'], ['4514'], ['51241'], ['84701'], ['9377'], ['6010']]
R_CotraspArgOrnA	[['84329'], ['5663'], ['684'], ['114134'], ['6582'], ['55858'], ['121260'], ['6565'], ['6564'], ['140679'], ['55238'], ['81539'], ['124565'], ['54407'], ['153201'], ['153129'], ['6510'], ['79751'], ['83884'], ['10166'], ['9016'], ['9481'], ['253512'], ['7350'], ['7351'], ['7352'], ['6576'], ['123096'], ['6542'], ['6541'], ['9057'], ['8140'], ['83959'], ['6548'], ['10479'], ['6550'], ['285195'], ['84679'], ['133308'], ['150159'], ['285335'], ['1497'], ['54896'], ['1183'], ['6556'], ['5243'], ['6890'], ['6891'], ['23457'], ['127124'], ['245973'], ['50617'], ['51606'], ['523'], ['525'], ['526'], ['528'], ['529'], ['535'], ['9114'], ['9296'], ['9550'], ['125965'], ['1327'], ['1329'], ['1339'], ['1346'], ['1347'], ['1350'], ['1351'], ['170712'], ['341947'], ['4512'], ['4513'], ['4514'], ['51241'], ['84701'], ['9377'], ['177'], ['25825'], ['5225'], ['6010'], ['6382'], ['3117'], ['3119'], ['972'], ['3105'], ['567'], ['6892'], ['10269']]
R_CotraspArgOrnB	[['84329'], ['5663'], ['684'], ['114134'], ['6582'], ['55858'], ['121260'], ['6565'], ['6564'], ['140679'], ['55238'], ['81539'], ['124565'], ['54407'], ['153201'], ['153129'], ['6510'], ['79751'], ['83884'], ['10166'], ['9016'], ['9481'], ['253512'], ['7350'], ['7351'], ['7352'], ['6576'], ['123096'], ['6542'], ['6541'], ['9057'], ['8140'], ['83959'], ['6548'], ['10479'], ['6550'], ['285195'], ['84679'], ['133308'], ['150159'], ['285335'], ['1497'], ['54896'], ['1183'], ['6556'], ['5243'], ['6890'], ['6891'], ['23457'], ['127124'], ['245973'], ['50617'], ['51606'], ['523'], ['525'], ['526'], ['528'], ['529'], ['535'], ['9114'], ['9296'], ['9550'], ['125965'], ['1327'], ['1329'], ['1339'], ['1346'], ['1347'], ['1350'], ['1351'], ['170712'], ['341947'], ['4512'], ['4513'], ['4514'], ['51241'], ['84701'], ['9377'], ['177'], ['25825'], ['5225'], ['6010'], ['6382'], ['3117'], ['3119'], ['972'], ['3105'], ['567'], ['6892'], ['10269']]
R_CotraspArgCitrA	[['84329'], ['5663'], ['684'], ['114134'], ['6582'], ['55858'], ['121260'], ['6565'], ['6564'], ['140679'], ['55238'], ['81539'], ['124565'], ['54407'], ['153201'], ['153129'], ['6510'], ['79751'], ['83884'], ['10166'], ['9016'], ['9481'], ['253512'], ['7350'], ['7351'], ['7352'], ['6576'], ['123096'], ['6542'], ['6541'], ['9057'], ['8140'], ['83959'], ['6548'], ['10479'], ['6550'], ['285195'], ['84679'], ['133308'], ['150159'], ['285335'], ['1497'], ['54896'], ['1183'], ['6556'], ['5243'], ['6890'], ['6891'], ['23457'], ['127124'], ['245973'], ['50617'], ['51606'], ['523'], ['525'], ['526'], ['528'], ['529'], ['535'], ['9114'], ['9296'], ['9550'], ['125965'], ['1327'], ['1329'], ['1339'], ['1346'], ['1347'], ['1350'], ['1351'], ['170712'], ['341947'], ['4512'], ['4513'], ['4514'], ['51241'], ['84701'], ['9377'], ['177'], ['25825'], ['5225'], ['6010'], ['6382'], ['3117'], ['3119'], ['972'], ['3105'], ['567'], ['6892'], ['10269']]
R_CotraspArgCitrB	[['84329'], ['5663'], ['684'], ['114134'], ['6582'], ['55858'], ['121260'], ['6565'], ['6564'], ['140679'], ['55238'], ['81539'], ['124565'], ['54407'], ['153201'], ['153129'], ['6510'], ['79751'], ['83884'], ['10166'], ['9016'], ['9481'], ['253512'], ['7350'], ['7351'], ['7352'], ['6576'], ['123096'], ['6542'], ['6541'], ['9057'], ['8140'], ['83959'], ['6548'], ['10479'], ['6550'], ['285195'], ['84679'], ['133308'], ['150159'], ['285335'], ['1497'], ['54896'], ['1183'], ['6556'], ['5243'], ['6890'], ['6891'], ['23457'], ['127124'], ['245973'], ['50617'], ['51606'], ['523'], ['525'], ['526'], ['528'], ['529'], ['535'], ['9114'], ['9296'], ['9550'], ['125965'], ['1327'], ['1329'], ['1339'], ['1346'], ['1347'], ['1350'], ['1351'], ['170712'], ['341947'], ['4512'], ['4513'], ['4514'], ['51241'], ['84701'], ['9377'], ['177'], ['25825'], ['5225'], ['6010'], ['6382'], ['3117'], ['3119'], ['972'], ['3105'], ['567'], ['6892'], ['10269']]
R_UniportArginine	[['84329'], ['5663'], ['684'], ['114134'], ['6582'], ['55858'], ['121260'], ['6565'], ['6564'], ['140679'], ['55238'], ['81539'], ['124565'], ['54407'], ['153201'], ['153129'], ['6510'], ['79751'], ['83884'], ['9016'], ['9481'], ['253512'], ['7350'], ['7351'], ['7352'], ['6576'], ['123096'], ['6542'], ['6541'], ['9057'], ['8140'], ['83959'], ['6548'], ['10479'], ['6550'], ['285195'], ['84679'], ['133308'], ['150159'], ['285335'], ['1497'], ['54896'], ['1183'], ['6556'], ['5243'], ['6890'], ['6891'], ['23457'], ['127124'], ['245973'], ['50617'], ['51606'], ['523'], ['525'], ['526'], ['528'], ['529'], ['535'], ['9114'], ['9296'], ['9550'], ['125965'], ['1327'], ['1329'], ['1339'], ['1346'], ['1347'], ['1350'], ['1351'], ['170712'], ['341947'], ['4512'], ['4513'], ['4514'], ['51241'], ['84701'], ['9377'], ['177'], ['25825'], ['5225'], ['6010'], ['6382'], ['3117'], ['3119'], ['972'], ['3105'], ['567'], ['6892'], ['10269']]
R_UniportCitrulline	[['84329'], ['684'], ['114134'], ['55858'], ['6564'], ['140679'], ['55238'], ['81539'], ['124565'], ['54407'], ['153201'], ['153129'], ['6510'], ['79751'], ['83884'], ['10166'], ['9016'], ['9481'], ['253512'], ['7350'], ['7351'], ['7352'], ['6576'], ['6542'], ['9057'], ['8140'], ['83959'], ['6548'], ['10479'], ['6550'], ['285195'], ['84679'], ['133308'], ['150159'], ['285335'], ['1497'], ['1183'], ['6556'], ['127124'], ['245973'], ['50617'], ['51606'], ['523'], ['525'], ['526'], ['528'], ['529'], ['535'], ['9114'], ['9296'], ['9550'], ['125965'], ['1327'], ['1329'], ['1339'], ['1346'], ['1347'], ['1350'], ['1351'], ['170712'], ['341947'], ['4512'], ['4513'], ['4514'], ['51241'], ['84701'], ['9377'], ['6010']]
R_ATPmaintenance	[['953'], ['954'], ['509', '539', '9551'], ['51382', '51606', '527', '528', '529', '533', '535', '8992', '9114', '9296', '9550'], ['10146'], ['10212'], ['10521'], ['10856'], ['10973'], ['1105'], ['1106'], ['1107'], ['1108'], ['11218'], ['11269'], ['11325'], ['113510'], ['122402'], ['164045'], ['1653'], ['1654'], ['1655'], ['165545'], ['1656'], ['1659'], ['1660'], ['1662'], ['1663'], ['166378'], ['1665'], ['168400'], ['170506'], ['1763'], ['1861'], ['1973'], ['1974'], ['2068'], ['2071'], ['22880'], ['22907'], ['23132'], ['23347'], ['23517'], ['23586'], ['254394'], ['26038'], ['27183'], ['27348'], ['29028'], ['29118'], ['2963'], ['3309'], ['3508'], ['4171'], ['4172'], ['4173'], ['4174'], ['4175'], ['4176'], ['4343'], ['4905'], ['51428'], ['51750'], ['54456'], ['54505'], ['54514'], ['54555'], ['546'], ['54617'], ['54821'], ['55308'], ['55510'], ['55601'], ['55636'], ['55661'], ['55794'], ['56652'], ['56897'], ['56916'], ['56919'], ['57647'], ['57680'], ['57696'], ['57697'], ['5965'], ['60625'], ['63979'], ['641'], ['64135'], ['64794'], ['64848'], ['6832'], ['7415'], ['7486'], ['79039'], ['79132'], ['7919'], ['79665'], ['80007'], ['80119'], ['80205'], ['81570'], ['83479'], ['83990'], ['84181'], ['8438'], ['8449'], ['84515'], ['84893'], ['84896'], ['8607'], ['8653'], ['89797'], ['90957'], ['91351'], ['91646'], ['9188'], ['92797'], ['9400'], ['9401'], ['9416'], ['9525'], ['9557'], ['9775'], ['506'], ['523']]
R_SLC25A1	[['84329'], ['684'], ['114134'], ['55858'], ['6564'], ['140679'], ['153201'], ['79751'], ['83884'], ['8402'], ['89874'], ['1468'], ['9016'], ['9481'], ['253512'], ['7350'], ['7351'], ['7352'], ['6576'], ['83959'], ['6548'], ['10479'], ['6550'], ['285195'], ['84679'], ['133308'], ['150159'], ['285335'], ['1497'], ['64849'], ['9058'], ['284111'], ['1183'], ['6556'], ['127124'], ['245973'], ['50617'], ['51606'], ['523'], ['525'], ['526'], ['528'], ['529'], ['535'], ['9114'], ['9296'], ['9550'], ['125965'], ['1327'], ['1329'], ['1339'], ['1346'], ['1347'], ['1350'], ['1351'], ['170712'], ['341947'], ['4512'], ['4513'], ['4514'], ['51241'], ['84701'], ['9377'], ['6010']]
R_SLC25A11	[['8402'], ['89874'], ['1468'], ['9016'], ['253512'], ['6576'], ['64849'], ['9058'], ['284111']]
R_SLC25A16	[['284439'], ['8034'], ['10478']]
R_palmitateActivation	[['11001'], ['81616'], ['23205'], ['2182'], ['2181'], ['10999'], ['116285']]
R_carnitineAcylTransferaseI	[['126129']]
R_translocase	[['6582'], ['1374']]
R_carnitineAcylTransferaseII	[['1374'], ['1375'], ['126129'], ['1376']]
R_betaOxidation	[]
R_biomass_synthesis	[]
