Id	Name	ChebiId	PubchemId	Rxns
G03303	[]	[]	[]	[]
G07228	[]	[]	[]	[]
G01435	[]	[]	[]	[]
G04714	[]	[]	[]	[]
G00011	[]	[]	[]	['R05981', 'R06722', 'R06986']
G12708	[]	[]	[]	[]
G09928	[]	[]	[]	[]
G01606	[]	[]	[]	[]
G12443	[]	[]	[]	[]
G01431	[]	[]	[]	[]
G12424	[]	[]	[]	[]
G04760	[]	[]	[]	[]
G11335	[]	[]	[]	[]
G03118	[]	[]	[]	[]
G07513	[]	[]	[]	[]
G00512	[]	[]	[]	[]
G05121	[]	[]	[]	[]
G09790	[]	[]	[]	[]
G07467	[]	[]	[]	[]
G04882	[]	[]	[]	[]
G11508	[]	[]	[]	[]
G10008	[]	[]	[]	['R10831']
G08143	[]	[]	[]	[]
G08940	[]	[]	[]	[]
G02649	[]	[]	[]	[]
G01699	[]	[]	[]	[]
G08828	[]	[]	[]	[]
G01896	[]	[]	[]	[]
G09129	[]	[]	[]	[]
G01383	[]	[]	[]	[]
G07268	[]	[]	[]	[]
G00667	[]	[]	[]	[]
G07892	[]	[]	[]	[]
G02961	[]	[]	[]	[]
G00177	[]	[]	[]	['R06129']
G09045	[]	[]	[]	[]
G06160	[]	[]	[]	[]
G01839	['XFFG', 'XFFGol']	[]	[]	[]
G05909	[]	[]	[]	[]
G06081	[]	[]	[]	[]
G02018	[]	[]	[]	[]
G10245	[]	[]	[]	[]
G03385	[]	[]	[]	[]
G01218	['Viridotetraose A']	[]	[]	[]
G01603	[]	[]	[]	[]
G02695	[]	[]	[]	[]
G01994	[]	[]	[]	[]
G02494	['Arenarioside, sugar core']	[]	[]	[]
G01904	[]	[]	[]	[]
G09530	[]	[]	[]	[]
G11235	[]	[]	[]	[]
G11365	['XLSG']	[]	[]	[]
G11582	[]	[]	[]	[]
G12611	[]	[]	[]	[]
G02705	[]	[]	[]	[]
G03486	[]	[]	[]	[]
G01455	['Celloheptaose', 'Maltoheptaose']	[]	[]	['R06108']
G04806	[]	[]	[]	[]
G02779	[]	[]	[]	[]
G09184	[]	[]	[]	[]
G00005	[]	[]	[]	['R06127', 'R06238']
G06120	[]	[]	[]	[]
G05697	[]	[]	[]	[]
G10814	[]	[]	[]	[]
G12971	['Escherichia coli O83 O-antigen']	[]	[]	[]
G07594	[]	[]	[]	[]
G01022	[]	[]	[]	[]
G08085	[]	[]	[]	[]
G04128	[]	[]	[]	[]
G08391	[]	[]	[]	[]
G11055	[]	[]	[]	['R09303']
G11708	[]	[]	[]	[]
G06941	[]	[]	[]	[]
G09555	[]	[]	[]	[]
G00824	[]	[]	[]	[]
G02225	[]	[]	[]	[]
G08983	[]	[]	[]	[]
G12258	[]	[]	[]	[]
G05325	[]	[]	[]	[]
G12387	[]	[]	[]	[]
G12737	[]	[]	[]	[]
G12419	[]	[]	[]	[]
G08644	[]	[]	[]	[]
G10550	[]	[]	[]	['R06172']
G05255	[]	[]	[]	[]
G12087	[]	[]	[]	[]
G03933	[]	[]	[]	[]
G05982	['Ap5-Cer']	[]	[]	[]
G12192	[]	[]	[]	[]
G12756	[]	[]	[]	[]
G03021	[]	[]	[]	[]
G13080	['NORint']	[]	[]	['R11377', 'R11379']
G05472	[]	[]	[]	[]
G09929	[]	[]	[]	[]
G02796	['PSGP, polysialoglycoprotein']	[]	[]	[]
G10372	[]	[]	[]	[]
G10431	[]	[]	[]	[]
G01738	[]	[]	[]	[]
G00853	['S4GGnM']	[]	[]	[]
G00439	[]	[]	[]	[]
G04164	[]	[]	[]	[]
G07424	[]	[]	[]	[]
G02664	[]	[]	[]	[]
G12338	[]	[]	[]	[]
G00015	[]	[]	[]	['R05985', 'R05986', 'R05987', 'R05988', 'R06015', 'R06016', 'R07622', 'R07623']
G09992	[]	[]	[]	[]
G02519	[]	[]	[]	[]
G01024	[]	[]	[]	[]
G09181	[]	[]	[]	[]
G09881	[]	[]	[]	[]
G06113	[]	[]	[]	[]
G12838	[]	[]	[]	[]
G11876	[]	[]	[]	[]
G05444	[]	[]	[]	[]
G03045	[]	[]	[]	[]
G04580	[]	[]	[]	[]
G05270	['Org 32869; heparin/heparan sulfate']	[]	[]	[]
G01078	['Lewis x-sulfated']	[]	[]	[]
G02035	[]	[]	[]	[]
G07536	[]	[]	[]	[]
G00337	['Commersonine', 'Eruboside B']	[]	[]	[]
G05984	[]	[]	[]	[]
G09159	[]	[]	[]	[]
G06175	[]	[]	[]	[]
G06310	[]	[]	[]	[]
G03442	[]	[]	[]	[]
G00935	[]	[]	[]	[]
G11261	[]	[]	[]	[]
G05416	[]	[]	[]	[]
G04008	[]	[]	[]	[]
G11285	[]	[]	[]	[]
G10716	[]	[]	[]	[]
G06438	[]	[]	[]	[]
G08801	[]	[]	[]	[]
G11494	[]	[]	[]	[]
G03388	[]	[]	[]	[]
G03883	[]	[]	[]	[]
G03890	[]	[]	[]	[]
G05987	[]	[]	[]	[]
G12805	['Zwitterionic glycosphingolipid 3', 'ZGL3']	[]	[]	[]
G03953	[]	[]	[]	[]
G07216	[]	[]	[]	[]
G12377	[]	[]	[]	[]
G12597	[]	[]	[]	[]
G07771	[]	[]	[]	[]
G03047	[]	[]	[]	[]
G03156	[]	[]	[]	[]
G07907	[]	[]	[]	[]
G06346	[]	[]	[]	[]
G08104	[]	[]	[]	[]
G12159	[]	[]	[]	[]
G01992	['1,1,1-kestopentaose', '1-fructosylnystose', '1F-b-fructofuranosyl nystose']	[]	[]	[]
G06028	[]	[]	[]	[]
G10035	[]	[]	[]	[]
G01969	['GM3']	[]	[]	[]
G03242	[]	[]	[]	[]
G07376	[]	[]	[]	['R06014']
G07965	[]	[]	[]	[]
G10740	[]	[]	[]	[]
G08475	['Colubrinoside']	[]	[]	[]
G00066	['nLc5Cer']	[]	[]	['R05975', 'R06033']
G07916	[]	[]	[]	[]
G10661	[]	[]	[]	[]
G06879	[]	[]	[]	[]
G05045	[]	[]	[]	[]
G03775	[]	[]	[]	[]
G03299	[]	[]	[]	[]
G05623	[]	[]	[]	[]
G07043	[]	[]	[]	[]
G08700	[]	[]	[]	[]
G09018	['Soyasaponin III']	[]	[]	[]
G03783	[]	[]	[]	[]
G04015	[]	[]	[]	[]
G08834	[]	[]	[]	[]
G06258	['GSGGGol']	[]	[]	[]
G03154	[]	[]	[]	[]
G05570	['PSGP, polysialoglycoprotein']	[]	[]	[]
G10951	[]	[]	[]	[]
G12406	[]	[]	[]	[]
G03327	[]	[]	[]	[]
G05022	[]	[]	[]	[]
G08403	[]	[]	[]	[]
G06785	[]	[]	[]	[]
G07976	[]	[]	[]	[]
G02848	['IV3GlcAb,3Galb,III6PE-Ap4-Cer']	[]	[]	[]
G06440	[]	[]	[]	[]
G02016	['Lacto-N-fucopentaose V']	[]	[]	[]
G03183	[]	[]	[]	[]
G05232	[]	[]	[]	[]
G09789	[]	[]	[]	[]
G08211	[]	[]	[]	[]
G06007	[]	[]	[]	[]
G04712	[]	[]	[]	[]
G02992	[]	[]	[]	[]
G08457	['Buddlejasaponin IV']	[]	[]	[]
G00891	['Lacto-N-difucohexaitol I', 'LDFH-I', 'Lacto-N-difucohexaose I', 'LND-I']	[]	[]	[]
G00119	['GT2']	[]	[]	['R05952', 'R05953']
G10777	[]	[]	[]	[]
G09160	[]	[]	[]	[]
G06703	[]	[]	[]	[]
G10252	[]	[]	[]	[]
G06643	['GGXGG']	[]	[]	[]
G03501	[]	[]	[]	[]
G02103	[]	[]	[]	[]
G07373	[]	[]	[]	[]
G11787	[]	[]	[]	[]
G01464	['Neoagarohexaose']	[]	[]	[]
G12733	[]	[]	[]	[]
G01903	['nLc6-Cer']	[]	[]	[]
G04692	[]	[]	[]	[]
G11726	[]	[]	[]	[]
G05723	[]	[]	[]	[]
G09294	[]	[]	[]	[]
G04744	[]	[]	[]	[]
G11294	[]	[]	[]	[]
G05580	[]	[]	[]	[]
G01739	[]	[]	[]	[]
G00449	[]	[]	[]	[]
G02584	[]	[]	[]	[]
G01868	[]	[]	[]	[]
G08974	[]	[]	[]	[]
G06979	[]	[]	[]	[]
G02852	[]	[]	[]	[]
G12191	[]	[]	[]	[]
G01457	[]	[]	[]	[]
G04532	[]	[]	[]	[]
G00226	[]	[]	[]	[]
G07382	[]	[]	[]	[]
G12665	[]	[]	[]	[]
G09059	[]	[]	[]	[]
G08246	[]	[]	[]	[]
G04748	[]	[]	[]	[]
G05106	[]	[]	[]	[]
G09013	[]	[]	[]	[]
G06002	[]	[]	[]	[]
G05239	[]	[]	[]	[]
G05862	[]	[]	[]	[]
G00128	['GT1aalpha']	[]	[]	['R05945']
G08758	[]	[]	[]	[]
G10164	[]	[]	[]	[]
G05174	[]	[]	[]	[]
G00559	['Saponin', 'Soyasaponin']	[]	[]	[]
G06083	['dongnoside A']	[]	[]	[]
G00445	[]	[]	[]	[]
G07221	[]	[]	[]	[]
G11379	[]	[]	[]	[]
G11877	[]	[]	[]	[]
G03715	[]	[]	[]	[]
G07590	[]	[]	[]	[]
G01795	['XXFGBXXGol']	[]	[]	[]
G10355	[]	[]	[]	[]
G04011	[]	[]	[]	[]
G07400	[]	[]	[]	[]
G12692	[]	[]	[]	[]
G00989	[]	[]	[]	[]
G07445	[]	[]	[]	[]
G08081	[]	[]	[]	[]
G00577	[]	[]	[]	[]
G07692	[]	[]	[]	[]
G07929	[]	[]	[]	[]
G00680	['Monofucosyllacto-N-hexaose-III', 'MFLNH-III']	[]	[]	[]
G02122	[]	[]	[]	[]
G05060	[]	[]	[]	[]
G08233	[]	[]	[]	[]
G10191	[]	[]	[]	[]
G05210	[]	[]	[]	[]
G01858	[]	[]	[]	[]
G05742	[]	[]	[]	[]
G04415	[]	[]	[]	[]
G09705	['Maltotriose derivative']	[]	[]	[]
G11578	[]	[]	[]	[]
G12837	[]	[]	[]	[]
G03803	[]	[]	[]	[]
G09276	['Trideoxyraffinose']	[]	[]	[]
G02681	[]	[]	[]	[]
G09382	[]	[]	[]	[]
G09764	['C-mycoside']	[]	[]	[]
G00977	[]	[]	[]	[]
G10613	['UDP-D-xylose', 'UDP-xylose']	[]	[]	['R05925', 'R06016', 'R06083', 'R09290', 'R12244', 'R12297', 'R12637']
G06020	[]	[]	[]	[]
G06023	[]	[]	[]	[]
G05615	[]	[]	[]	[]
G09578	[]	[]	[]	[]
G03548	[]	[]	[]	[]
G11993	[]	[]	[]	[]
G05187	[]	[]	[]	[]
G01854	[]	[]	[]	[]
G07172	[]	[]	[]	[]
G02920	[]	[]	[]	[]
G08365	[]	[]	[]	[]
G09885	[]	[]	[]	[]
G00469	[]	[]	[]	[]
G01788	[]	[]	[]	[]
G08360	[]	[]	[]	[]
G04347	[]	[]	[]	[]
G12965	['Escherichia coli O65 O-antigen']	[]	[]	[]
G11178	[]	[]	[]	[]
G04020	[]	[]	[]	[]
G10052	[]	[]	[]	[]
G01367	[]	[]	[]	[]
G04700	[]	[]	[]	[]
G11519	[]	[]	[]	[]
G06766	[]	[]	[]	[]
G03291	[]	[]	[]	[]
G03456	[]	[]	[]	[]
G08537	[]	[]	[]	[]
G07209	[]	[]	[]	[]
G00861	[]	[]	[]	[]
G04018	[]	[]	[]	[]
G07993	[]	[]	[]	[]
G01039	['GK-III-A,B,C']	[]	[]	[]
G07470	[]	[]	[]	[]
G12115	[]	[]	[]	[]
G13057	[]	[]	[]	['R09320', 'R09323']
G02894	[]	[]	[]	[]
G11651	[]	[]	[]	[]
G00972	[]	[]	[]	[]
G04016	[]	[]	[]	[]
G06342	[]	[]	[]	[]
G02280	[]	[]	[]	[]
G04800	[]	[]	[]	[]
G01691	[]	[]	[]	[]
G09543	[]	[]	[]	[]
G11390	[]	[]	[]	[]
G06604	[]	[]	[]	[]
G12053	[]	[]	[]	[]
G12650	[]	[]	[]	[]
G09523	[]	[]	[]	[]
G01068	[]	[]	[]	[]
G02341	[]	[]	[]	[]
G11871	[]	[]	[]	[]
G12646	[]	[]	[]	[]
G04476	[]	[]	[]	[]
G08120	[]	[]	[]	[]
G06065	[]	[]	[]	[]
G06567	[]	[]	[]	[]
G06448	[]	[]	[]	[]
G09161	[]	[]	[]	[]
G05735	['Triploside A']	[]	[]	[]
G05613	[]	[]	[]	[]
G12070	[]	[]	[]	[]
G01964	[]	[]	[]	[]
G06838	[]	[]	[]	[]
G08046	[]	[]	[]	[]
G08608	[]	[]	[]	[]
G03876	[]	[]	[]	[]
G00828	[]	[]	[]	[]
G09727	['Maltotriose derivative']	[]	[]	[]
G06626	[]	[]	[]	[]
G05183	[]	[]	[]	[]
G12743	[]	[]	[]	[]
G01235	['Dextran', 'Elsinan']	[]	[]	[]
G07579	[]	[]	[]	[]
G10059	[]	[]	[]	[]
G08346	[]	[]	[]	[]
G08998	[]	[]	[]	[]
G10363	[]	[]	[]	[]
G12209	[]	[]	[]	[]
G00060	['III3Fuc-nLc4Cer', 'III3-a-Fuc-nLc4Cer', 'Lacto-N-fucopentaosyl III ceramide', 'LNF III cer', 'SSEA-1']	[]	[]	['R06025']
G02909	[]	[]	[]	[]
G02991	[]	[]	[]	[]
G02636	[]	[]	[]	[]
G08304	[]	[]	[]	[]
G11565	[]	[]	[]	[]
G13142	['Escherichia coli O128ab O-antigen']	[]	[]	[]
G02983	[]	[]	[]	[]
G01034	['NodBj-V (C18:1,MeFuc)']	[]	[]	[]
G12149	[]	[]	[]	[]
G11635	[]	[]	[]	[]
G13008	['Escherichia coli O98 O-antigen']	[]	[]	[]
G02510	[]	[]	[]	[]
G04348	[]	[]	[]	[]
G06336	[]	[]	[]	[]
G11159	[]	[]	[]	[]
G04112	[]	[]	[]	[]
G08099	[]	[]	[]	[]
G12370	[]	[]	[]	[]
G12794	['sLea', 'Sialyl Lewis a']	[]	[]	[]
G01638	[]	[]	[]	[]
G05530	['sialyl Lewis a antigen, dimeric', 'Dismally Le(a)']	[]	[]	[]
G01250	[]	[]	[]	[]
G11861	[]	[]	[]	[]
G08500	['Chondroitin 6-sulfate']	[]	[]	[]
G05743	[]	[]	[]	[]
G06752	[]	[]	[]	[]
G11666	[]	[]	[]	[]
G11145	[]	[]	[]	[]
G02081	[]	[]	[]	[]
G08626	[]	[]	[]	[]
G11981	[]	[]	[]	[]
G12688	['Escherichia coli O2 O-antigen']	[]	[]	[]
G12056	[]	[]	[]	[]
G00518	[]	[]	[]	[]
G03144	[]	[]	[]	[]
G10757	[]	[]	[]	[]
G08566	[]	[]	[]	[]
G13109	['Tetraacylated phosphatidyl-myo-inositol dimannoside', 'Ac2PIM2']	[]	[]	['R11995']
G10466	[]	[]	[]	[]
G11254	[]	[]	[]	[]
G05427	['Org 31706; heparin/heparan sulfate']	[]	[]	[]
G08667	[]	[]	[]	[]
G09597	[]	[]	[]	[]
G09898	[]	[]	[]	[]
G06094	[]	[]	[]	[]
G11995	[]	[]	[]	[]
G04158	[]	[]	[]	[]
G03564	[]	[]	[]	[]
G09735	[]	[]	[]	[]
G06207	[]	[]	[]	[]
G05860	[]	[]	[]	[]
G10803	[]	[]	[]	[]
G00921	['Camelliaside C']	[]	[]	[]
G02744	['IV3(Gala1-3Galb1-3Gal)a-Gg4-Cer']	[]	[]	[]
G09754	[]	[]	[]	[]
G03310	[]	[]	[]	[]
G08207	[]	[]	[]	[]
G12148	[]	[]	[]	[]
G04571	[]	[]	[]	[]
G01025	['Vancomycin']	[]	[]	[]
G10463	[]	[]	[]	[]
G04641	[]	[]	[]	[]
G11705	[]	[]	[]	[]
G02464	[]	[]	[]	[]
G04653	['ManLAM, non-reducing termini']	[]	[]	[]
G00185	['9-O-Ac-GD1a']	[]	[]	[]
G04949	[]	[]	[]	[]
G05877	['Agaveside A']	[]	[]	[]
G08853	[]	[]	[]	[]
G04368	[]	[]	[]	[]
G03370	[]	[]	[]	[]
G07706	[]	[]	[]	[]
G03270	[]	[]	[]	[]
G05964	['GXTGol']	[]	[]	[]
G00768	[]	[]	[]	[]
G01011	[]	[]	[]	[]
G06908	[]	[]	[]	[]
G07099	[]	[]	[]	[]
G06024	[]	[]	[]	[]
G09495	[]	[]	[]	[]
G03780	[]	[]	[]	[]
G11883	[]	[]	[]	[]
G06735	[]	[]	[]	[]
G06903	[]	[]	[]	[]
G07474	[]	[]	[]	[]
G07559	[]	[]	[]	[]
G06782	[]	[]	[]	[]
G05233	[]	[]	[]	[]
G04436	[]	[]	[]	[]
G06777	[]	[]	[]	[]
G12341	[]	[]	[]	[]
G02942	[]	[]	[]	[]
G09616	[]	[]	[]	[]
G00739	[]	[]	[]	[]
G01923	['GM2-de-N-Ac']	[]	[]	[]
G03176	[]	[]	[]	[]
G12449	[]	[]	[]	[]
G02297	[]	[]	[]	[]
G12569	[]	[]	[]	[]
G08533	[]	[]	[]	[]
G08012	[]	[]	[]	[]
G11160	['Di[3-deoxy-D-manno-octulosonyl]-lipid IV(A)', 'Kdo2-lipid IV(A)']	[]	[]	['R06285', 'R09764']
G01688	[]	[]	[]	[]
G09064	[]	[]	[]	[]
G13044	[]	[]	[]	['R08107']
G03371	[]	[]	[]	[]
G06676	[]	[]	[]	[]
G07145	[]	[]	[]	[]
G03139	[]	[]	[]	[]
G04005	[]	[]	[]	[]
G06742	[]	[]	[]	[]
G00126	['GD1c']	[]	[]	['R05958']
G03874	[]	[]	[]	[]
G07181	[]	[]	[]	[]
G12640	[]	[]	[]	[]
G09658	[]	[]	[]	[]
G08198	[]	[]	[]	[]
G06032	[]	[]	[]	[]
G00098	['Monosialylgalactosylgloboside', 'MSGG', 'Monosialyl-Gb5', 'SSEA-4', 'V3NeuAc-Gb5Cer']	[]	[]	['R05967']
G07924	[]	[]	[]	[]
G08607	['RG-I']	[]	[]	[]
G04489	[]	[]	[]	[]
G09506	[]	[]	[]	[]
G06935	[]	[]	[]	[]
G12426	[]	[]	[]	[]
G00601	[]	[]	[]	[]
G04797	[]	[]	[]	[]
G06707	[]	[]	[]	[]
G01059	['Chitosan']	[]	[]	[]
G09850	[]	[]	[]	[]
G05508	[]	[]	[]	[]
G00101	[]	[]	[]	[]
G05229	[]	[]	[]	[]
G12313	[]	[]	[]	[]
G09331	[]	[]	[]	[]
G09085	[]	[]	[]	[]
G11827	[]	[]	[]	[]
G08878	[]	[]	[]	[]
G07688	[]	[]	[]	[]
G09183	['RG-I']	[]	[]	[]
G12926	['Escherichia coli O1B O-antigen']	[]	[]	[]
G00020	[]	[]	[]	['R05987', 'R05991']
G01807	[]	[]	[]	[]
G07808	[]	[]	[]	[]
G02594	[]	[]	[]	[]
G09155	[]	[]	[]	[]
G00336	[]	[]	[]	[]
G05308	[]	[]	[]	[]
G02254	[]	[]	[]	[]
G12855	[]	[]	[]	[]
G09707	[]	[]	[]	[]
G12224	[]	[]	[]	[]
G08076	[]	[]	[]	[]
G08745	[]	[]	[]	[]
G04065	[]	[]	[]	[]
G12987	['Escherichia coli O141 O-antigen']	[]	[]	[]
G01444	[]	[]	[]	[]
G02183	[]	[]	[]	[]
G03635	[]	[]	[]	[]
G07432	[]	[]	[]	[]
G01153	['V4Fuc,III4Fuc-Lc6-Cer']	[]	[]	[]
G07637	[]	[]	[]	[]
G05104	[]	[]	[]	[]
G08832	[]	[]	[]	[]
G11869	[]	[]	[]	[]
G12040	[]	[]	[]	[]
G02662	[]	[]	[]	[]
G07245	[]	[]	[]	[]
G10976	[]	[]	[]	[]
G09665	[]	[]	[]	[]
G12343	[]	[]	[]	[]
G08961	[]	[]	[]	[]
G07558	['Incanumine']	[]	[]	[]
G10870	[]	[]	[]	[]
G07509	[]	[]	[]	[]
G00002	["N,N'-Chitobiosyldiphosphodolichol"]	[]	[]	['R05970', 'R05972']
G09236	[]	[]	[]	[]
G00839	[]	[]	[]	[]
G02994	['Fuc-Gb4-Cer']	[]	[]	[]
G07161	[]	[]	[]	[]
G06267	[]	[]	[]	[]
G00265	["6'-Sialyllactose", "6'-SL"]	[]	[]	[]
G08167	[]	[]	[]	[]
G09516	['Malt-Cer']	[]	[]	[]
G08849	[]	[]	[]	[]
G03739	[]	[]	[]	[]
G12048	[]	[]	[]	[]
G00151	[]	[]	[]	['R05924']
G07266	[]	[]	[]	[]
G09973	[]	[]	[]	[]
G00406	[]	[]	[]	[]
G05260	[]	[]	[]	[]
G07102	[]	[]	[]	[]
G00855	[]	[]	[]	[]
G04624	[]	[]	[]	[]
G04479	[]	[]	[]	[]
G06314	[]	[]	[]	[]
G10874	[]	[]	[]	[]
G03206	[]	[]	[]	[]
G04663	[]	[]	[]	[]
G02568	[]	[]	[]	[]
G06812	[]	[]	[]	[]
G03948	[]	[]	[]	[]
G08420	[]	[]	[]	[]
G10752	[]	[]	[]	[]
G04854	[]	[]	[]	['R06273']
G12983	['Escherichia coli O128ab O-antigen']	[]	[]	[]
G11524	[]	[]	[]	[]
G11884	[]	[]	[]	[]
G12615	[]	[]	[]	[]
G02511	[]	[]	[]	[]
G06232	[]	[]	[]	[]
G05636	[]	[]	[]	[]
G04118	[]	[]	[]	[]
G03726	[]	[]	[]	[]
G04007	[]	[]	[]	[]
G11622	['Xyloglucan']	[]	[]	[]
G08154	[]	[]	[]	[]
G03907	[]	[]	[]	[]
G06330	[]	[]	[]	[]
G08795	[]	[]	[]	[]
G02912	['Lactohexaglycosylceramide']	[]	[]	[]
G02631	[]	[]	[]	[]
G11702	[]	[]	[]	[]
G05474	[]	[]	[]	[]
G04108	[]	[]	[]	[]
G08066	[]	[]	[]	[]
G12328	[]	[]	[]	[]
G02722	[]	[]	[]	[]
G02378	['Calotroposide']	[]	[]	[]
G10109	[]	[]	[]	[]
G02442	[]	[]	[]	[]
G03265	[]	[]	[]	[]
G09554	[]	[]	[]	[]
G00588	['Chikusetsusaponin III']	[]	[]	[]
G04927	[]	[]	[]	[]
G03129	[]	[]	[]	[]
G11421	[]	[]	[]	[]
G02332	[]	[]	[]	[]
G02980	[]	[]	[]	[]
G02620	[]	[]	[]	[]
G01912	[]	[]	[]	[]
G07642	[]	[]	[]	[]
G08708	[]	[]	[]	[]
