keggId	uniprotId
YNL277W	P08465
YOR109W	Q12271
YDR232W	P09950
YBR004C	P38211
YJR130C	P47164
YNR008W	P40345
YDR208W	P38994
YBL045C	P07256
YBR023C	P29465
YJL155C	P32604
YDR408C	P04161
YER060W-A	Q12119
YHL032C	P32190
YCR083W	P25372
YDL004W	Q12165
YKL008C	P28496
YMR300C	P04046
YBR042C	P38226
YBL039C	P28274
YKR043C	P36136
YIL160C	P27796
YKL181W	P32895
YPL189W	Q08929
YEL017C-A	P40975
YOR142W	P53598
YLR438W	P07991
YOR241W	Q08645
YBR035C	P38075
YDR483W	P27809
YLL012W	Q07804
YEL027W	P25515
YEL071W	P39976
YMR009W	Q03677
YGR267C	P51601
YBR003W	P18900
YPL271W	P21306
YOR374W	P46367
YJL088W	P05150
YHR162W	P38857
YPL160W	P26637
YER061C	P39525
YMR241W	Q04013
YLR382C	P11325
YLR295C	Q12349
YHR163W	P38858
YJR139C	P31116
YGL063W	P53167
YMR083W	P07246
YFR030W	P39692
YOR180C	Q08558
YDL142C	Q07560
YOL066C	Q12362
YPL104W	P15179
YLR300W	P23776
YBR127C	P16140
YFR033C	P00127
YGR191W	P06775
YMR013C	P20048
YBR093C	P00635
YHR042W	P16603
YDR035W	P14843
YGL008C	P05030
YIL010W	P40553
YGL040C	P05373
YBR293W	P38358
YBR166C	P20049
YLL031C	Q07830
YGR209C	P22803
YCR024C	P25345
YJR009C	P00358
YBR218C	P32327
YLR410W	Q06685
YDL093W	P52867
YCL025C	P25376
YER081W	P40054
YPL214C	P41835
YJL129C	P12685
YOR375C	P07262
YLR258W	P27472
YFL011W	P43581
YHR018C	P04076
YOL011W	Q08108
YLR386W	Q06708
YDR305C	P49775
YGR124W	P49090
YML126C	P54839
YBR034C	P38074
YLR304C	P19414
YLR092W	Q12325
YGR260W	P53322
YGR287C	P53051
YEL041W	P32622
YOL097C	Q12109
YLL052C	P0CD90
YBR244W	P38143
YBR058C-A	Q3E790
YDR368W	Q12458
YPR156C	Q06451
YMR170C	P47771
YOR321W	P47190
YCL009C	P25605
YGL253W	P04807
YGR143W	P33336
YAL054C	Q01574
YAR071W	P35842
YLR377C	P09201
YDR062W	P40970
YBR265W	P38342
YLR303W	P06106
YOL151W	Q12068
YHR051W	P00427
YOR054C	Q08438
YKR031C	P36126
YER037W	P40025
Q0130	P61829
YBR115C	P07702
YPL015C	P53686
YDR178W	P37298
YMR303C	P00331
YGR010W	P53204
YHR092C	P32467
YML008C	P25087
YDR023W	P07284
YOL052C	P21182
YPL069C	Q12051
YNL117W	P30952
YHR183W	P38720
YBR180W	P38125
YGR183C	P22289
YPL265W	P53388
YDL174C	P32891
YBR176W	P38122
YGR282C	P15703
YBR145W	P38113
YJR121W	P00830
YBR299W	P38158
YPR121W	Q06490
YAR015W	P27616
YBL033C	P38066
YNL220W	P80210
YOR065W	P07143
YCR053W	P16120
YOL136C	Q12471
YGR171C	P22438
YJL071W	P40360
YBL064C	P34227
YHL016C	P33413
YKL141W	P33421
YMR120C	P38009
YLR189C	Q06321
YKR072C	P36024
YPL117C	P15496
YBR041W	P38225
YPL262W	P08417
YHR174W	P00925
YBR117C	P33315
YDL185W	P17255
YLR133W	P20485
YNL142W	P41948
YBR020W	P04385
YPR020W	Q12233
YML035C	P15274
YLR081W	P13181
YKL019W	P29703
YNL316C	P32452
YOL065C	Q08227
YPR183W	P14020
YKL132C	P36001
YIR032C	P32459
YKR066C	P00431
YCR098C	P25346
YDR322C-A	P81449
YGL148W	P28777
YNL106C	P50942
YMR101C	Q03175
YNL073W	P32048
YGL067W	P53164
YPR192W	P0CD91
YLR299W	Q05902
YDL247W	P0CD99
YDR300C	P32264
YPR006C	Q12031
YJR159W	P35497
YBR084W	P09440
YOL033W	P48525
YEL029C	P39988
YOR245C	Q08650
YOR155C	Q99312
YBR196C	P12709
YOR209C	P39683
YPL023C	P46151
YDR272W	Q05584
YHR208W	P38891
YBR126C	Q00764
YDL238C	Q07729
YJL167W	P08524
YCL040W	P17709
YPL059W	Q02784
YDR236C	Q03778
YLR284C	Q05871
YNR050C	P38999
YIR029W	P25335
YIL155C	P32191
YLR089C	P52893
YJR001W	P47082
YDR373W	Q06389
Q0105	P00163
YDR384C	Q12359
YKL165C	P36051
YPL147W	P41909
YDR400W	Q04179
YPL274W	Q08986
YCR036W	P25332
YBL015W	P32316
YKL188C	P34230
YHR002W	P38702
YNL071W	P12695
YHR067W	P38790
YER052C	P10869
YLR180W	P10659
YKL001C	Q02196
YDR536W	P39932
YIL172C	P0CW40
YIL172C	P0CW41
YDR268W	P04803
YPR145W	P49089
YDR148C	P19262
YPL110C	Q02979
YDR074W	P31688
YKL026C	P36014
YLR174W	P41939
YMR205C	P16862
YDL022W	Q00055
YMR313C	P40308
YMR271C	P30402
YKL194C	P07236
YBR221C	P32473
YHR039C-A	P48836
YOL058W	P22768
YKR080W	Q02046
YIL078W	P04801
YOR074C	P06785
YPL028W	P41338
YER073W	P40047
YER086W	P00927
YKL004W	P36107
YPL231W	P19097
YBR038W	P14180
YBR069C	P38085
YKL192C	P32463
YLR011W	Q07923
YOR171C	Q12246
YBR199W	P38131
YMR202W	P32352
YCR048W	P25628
YMR318C	Q04894
YDR196C	Q03941
YEL042W	P32621
YML081C-A	P81450
YJL100W	P42951
YNL130C	P17898
YGR277C	P53332
YOL061W	Q12265
YML100W	P38427
YJL052W	P00360
YDL168W	P32771
YOR128C	P21264
YML086C	P54783
YFR047C	P43619
YMR020W	P50264
YDR019C	P48015
YFR025C	P38635
YLR060W	P15624
YNR043W	P32377
YGL224C	P53078
YOR125C	P41735
YER069W	Q01217
YOR360C	P06776
YHR091C	P38714
YBR294W	P38359
YNL141W	P53909
YGR185C	P36421
YAL060W	P39714
YOR108W	Q12166
YBR252W	P33317
YOL055C	Q08224
YGR248W	P53315
YER055C	P00498
YPR036W	P41807
YOR202W	P06633
YGR087C	P26263
YCL064C	P25379
YDR403W	P21623
YPR021C	Q12482
YDR204W	O13525
YPL057C	P33300
YHR020W	P38708
YCL069W	P25594
YDL245C	P54854
YHR074W	P38795
YER178W	P16387
YHR063C	P38787
YBR019C	P04397
YOR273C	Q12256
YGL026C	P00931
YER065C	P28240
YGL187C	P04037
YNL129W	P53915
YDR298C	P09457
YER023W	P32263
YHR001W-A	P37299
YPL212C	Q12211
YDL085W	Q07500
YJR049C	P21373
YOR099W	P27810
YPR159W	P32486
YBR256C	P38145
YDL141W	P48445
YER152C	P10356
YOR100C	Q12289
YJL139C	P26725
YNL037C	P28834
YPR167C	P18408
YDL100C	Q12154
YIL006W	P40556
YJR109C	P03965
YMR015C	P54781
YOR311C	Q12382
YKL067W	P36010
YDR302W	Q06636
YOR317W	P30624
YLL061W	Q12372
YLR420W	P20051
YGR243W	P53311
YAL038W	P00549
YDL055C	P41940
YLR432W	P50095
YHR072W	P38604
YHR190W	P29704
YGR096W	P53257
YMR281W	P23797
YKL080W	P31412
YDL052C	P33333
YLR138W	Q99271
YLR155C	P0CZ17
YLR155C	P0CX77
YLR155C	P0CX78
YLR155C	P0CX79
YLR209C	Q05788
YER060W	P40039
YMR208W	P07277
YPR033C	P07263
YNL029C	P53966
YLR058C	P37291
YHR100C	P38812
YML042W	P32796
YGR055W	P50276
YGR286C	P32451
YGL142C	P30777
YFL030W	P43567
YLR146C	Q12455
YMR011W	P23585
YDL198C	P38988
YKL060C	P14540
YPL078C	P05626
YOR025W	P53687
YGL154C	P50113
YGR240C	P16861
YBR263W	P37292
YOL068C	P53685
YNR057C	P53630
YBR039W	P38077
YHR106W	P38816
YER183C	P40099
YLR447C	P32366
YER099C	P38620
YOR192C	Q08579
YMR246W	P47912
YKR069W	P36150
YNL318C	P42833
YLR056W	P32353
YMR250W	Q04792
YLR158C	P0CZ17
YLR158C	P0CX77
YLR158C	P0CX78
YLR158C	P0CX79
YPR069C	Q12074
YLR372W	P40319
YJR152W	P15365
YKL016C	P30902
YCL050C	P16550
YCR005C	P08679
YDR508C	P48813
YDL078C	P32419
YGL186C	P53099
YGR170W	P53037
YDR376W	P48360
YHR094C	P32465
YGL256W	P10127
YBR161W	P38287
YHR128W	P18562
YHR123W	P22140
YPR140W	Q06510
YMR145C	P40215
YLR157C	P0CZ17
YLR157C	P0CX77
YLR157C	P0CX78
YLR157C	P0CX79
YNR019W	P53629
YHR046C	P38710
YPR035W	P32288
YGR289C	P53048
YLR450W	P12684
YOR011W	Q08409
YIL125W	P20967
YNL003C	P38921
YFL017C	P43577
YER015W	P39518
YKL216W	P28272
YLR237W	Q05998
YFL001W	P31115
YKL085W	P17505
Q0250	P00410
YEL058W	P38628
YHR026W	P23968
YGR194C	P42826
YOR081C	Q12043
YFL053W	P43550
YPR128C	Q06497
YGL202W	P53090
YKR039W	P19145
YCR075C	P17261
YKL212W	P32368
YBR002C	P35196
YDR428C	Q04066
YPL188W	Q06892
YKL211C	P00937
YGL084C	P53154
YOR332W	P22203
YOL126C	P22133
YLR201C	Q05779
YKR061W	P33550
YDR502C	P19358
YDR341C	Q05506
YPR062W	Q12178
YKR009C	Q02207
YBR183W	P38298
YPR138C	P53390
YGR138C	P53283
YGL080W	P53157
YGR254W	P00924
YMR041C	Q04212
YKR097W	P10963
YNR056C	P53744
YBR249C	P32449
YBL030C	P18239
YLR308W	Q06703
YDR284C	Q05521
YBR192W	P38127
YNL325C	P42837
YJL153C	P11986
YHR104W	P38715
YHR144C	P06773
YLR109W	P38013
YNR072W	P53631
YPL148C	Q12036
YEL046C	P37303
YDL178W	P46681
YEL021W	P03962
YPR160W	P06738
YBL098W	P38169
YLR020C	Q07950
YER091C	P05694
YEL038W	P32626
YGR019W	P17649
YGL012W	P25340
YDL067C	P07255
YOR071C	Q08485
YMR088C	Q04301
YGL009C	P07264
YGR121C	P40260
YJR143C	P46971
YBR006W	P38067
YBR296C	P38361
YPL134C	Q03028
YLR028C	P54113
YBR018C	P08431
YHR037W	P07275
YIL009W	P39002
YDR297W	P38992
YAL023C	P31382
YLR395C	P04039
YCR028C	P25621
YDR234W	P49367
YBR208C	P32528
YNL169C	P39006
YDL080C	Q07471
YDR098C	Q03835
YIL074C	P40510
YKL106W	Q01802
YDL215C	P33327
YPL268W	P32383
YGL077C	P19807
YIR034C	P38998
YBR026C	P38071
YJL198W	P39535
YGR180C	P49723
YDR256C	P15202
YHR216W	P38697
YLR027C	P23542
YKL152C	P00950
YER019W	P40015
YPR074C	P23254
YJL060W	P47039
YNL241C	P11412
YBR291C	P38152
YLL062C	Q12525
YDL066W	P21954
YDR513W	P17695
YGR065C	P53241
YPR001W	P43635
YGL245W	P46655
YOR221C	Q12283
YIL145C	P40459
YPR113W	P06197
Q0085	P00854
YCL052C	P25580
YGR255C	P53318
YKL148C	Q00711
YER174C	P32642
YJR019C	P41903
YIL094C	P40495
YGR256W	P53319
YOR120W	P14065
YOR377W	P40353
YJR078W	P47125
YLR240W	P22543
YER070W	P21524
YDL182W	P48570
YLR328W	Q06178
YPL036W	P19657
YDL090C	P22007
YGR208W	P42941
YBR110W	P16661
YDR345C	P32466
YJL130C	P07259
YLL043W	P23900
YDR530C	P22108
YOR222W	Q99297
YML054C	P00175
YCR010C	P25613
YLR172C	P32469
YMR207C	P32874
YKR067W	P36148
YEL051W	P32610
YNR012W	P27515
YBR248C	P33734
YLR044C	P06169
YMR054W	P37296
YNL052W	P00424
YPL053C	P54070
YLR245C	Q06549
YGR192C	P00359
YBR121C	P38088
YBL068W	P38063
YLL018C	P04802
YJR137C	P47169
YGR175C	P32476
YBL099W	P07251
YDR354W	P07285
YFR019W	P34756
YIL124W	P40471
YMR278W	Q03262
YOR270C	P32563
YGR032W	P40989
YLR142W	P09368
YOR168W	P13188
YIL162W	P00724
YER003C	P29952
YKR058W	P36143
YHR019C	P38707
YPL258C	Q08975
YER043C	P39954
YIL066C	P21672
YBR204C	P38139
YDR044W	P11353
Q0275	P00420
YLL057C	Q12358
YLR354C	P15019
YDR481C	P11491
YMR217W	P38625
YMR261C	P38426
YDR453C	Q04120
YCR024C-A	P32903
YIL083C	P40506
YIR031C	P21826
YPL097W	P48527
YIL013C	P40550
YDL103C	P43123
YBR149W	P38115
YJR133W	P47165
YJR077C	P23641
YLR134W	P16467
YKL055C	P35731
YLR100W	Q12452
YGL062W	P11154
YBR159W	P38286
YEL006W	P39953
YHR096C	P38695
YML120C	P32340
YPL111W	P00812
YKL035W	P32861
YER005W	P40009
YOR236W	P07807
YFR053C	P04806
YOL156W	P54862
YAL012W	P31373
YBR085W	P18238
YDR321W	P38986
YBR092C	P24031
YOR130C	Q12375
YML022W	P49435
YOL086C	P00330
YDR399W	Q04178
YMR267W	P28239
YCL018W	P04173
YCL030C	P00815
YER119C	P40074
YPL234C	P32842
YMR296C	P25045
YDR127W	P08566
