keggId	uniprotId
YNL335W	P0CH63
YNL335W	P0CH64
YBR097W	P22219
YLR133W	P20485
YJR109C	P03965
YKR089C	P36165
YNL229C	P23202
YJR025C	P47096
YLR044C	P06169
YHR051W	P00427
YDR502C	P19358
YKR053C	P23501
YLR450W	P12684
YCR053W	P16120
YMR205C	P16862
YLL060C	Q12390
YHR092C	P32467
YHR011W	P38705
YGL255W	P32804
YGR147C	P37293
YPR118W	Q06489
YKL004W	P36107
YNR067C	P53753
YBR068C	P38084
YIL162W	P00724
YKR009C	Q02207
YOR321W	P47190
YMR323W	P42222
YDR302W	Q06636
YCL038C	P25568
YBR117C	P33315
YGL008C	P05030
YEL004W	P40004
YPL188W	Q06892
Q0250	P00410
YBR221C	P32473
YGR247W	P53314
YGR154C	P48239
YIL116W	P07172
YOL061W	Q12265
YBL064C	P34227
YPR011C	Q12251
YIL043C	P38626
YMR306W	Q04952
YBR293W	P38358
YGR010W	P53204
YGL040C	P05373
YOR175C	Q08548
YML054C	P00175
YGL047W	P53178
YGL125W	P53128
YDR300C	P32264
YOL151W	Q12068
YGR087C	P26263
YBL099W	P07251
YEL031W	P39986
YKR072C	P36024
YGL196W	P53095
YLL048C	P32386
YDR105C	Q12116
YBR038W	P14180
YHR044C	P38774
YOL049W	Q08220
YGR012W	P53206
YMR313C	P40308
YGL006W	P38929
YMR169C	P54114
YOR196C	P32875
YNL045W	Q10740
YOR332W	P22203
YOL096C	P27680
YLR028C	P54113
YLR284C	Q05871
YHR116W	P38824
YPL096C-A	P62651
YPL097W	P48527
YGR227W	P50076
YHR162W	P38857
YNL274C	P53839
YIR028W	Q04895
YBR235W	P38329
YDR035W	P14843
YDR343C	P39003
YKL016C	P30902
YJL133W	P10566
YLR138W	Q99271
YDR039C	Q01896
YGR007W	P33412
YPL258C	Q08975
YIR037W	P40581
YPL160W	P26637
YDL085W	Q07500
YGR032W	P40989
YAR071W	P35842
YKL120W	P32332
YDL219W	Q07648
Q0130	P61829
YGL038C	P31755
YKL106W	Q01802
YDR341C	Q05506
YIL124W	P40471
YGL080W	P53157
YOR081C	Q12043
YER043C	P39954
YPL189W	Q08929
YHL036W	P38734
YER061C	P39525
YDR437W	Q04082
YOR192C	Q08579
YIL099W	P08019
YKL088W	P36076
YMR251W	Q04806
YLR160C	P0CZ17
YLR160C	P0CX77
YLR160C	P0CX78
YLR160C	P0CX79
YDL024C	P52290
YER065C	P28240
YDR321W	P38986
YER069W	Q01217
YHR208W	P38891
YIL145C	P40459
YJR103W	P38627
YLR164W	Q06236
YDR410C	P32584
YDR236C	Q03778
YOR251C	Q08686
YJR130C	P47164
YFR044C	P43616
YLR146C	Q12455
YKL140W	P34163
YGR192C	P00359
YLR209C	Q05788
YOR278W	P06174
YMR087W	Q04299
YPL262W	P08417
YJR051W	P21375
YBR299W	P38158
YBR180W	P38125
YGL169W	P32579
YKR093W	P32901
YGR267C	P51601
YNL277W	P08465
YGR244C	P53312
YGR255C	P53318
YNL092W	P53934
YPL252C	Q12184
YDR191W	P53688
YMR009W	Q03677
YBR002C	P35196
YDR007W	P00912
YMR084W	A2P2R3
YAL039C	P06182
YHR020W	P38708
YJR160C	P0CE00
YDR261C	P52911
YJR013W	P47088
YKL060C	P14540
YOL066C	Q12362
YNR050C	P38999
YDR373W	Q06389
YML086C	P54783
YGL256W	P10127
YDR074W	P31688
YBR149W	P38115
YOL055C	Q08224
YKL165C	P36051
YML022W	P49435
YDR173C	P07250
YDR147W	Q03764
YML035C	P15274
YDR376W	P48360
YMR013C	P20048
YLR305C	P37297
YDR342C	P39004
YIR034C	P38998
YDR040C	P13587
YJR137C	P47169
YOR149C	Q04174
YOR285W	Q12305
YKL024C	P15700
YGR171C	P22438
YDR408C	P04161
YOR334W	Q01926
YDR001C	P32356
YIL023C	P40544
YHR163W	P38858
YKL211C	P00937
Q0105	P00163
YDR402C	P21595
YDR305C	P49775
YLL001W	P54861
YDR047W	P32347
YBR291C	P38152
YPR058W	P32331
YJR139C	P31116
YGL187C	P04037
YDR044W	P11353
YLR307W	Q06702
YMR243C	P20107
YDL182W	P48570
YDL210W	P32837
YDR481C	P11491
YML082W	Q04533
YER090W	P00899
YJL126W	P47016
YNL270C	P38971
YKL220C	P36033
YLR027C	P23542
YGR254W	P00924
YBR204C	P38139
YMR246W	P47912
YDR058C	P54857
YKL067W	P36010
YDR242W	P22580
YLR011W	Q07923
YKR080W	Q02046
YHR008C	P00447
YDL142C	Q07560
YMR318C	Q04894
YPL117C	P15496
YOL064C	P32179
YFR047C	P43619
YGR191W	P06775
YNR056C	P53744
YEL038W	P32626
YBR085W	P18238
YLR237W	Q05998
YBR243C	P07286
YBR295W	P38360
YOL065C	Q08227
YEL071W	P39976
YPL271W	P21306
YJL071W	P40360
YFL055W	P43548
YOR040W	Q12320
YLL028W	Q07824
YNL202W	P32573
YOR120W	P14065
YCL040W	P17709
YOL152W	Q12333
YPL132W	P19516
YKR043C	P36136
YNL280C	P32462
YOL140W	P18544
YER091C	P05694
YHR183W	P38720
YER178W	P16387
YLL012W	Q07804
YGL104C	P53142
YPR192W	P0CD91
YNR073C	P0CX08
YNR073C	P0CX09
YER175C	P32643
YBL042C	P38196
YFR015C	P23337
YBL033C	P38066
YLR201C	Q05779
YGL225W	P40107
YGL234W	P07244
YML125C	Q12746
YNR060W	P53746
YGL001C	P53199
YMR062C	Q04728
YOR074C	P06785
YDL174C	P32891
YBR035C	P38075
YGL245W	P46655
YGR124W	P49090
YOR125C	P41735
YLL015W	P14772
YLL043W	P23900
YDR294C	Q05567
YLR377C	P09201
YOR142W	P53598
YIL006W	P40556
YBR147W	P38279
YGR170W	P53037
YOL068C	P53685
YIL125W	P20967
YPL172C	P21592
YBR006W	P38067
YLR447C	P32366
YOL165C	Q08361
YJR024C	P47095
YGR204W	P07245
YPR167C	P18408
YPL023C	P46151
YBR093C	P00635
YOR377W	P40353
YKL215C	P28273
YPL135W	Q03020
YLR395C	P04039
YMR267W	P28239
YBL039C	P28274
YGR180C	P49723
YLL041C	P21801
YMR054W	P37296
YBL076C	P09436
YER005W	P40009
YKL080W	P31412
YJL219W	P40885
YOR317W	P30624
YMR165C	P32567
YDR232W	P09950
YKL152C	P00950
YML059C	Q04958
YOL059W	P41911
YNL315C	P32453
YIL009W	P39002
YPL061W	P54115
YJL198W	P39535
YDR441C	P36973
YDR380W	Q06408
YOL058W	P22768
YGR043C	P53228
YIL111W	P00425
YNL292W	P48567
YPL036W	P19657
YCR011C	P25371
YDR345C	P32466
YOR163W	Q99321
YDR529C	P00128
YDL045C	P38913
YOR025W	P53687
YHR026W	P23968
YKL127W	P33401
YCL030C	P00815
YLR134W	P16467
YML008C	P25087
YOR348C	P15380
YMR220W	P24521
YDR538W	P33751
YDL247W	P0CD99
YBR110W	P16661
YLR189C	Q06321
YGR216C	P53306
YNR027W	P53727
YPL087W	Q02896
YBL045C	P07256
YPL274W	Q08986
YGL142C	P30777
YBL098W	P38169
YBR084W	P09440
YOR202W	P06633
YMR207C	P32874
YBR256C	P38145
YGR055W	P50276
YHR072W	P38604
YBR018C	P08431
YLR038C	Q01519
YDR231C	Q04935
YDR248C	Q03786
YDR046C	P41815
YJL121C	P46969
YER015W	P39518
YKL035W	P32861
YBR252W	P33317
YKL104C	P14742
YER087W	P39965
YDR516C	Q04409
YMR271C	P30402
YLR351C	P49954
YFR030W	P39692
YDR196C	Q03941
YMR293C	Q03557
YLR043C	P22217
YOR311C	Q12382
YHR137W	P38840
YKR039W	P19145
YBR069C	P38085
YPR062W	Q12178
YHR019C	P38707
YKL132C	P36001
YER070W	P21524
YJR149W	P47177
YGR019W	P17649
YFL058W	P43534
YMR108W	P07342
YOL126C	P22133
YAL038W	P00549
YAL022C	P31381
YJR110W	P47147
YGR060W	P53045
YJL212C	P40897
YDR127W	P08566
YBR132C	P38090
YOR286W	Q08742
YPR140W	Q06510
YPL092W	P41930
YGR157W	P05374
YDR367W	Q06346
YKR058W	P36143
YPL227C	P40350
YBR213W	P15807
YNL065W	P53943
YAL012W	P31373
YIL053W	P41277
YOR054C	Q08438
YKL146W	P36062
YJL180C	P22135
YCL005W-A	Q3E7B6
YJL196C	P39540
YLR348C	Q06143
YJL167W	P08524
YPL134C	Q03028
YOR393W	P0CX10
YOR393W	P0CX11
YDL205C	P28789
YLR446W	Q06204
YIL002C	P40559
YNR019W	P53629
YBL030C	P18239
YJR057W	P00572
YLR089C	P52893
YOR128C	P21264
Q0080	P00856
YPL265W	P53388
YBR127C	P16140
YFL001W	P31115
YEL047C	P32614
YLR354C	P15019
YER042W	P40029
YPL148C	Q12036
YDR268W	P04803
YKL085W	P17505
YMR008C	P39105
YJL130C	P07259
YOR273C	Q12256
YOR391C	Q08914
YDR452W	Q04119
YJL200C	P39533
YDL178W	P46681
YJR148W	P47176
YNL325C	P42837
YIL134W	P40464
YLL051C	Q12473
YML081C-A	P81450
YPR074C	P23254
YGR020C	P39111
YBR070C	P38242
YOR109W	Q12271
YPR139C	Q06508
YHR042W	P16603
YBL015W	P32316
YOR065W	P07143
YLR020C	Q07950
YMR261C	P38426
YGR062C	P53239
YLL018C-A	Q3E731
YPR020W	Q12233
YER055C	P00498
YHR091C	P38714
YOL086C	P00330
YER062C	P40106
YPL040C	P48526
YEL058W	P38628
YNL071W	P12695
YHR046C	P38710
YLL058W	Q12198
YEL051W	P32610
YPR003C	P53394
YNR041C	P32378
YHR216W	P38697
YMR278W	Q03262
YIL160C	P27796
YGR177C	P53296
YCL017C	P25374
YOR236W	P07807
YHR067W	P38790
YBR042C	P38226
YMR056C	P04710
YEL042W	P32621
YHR100C	P38812
YKR052C	P23500
YGR096W	P53257
YOL157C	Q08295
YLR142W	P09368
YPL053C	P54070
YMR289W	Q03266
YJR016C	P39522
YMR162C	Q12674
YGL009C	P07264
Q0275	P00420
YCL047C	P25576
YPR036W	P41807
YLL062C	Q12525
YPR184W	Q06625
YML070W	P54838
YOR222W	Q99297
YBR115C	P07702
YLR172C	P32469
YOL130W	Q08269
YMR020W	P50264
YLR130C	Q12436
YNR058W	P50277
YER174C	P32642
YGR202C	P13259
YNL220W	P80210
YOR190W	P32603
YGR240C	P16861
YLL057C	Q12358
YDL042C	P06700
YDR513W	P17695
YPR069C	Q12074
YLR393W	P18496
YOL020W	P38967
YHR043C	P38773
YIL066C	P21672
YPL281C	P0CX10
YPL281C	P0CX11
YCR034W	P25358
YER152C	P10356
YGR209C	P22803
YHL018W	P38744
YDR038C	Q12691
YBR092C	P24031
YFL017C	P43577
YGL017W	P16639
YNL275W	P53838
YGL026C	P00931
YKL217W	P36035
YCL004W	P25578
YMR058W	P38993
YPR060C	P32178
YDR017C	Q12494
YJR069C	P47119
YLR299W	Q05902
YPR121W	Q06490
YJR073C	P05375
YJR010W	P08536
YER141W	P40086
YDR503C	Q04396
YDR287W	Q05533
YFL061W	P0CH63
YFL061W	P0CH64
YBR003W	P18900
YKL184W	P08432
YLL052C	P0CD90
YBR265W	P38342
YDL236W	P19881
YPL088W	Q02895
YML123C	P25297
YOR209C	P39683
YDR531W	Q04430
YDL066W	P21954
YFL011W	P43581
YDL100C	Q12154
YCR024C-A	P32903
YDL166C	Q12055
YFL030W	P43567
YBR296C	P38361
YDR023W	P07284
YGR094W	P07806
YGR143W	P33336
YMR208W	P07277
YBR041W	P38225
Q0045	P00401
YCL025C	P25376
YMR041C	Q04212
YMR319C	P40988
YLR420W	P20051
YNL316C	P32452
YPR160W	P06738
YDR051C	Q99288
YPL280W	Q08992
YNL247W	P53852
YPL273W	Q08985
YJL052W	P00360
YKL194C	P07236
YGR185C	P36421
YCR024C	P25345
YBR166C	P20049
YOR374W	P46367
YDL015C	Q99190
YKL055C	P35731
YDL245C	P54854
YCR107W	P25612
YDL080C	Q07471
YER010C	P40011
YER099C	P38620
YER014W	P40012
YJR078W	P47125
YBR039W	P38077
YDL040C	P12945
YBL091C	P38174
YER163C	P32656
YGL167C	P13586
YAR035W	P80235
YDR377W	Q06405
YBR249C	P32449
YNR012W	P27515
YBR244W	P38143
YJL097W	P40857
YGR065C	P53241
YDR487C	Q99258
YOR388C	Q08911
YOR283W	Q12040
YPR006C	Q12031
YGL055W	P21147
YLR244C	Q01662
YDR368W	Q12458
YHR128W	P18562
YAL023C	P31382
YMR226C	Q05016
YGL186C	P53099
YKL141W	P33421
YHL011C	P38689
YNR013C	P27514
YMR296C	P25045
YPL231W	P19097
YLR100W	Q12452
YKR066C	P00431
YNR057C	P53630
YNL169C	P39006
YAL054C	Q01574
YHR104W	P38715
YKR061W	P33550
YPR047W	P08425
YFL054C	P43549
YDR371W	Q06350
YJL155C	P32604
YBR019C	P04397
YGR121C	P40260
YLR155C	P0CZ17
YLR155C	P0CX77
YLR155C	P0CX78
YLR155C	P0CX79
YLL018C	P04802
YDR440W	Q04089
YGL022W	P39007
YLR214W	P32791
YHL032C	P32190
YIR036C	P40580
YEL006W	P39953
YBR281C	P38149
YER170W	P26364
YBR208C	P32528
YDR315C	Q06667
YDR037W	P15180
YDL090C	P22007
YDR111C	P52892
YDR387C	Q04162
YOR226C	Q12056
YDL168W	P32771
YNL333W	P53824
YIR029W	P25335
YOR155C	Q99312
YML075C	P12683
YKL103C	P14904
YGL027C	P53008
YJR131W	P32906
YOR335C	P40825
YLR304C	P19414
YCR075C	P17261
YDR009W	P13045
YFR053C	P04806
YPL060W	Q02783
YPR002W	Q12428
YGR287C	P53051
YDR098C	Q03835
YMR101C	Q03175
YPL069C	Q12051
YER060W	P40039
YNR001C	P00890
YDL141W	P48445
YBR023C	P29465
YOR136W	P28241
YLR174W	P41939
YBR248C	P33734
YEL046C	P37303
YJL026W	P09938
YIL078W	P04801
YLR285W	Q05874
YJR153W	P47180
YMR322C	Q04902
YLR109W	P38013
YNL101W	P50944
YBR199W	P38131
YDR353W	P29509
YPR021C	Q12482
YML120C	P32340
YBR159W	P38286
YPL057C	P33300
YMR301C	P40416
YLR410W	Q06685
YJR001W	P47082
YPL234C	P32842
YFL059W	P43545
YEL027W	P25515
YCL009C	P25605
YFL060C	P43544
YHR215W	P38693
YHR109W	P38818
YHR190W	P29704
YLR058C	P37291
YNL009W	P53982
YKL148C	Q00711
YDR020C	Q12084
YOL103W	P30606
YGL067W	P53164
YOR347C	P52489
YJL091C	P47026
YGL077C	P19807
YIL010W	P40553
YIR032C	P32459
YDR533C	Q04432
YFL045C	P07283
YLR143W	Q12429
YDL238C	Q07729
YFL018C	P09624
YNL130C	P17898
YIL172C	P0CW40
YIL172C	P0CW41
YBR241C	P38142
YNR008W	P40345
YGR061C	P38972
YLR060W	P15624
YJL088W	P05150
YER119C	P40074
YJL068C	P40363
YGL065C	P43636
YOR180C	Q08558
YBR263W	P37292
YIL083C	P40506
YJR152W	P15365
YBR111C	Q01976
