	ID	source	name
25	MNXM1093160	['bigg.metabolite:hexcoa', 'biggM:M_hexcoa', 'biggM:hexcoa']	hexacosanoyl-coa
26	MNXM1093220	['bigg.metabolite:ibtol', 'biggM:M_ibtol', 'biggM:ibtol']	isobutanol
27	MNXM1093274	['CHEBI:15694', 'CHEBI:57474', 'bigg.metabolite:lgt__S', 'bigg.metabolite:lgt_s', 'biggM:M_lgt__S', 'biggM:M_lgt_s', 'biggM:lgt__S', 'biggM:lgt_s', 'chebi:11014', 'chebi:15694', 'chebi:18678', 'chebi:355', 'chebi:57474', 'hmdb:HMDB0001066', 'hmdb:HMDB0062624', 'hmdb:HMDB01066', 'hmdb:HMDB62624', 'kegg.compound:C03451', 'keggC:C03451', 'keggC:M_C03451', 'metacyc.compound:S-LACTOYL-GLUTATHIONE', 'metacycM:S-LACTOYL-GLUTATHIONE', 'sabiork.compound:24624', 'sabiork.compound:3008', 'sabiorkM:24624', 'sabiorkM:3008', 'seed.compound:cpd02182', 'seedM:M_cpd02182', 'seedM:cpd02182']	(r)-s-lactoylglutathione
28	MNXM1093313	['bigg.metabolite:lprot', 'biggM:M_lprot', 'biggM:lprot']	lipoylprotein
29	MNXM1093328	['bigg.metabolite:m3yristcoa', 'biggM:M_m3yristcoa', 'biggM:m3yristcoa']	(s)-3-hydroxytetradecanoyl-coa
30	MNXM1093361	['CHEBI:17710', 'CHEBI:36464', 'SLM:000000300', 'bigg.metabolite:mevR', 'bigg.metabolite:mev__R', 'biggM:M_mevR', 'biggM:M_mev__R', 'biggM:mevR', 'biggM:mev_R', 'biggM:mev__R', 'chebi:11005', 'chebi:17710', 'chebi:18690', 'chebi:18691', 'chebi:345', 'chebi:36464', 'chebi:43870', 'kegg.compound:C00418', 'keggC:C00418', 'keggC:M_C00418', 'lipidmaps:LMFA01050352', 'lipidmapsM:LMFA01050352', 'metacyc.compound:MEVALONATE', 'metacycM:MEVALONATE', 'reactome:R-ALL-191424', 'reactomeM:R-ALL-191424', 'seed.compound:cpd00332', 'seedM:M_cpd00332', 'seedM:cpd00332', 'slm:000000300']	(r)-mevalonate
31	MNXM1093407	['bigg.metabolite:myrstcoa', 'biggM:M_myrstcoa', 'biggM:myrstcoa']	myristoyl-coa
32	MNXM1093426	['bigg.metabolite:ncmylasp', 'biggM:M_ncmylasp', 'biggM:ncmylasp']	n-carbamoyl-l-aspartate
33	MNXM1093479	['bigg.metabolite:octcoa', 'biggM:M_octcoa', 'biggM:octcoa']	octanoyl-coa
34	MNXM1093693	['bigg.metabolite:palmcoa', 'biggM:M_palmcoa', 'biggM:palmcoa']	palmitoyl-coa
35	MNXM1093700	['bigg.metabolite:pbng', 'biggM:M_pbng', 'biggM:pbng']	porphobilinogen
36	MNXM1093823	['bigg.metabolite:pc_TB', 'biggM:M_pc_TB', 'biggM:pc_TB']	phosphatidylcholine
37	MNXM1093921	['bigg.metabolite:pe_LM', 'biggM:M_pe_LM', 'biggM:pe_LM']	phosphatidylethanolamine
38	MNXM1094131	['bigg.metabolite:spm', 'biggM:M_spm', 'biggM:spm']	spermine
39	MNXM1094143	['bigg.metabolite:srcoa', 'biggM:M_srcoa', 'biggM:srcoa']	stearoyl-coa
40	MNXM11	['CHEBI:18361', 'CHEBI:29888', 'CHEBI:33017', 'CHEBI:33019', 'CHEBI:45212', 'bigg.metabolite:ppi', 'biggM:M_ppi', 'biggM:ppi', 'chebi:13420', 'chebi:18361', 'chebi:29888', 'chebi:33017', 'chebi:33018', 'chebi:33019', 'chebi:42009', 'chebi:45067', 'chebi:45208', 'chebi:45212', 'chebi:8683', 'hmdb:HMDB0000250', 'hmdb:HMDB00250', 'kegg.compound:C00013', 'keggC:C00013', 'keggC:M_C00013', 'metacyc.compound:PPI', 'metacyc.compound:PYROPHOSPHATE-GROUP', 'metacycM:PPI', 'metacycM:PYROPHOSPHATE-GROUP', 'reactome:R-ALL-111294', 'reactome:R-ALL-113541', 'reactome:R-ALL-113542', 'reactome:R-ALL-114654', 'reactome:R-ALL-159450', 'reactome:R-ALL-2046049', 'reactome:R-ALL-389593', 'reactomeM:R-ALL-111294', 'reactomeM:R-ALL-113541', 'reactomeM:R-ALL-113542', 'reactomeM:R-ALL-114654', 'reactomeM:R-ALL-159450', 'reactomeM:R-ALL-2046049', 'reactomeM:R-ALL-389593', 'sabiork.compound:1267', 'sabiorkM:1267', 'seed.compound:cpd00012', 'seed.compound:cpd27828', 'seedM:M_cpd00012', 'seedM:M_cpd27828', 'seedM:cpd00012', 'seedM:cpd27828']	diphosphate
41	MNXM1100238	['sabiork.compound:31254', 'sabiorkM:31254']	idh1
42	MNXM1101257	['seed.compound:cpd16627', 'seedM:M_cpd16627', 'seedM:cpd16627']	cis-hexadec-7-enoyl-coa
43	MNXM1101285	['bigg.metabolite:gmp', 'biggM:M_gmp', 'biggM:gmp']	gmp
44	MNXM1101286	['CHEBI:17345', 'CHEBI:58115', 'chebi:13341', 'chebi:14381', 'chebi:17345', 'chebi:24449', 'chebi:24450', 'chebi:40119', 'chebi:42647', 'chebi:42831', 'chebi:42887', 'chebi:42979', 'chebi:47450', 'chebi:5228', 'chebi:58115', 'hmdb:HMDB0001397', 'hmdb:HMDB01397', 'kegg.compound:C00144', 'keggC:C00144', 'keggC:M_C00144', 'metacyc.compound:GMP', 'metacycM:GMP', 'reactome:R-ALL-113578', 'reactome:R-ALL-113579', 'reactome:R-ALL-29626', 'reactome:R-ALL-3221703', 'reactome:R-ALL-744239', 'reactomeM:R-ALL-113578', 'reactomeM:R-ALL-113579', 'reactomeM:R-ALL-29626', 'reactomeM:R-ALL-3221703', 'reactomeM:R-ALL-744239', 'sabiork.compound:1309', 'sabiorkM:1309', 'seed.compound:cpd00126', 'seedM:M_cpd00126', 'seedM:cpd00126']	gmp
45	MNXM1101474	['bigg.metabolite:utp', 'biggM:M_utp', 'biggM:utp']	utp
46	MNXM1101475	['CHEBI:15713', 'CHEBI:46398', 'CHEBI:57481', 'chebi:13510', 'chebi:15713', 'chebi:27233', 'chebi:37567', 'chebi:46397', 'chebi:46398', 'chebi:57481', 'chebi:9850', 'hmdb:HMDB0000285', 'hmdb:HMDB00285', 'kegg.compound:C00075', 'keggC:C00075', 'keggC:M_C00075', 'metacyc.compound:UTP', 'metacycM:UTP', 'reactome:R-ALL-110731', 'reactome:R-ALL-113562', 'reactome:R-ALL-29494', 'reactome:R-ALL-417877', 'reactomeM:R-ALL-110731', 'reactomeM:R-ALL-113562', 'reactomeM:R-ALL-29494', 'reactomeM:R-ALL-417877', 'sabiork.compound:1288', 'sabiorkM:1288', 'seed.compound:cpd00062', 'seedM:M_cpd00062', 'seedM:cpd00062']	utp
47	MNXM1101868	['bigg.metabolite:imp', 'biggM:M_imp', 'biggM:imp']	imp
48	MNXM1101869	['CHEBI:17202', 'CHEBI:58053', 'chebi:12057', 'chebi:12063', 'chebi:13372', 'chebi:13373', 'chebi:14457', 'chebi:17202', 'chebi:19271', 'chebi:43418', 'chebi:43475', 'chebi:43524', 'chebi:43563', 'chebi:43611', 'chebi:47501', 'chebi:58053', 'chebi:5849', 'hmdb:HMDB0000175', 'hmdb:HMDB00175', 'kegg.compound:C00130', 'keggC:C00130', 'keggC:M_C00130', 'metacyc.compound:IMP', 'metacycM:IMP', 'reactome:R-ALL-109286', 'reactome:R-ALL-2509792', 'reactome:R-ALL-29602', 'reactome:R-ALL-3221708', 'reactomeM:R-ALL-109286', 'reactomeM:R-ALL-2509792', 'reactomeM:R-ALL-29602', 'reactomeM:R-ALL-3221708', 'sabiork.compound:1306', 'sabiorkM:1306', 'seed.compound:cpd00114', 'seedM:M_cpd00114', 'seedM:cpd00114']	imp
49	MNXM1102057	['CHEBI:16977', 'CHEBI:32431', 'CHEBI:32432', 'CHEBI:57972', 'bigg.metabolite:ala__L', 'biggM:M_ala__L', 'biggM:ala-L', 'biggM:ala__L', 'chebi:13069', 'chebi:16977', 'chebi:21216', 'chebi:32431', 'chebi:32432', 'chebi:40734', 'chebi:40735', 'chebi:46308', 'chebi:57972', 'chebi:6171', 'envipath:650babc9-9d68-4b73-9332-11972ca26f7b/compound/1aad160f-1c5e-48e0-9473-6305321b31ed', 'envipathM:650babc9-9d68-4b73-9332-11972ca26f7b/compound/1aad160f-1c5e-48e0-9473-6305321b31ed', 'hmdb:HMDB0000161', 'hmdb:HMDB00161', 'kegg.compound:C00041', 'kegg.drug:D00012', 'keggC:C00041', 'keggC:M_C00041', 'keggD:D00012', 'keggD:M_D00012', 'metacyc.compound:L-ALPHA-ALANINE', 'metacycM:L-ALPHA-ALANINE', 'reactome:R-ALL-29432', 'reactome:R-ALL-352036', 'reactome:R-ALL-379697', 'reactome:R-ALL-389664', 'reactomeM:R-ALL-29432', 'reactomeM:R-ALL-352036', 'reactomeM:R-ALL-379697', 'reactomeM:R-ALL-389664', 'sabiork.compound:67', 'sabiorkM:67', 'seed.compound:cpd00035', 'seedM:M_cpd00035', 'seedM:cpd00035']	l-alanine
50	MNXM1102064	['CHEBI:15883', 'CHEBI:57553', 'bigg.metabolite:gp4g', 'biggM:M_gp4g', 'biggM:gp4g', 'chebi:12727', 'chebi:12730', 'chebi:15883', 'chebi:21999', 'chebi:57553', 'chebi:7876', 'hmdb:HMDB0001340', 'hmdb:HMDB01340', 'kegg.compound:C01261', 'keggC:C01261', 'keggC:M_C01261', 'metacyc.compound:CPD-609', 'metacycM:CPD-609', 'seed.compound:cpd00925', 'seedM:M_cpd00925', 'seedM:cpd00925']	p(1),p(4)-bis(5'-guanosyl) tetraphosphate
51	MNXM1102072	['bigg.metabolite:amet', 'biggM:M_amet', 'biggM:amet']	s-adenosyl-l-methionine
52	MNXM1102089	['CHEBI:16067', 'CHEBI:57627', 'chebi:11362', 'chebi:16067', 'chebi:57627', 'chebi:811', 'hmdb:HMDB0004527', 'hmdb:HMDB04527', 'kegg.compound:C11555', 'keggC:C11555', 'keggC:M_C11555', 'metacyc.compound:INOSITOL-1456-TETRAKISPHOSPHATE', 'metacycM:INOSITOL-1456-TETRAKISPHOSPHATE', 'reactome:R-ALL-2023935', 'reactome:R-ALL-2024012', 'reactome:R-ALL-4663847', 'reactomeM:R-ALL-2023935', 'reactomeM:R-ALL-2024012', 'reactomeM:R-ALL-4663847', 'sabiork.compound:13617', 'sabiorkM:13617', 'seed.compound:cpd08377', 'seedM:M_cpd08377', 'seedM:cpd08377']	1d-myo-inositol 1,4,5,6-tetrakisphosphate
53	MNXM1102128	['bigg.metabolite:udp', 'biggM:M_udp', 'biggM:udp']	udp
54	MNXM1102129	['CHEBI:17659', 'CHEBI:58223', 'chebi:13445', 'chebi:17659', 'chebi:27230', 'chebi:46402', 'chebi:58223', 'chebi:9802', 'hmdb:HMDB0000295', 'hmdb:HMDB00295', 'kegg.compound:C00015', 'keggC:C00015', 'keggC:M_C00015', 'metacyc.compound:UDP', 'metacycM:UDP', 'reactome:R-ALL-110096', 'reactome:R-ALL-110732', 'reactome:R-ALL-158602', 'reactome:R-ALL-205687', 'reactome:R-ALL-417888', 'reactomeM:R-ALL-110096', 'reactomeM:R-ALL-110732', 'reactomeM:R-ALL-158602', 'reactomeM:R-ALL-205687', 'reactomeM:R-ALL-417888', 'sabiork.compound:1269', 'sabiorkM:1269', 'seed.compound:cpd00014', 'seedM:M_cpd00014', 'seedM:cpd00014']	udp
55	MNXM1102130	['kegg.glycan:G10619', 'keggG:G10619', 'keggG:M_G10619']	udp
56	MNXM1102151	['sabiork.compound:1308', 'sabiorkM:1308']	5,10-methylenetetrahydrofolate
57	MNXM1102167	['bigg.metabolite:ahcys', 'biggM:M_ahcys', 'biggM:ahcys']	s-adenosyl-l-homocysteine
58	MNXM1102168	['CHEBI:16680', 'CHEBI:57856', 'CHEBI:67009', 'chebi:12741', 'chebi:12759', 'chebi:12761', 'chebi:16680', 'chebi:22034', 'chebi:45495', 'chebi:57856', 'chebi:67009', 'chebi:8945', 'hmdb:HMDB0000939', 'hmdb:HMDB00939', 'kegg.compound:C00021', 'keggC:C00021', 'keggC:M_C00021', 'metacyc.compound:ADENOSYL-HOMO-CYS', 'metacycM:ADENOSYL-HOMO-CYS', 'reactome:R-ALL-2162252', 'reactome:R-ALL-71285', 'reactome:R-ALL-77502', 'reactomeM:R-ALL-2162252', 'reactomeM:R-ALL-71285', 'reactomeM:R-ALL-77502', 'sabiork.compound:1274', 'sabiorkM:1274', 'seed.compound:cpd00019', 'seedM:M_cpd00019', 'seedM:cpd00019']	s-adenosyl-l-homocysteine
59	MNXM1102182	['CHEBI:16335', 'chebi:13734', 'chebi:16335', 'chebi:22237', 'chebi:2472', 'chebi:40558', 'chebi:40825', 'chebi:40906', 'hmdb:HMDB0000050', 'hmdb:HMDB0004401', 'hmdb:HMDB0004402', 'hmdb:HMDB0004421', 'hmdb:HMDB00050', 'hmdb:HMDB04401', 'hmdb:HMDB04402', 'hmdb:HMDB04421', 'kegg.compound:C00212', 'kegg.drug:D00045', 'keggC:C00212', 'keggC:M_C00212', 'keggD:D00045', 'keggD:M_D00045', 'metacyc.compound:ADENOSINE', 'metacycM:ADENOSINE', 'reactome:R-ALL-727755', 'reactome:R-ALL-83908', 'reactome:R-ALL-83909', 'reactomeM:R-ALL-727755', 'reactomeM:R-ALL-83908', 'reactomeM:R-ALL-83909', 'sabiork.compound:1402', 'sabiorkM:1402', 'seed.compound:cpd00182', 'seedM:M_cpd00182', 'seedM:cpd00182']	adenosine
60	MNXM1102191	['bigg.metabolite:cdp', 'biggM:M_cdp', 'biggM:cdp']	cdp
61	MNXM1102192	['CHEBI:17239', 'CHEBI:58069', 'chebi:13254', 'chebi:17239', 'chebi:23519', 'chebi:3260', 'chebi:41451', 'chebi:58069', 'hmdb:HMDB0001546', 'hmdb:HMDB01546', 'kegg.compound:C00112', 'keggC:C00112', 'keggC:M_C00112', 'metacyc.compound:CDP', 'metacycM:CDP', 'reactome:R-ALL-110094', 'reactome:R-ALL-110638', 'reactome:R-ALL-111809', 'reactomeM:R-ALL-110094', 'reactomeM:R-ALL-110638', 'reactomeM:R-ALL-111809', 'seed.compound:cpd00096', 'seedM:M_cpd00096', 'seedM:cpd00096']	cdp
62	MNXM1102294	['CHEBI:50606', 'bigg.metabolite:db4p', 'biggM:M_db4p', 'biggM:db4p', 'chebi:50606', 'kegg.compound:C15556', 'keggC:C15556', 'keggC:M_C15556', 'sabiork.compound:23254', 'sabiorkM:23254']	2-hydroxy-3-oxobutyl phosphate
63	MNXM1102418	['CHEBI:17877', 'CHEBI:58307', 'chebi:13316', 'chebi:17877', 'chebi:21126', 'chebi:42427', 'chebi:4957', 'chebi:58307', 'hmdb:HMDB0001197', 'hmdb:HMDB0006252', 'hmdb:HMDB0006358', 'hmdb:HMDB01197', 'hmdb:HMDB06252', 'hmdb:HMDB06358', 'kegg.compound:C01352', 'keggC:C01352', 'keggC:M_C01352', 'metacyc.compound:FADH2', 'metacyc.compound:Red-FADH2-Flavoproteins', 'metacycM:FADH2', 'metacycM:Red-FADH2-Flavoproteins', 'reactome:R-ALL-164934', 'reactome:R-ALL-31649', 'reactomeM:R-ALL-164934', 'reactomeM:R-ALL-31649', 'sabiork.compound:2274', 'sabiorkM:2274', 'seed.compound:cpd00982', 'seed.compound:cpd28055', 'seedM:M_cpd00982', 'seedM:M_cpd28055', 'seedM:cpd00982', 'seedM:cpd28055']	fadh2
64	MNXM1102522	['CHEBI:16347', 'CHEBI:39547', 'bigg.metabolite:crn', 'biggM:M_crn', 'biggM:crn', 'chebi:13091', 'chebi:16347', 'chebi:21256', 'chebi:39547', 'chebi:6202', 'hmdb:HMDB0000062', 'hmdb:HMDB0001467', 'hmdb:HMDB00062', 'hmdb:HMDB0062496', 'hmdb:HMDB0062634', 'hmdb:HMDB01467', 'hmdb:HMDB62496', 'hmdb:HMDB62634', 'kegg.compound:C00318', 'kegg.drug:D02176', 'keggC:C00318', 'keggC:M_C00318', 'keggD:D02176', 'keggD:M_D02176', 'metacyc.compound:CARNITINE', 'metacycM:CARNITINE', 'sabiork.compound:1328', 'sabiorkM:1328', 'seed.compound:cpd00266', 'seedM:M_cpd00266', 'seedM:cpd00266']	(r)-carnitine
65	MNXM1102545	['CHEBI:15831', 'CHEBI:57533', 'SLM:000390226', 'chebi:14300', 'chebi:15831', 'chebi:24230', 'chebi:57533', 'slm:000390226']	geranylgeranyl diphosphate
66	MNXM1103047	['CHEBI:16436', 'CHEBI:49086', 'CHEBI:58779', 'chebi:13268', 'chebi:16436', 'chebi:20867', 'chebi:3268', 'chebi:41440', 'chebi:49086', 'chebi:58779', 'hmdb:HMDB0001413', 'hmdb:HMDB01413', 'kegg.compound:C00307', 'kegg.drug:D00057', 'keggC:C00307', 'keggC:M_C00307', 'keggD:D00057', 'keggD:M_D00057', 'metacyc.compound:CDP-CHOLINE', 'metacycM:CDP-CHOLINE', 'reactome:R-ALL-1524060', 'reactomeM:R-ALL-1524060', 'sabiork.compound:2012', 'sabiorkM:2012', 'seed.compound:cpd00256', 'seedM:M_cpd00256', 'seedM:cpd00256']	cdp-choline
67	MNXM1103104	['bigg.metabolite:uri', 'biggM:M_uri', 'biggM:uri']	uridine
68	MNXM1103105	['CHEBI:16704', 'chebi:15296', 'chebi:16704', 'chebi:27227', 'chebi:46386', 'chebi:46391', 'chebi:46460', 'chebi:9893', 'hmdb:HMDB0000296', 'hmdb:HMDB00296', 'kegg.compound:C00299', 'keggC:C00299', 'keggC:M_C00299', 'metacyc.compound:URIDINE', 'metacycM:URIDINE', 'reactome:R-ALL-109503', 'reactome:R-ALL-727787', 'reactome:R-ALL-83923', 'reactome:R-ALL-83929', 'reactomeM:R-ALL-109503', 'reactomeM:R-ALL-727787', 'reactomeM:R-ALL-83923', 'reactomeM:R-ALL-83929', 'sabiork.compound:1326', 'sabiorkM:1326', 'seed.compound:cpd00249', 'seedM:M_cpd00249', 'seedM:cpd00249']	uridine
69	MNXM1103205	['bigg.metabolite:r1p', 'biggM:M_r1p', 'biggM:r1p']	alpha-d-ribose 1-phosphate
70	MNXM1103206	['CHEBI:16300', 'CHEBI:57720', 'chebi:10269', 'chebi:12329', 'chebi:12330', 'chebi:16300', 'chebi:22412', 'chebi:45429', 'chebi:45482', 'chebi:57720', 'hmdb:HMDB0001489', 'hmdb:HMDB01489', 'kegg.compound:C00620', 'keggC:C00620', 'keggC:M_C00620', 'metacyc.compound:RIBOSE-1P', 'metacycM:RIBOSE-1P', 'sabiork.compound:1337', 'sabiork.compound:1651', 'sabiorkM:1337', 'sabiorkM:1651', 'seed.compound:cpd00475', 'seedM:M_cpd00475', 'seedM:cpd00475']	alpha-d-ribose 1-phosphate
71	MNXM1103285	['bigg.metabolite:gdp', 'biggM:M_gdp', 'biggM:gdp']	gdp
72	MNXM1103286	['CHEBI:17552', 'CHEBI:58189', 'CHEBI:65180', 'chebi:13327', 'chebi:14379', 'chebi:17552', 'chebi:24448', 'chebi:42738', 'chebi:5212', 'chebi:58189', 'chebi:65180', 'hmdb:HMDB0001201', 'hmdb:HMDB01201', 'kegg.compound:C00035', 'keggC:C00035', 'keggC:M_C00035', 'metacyc.compound:GDP', 'metacycM:GDP', 'reactome:R-ALL-111349', 'reactome:R-ALL-113525', 'reactome:R-ALL-114549', 'reactome:R-ALL-114622', 'reactome:R-ALL-114623', 'reactome:R-ALL-1467290', 'reactome:R-ALL-1996292', 'reactome:R-ALL-205689', 'reactome:R-ALL-29420', 'reactome:R-ALL-5617810', 'reactomeM:R-ALL-111349', 'reactomeM:R-ALL-113525', 'reactomeM:R-ALL-114549', 'reactomeM:R-ALL-114622', 'reactomeM:R-ALL-114623', 'reactomeM:R-ALL-1467290', 'reactomeM:R-ALL-1996292', 'reactomeM:R-ALL-205689', 'reactomeM:R-ALL-29420', 'reactomeM:R-ALL-5617810', 'sabiork.compound:1280', 'sabiorkM:1280', 'seed.compound:cpd00031', 'seedM:M_cpd00031', 'seedM:cpd00031']	gdp
73	MNXM1103287	['kegg.glycan:G10620', 'keggG:G10620', 'keggG:M_G10620']	gdp
74	MNXM1103301	['CHEBI:14105', 'CHEBI:18304', 'CHEBI:58437', 'chebi:14103', 'chebi:14104', 'chebi:14105', 'chebi:18304', 'chebi:23567', 'chebi:4340', 'chebi:58437', 'hmdb:HMDB0001179', 'hmdb:HMDB01179', 'kegg.compound:C00857', 'keggC:C00857', 'keggC:M_C00857', 'metacyc.compound:DEAMIDO-NAD', 'metacycM:DEAMIDO-NAD', 'reactome:R-ALL-197256', 'reactome:R-ALL-200499', 'reactomeM:R-ALL-197256', 'reactomeM:R-ALL-200499', 'sabiork.compound:1349', 'sabiorkM:1349', 'seed.compound:cpd00638', 'seedM:M_cpd00638', 'seedM:cpd00638']	deamido-nad(+)
75	MNXM1103302	['bigg.metabolite:cmp', 'biggM:M_cmp', 'biggM:cmp']	cmp
76	MNXM1103303	['CHEBI:17361', 'CHEBI:60377', 'chebi:13274', 'chebi:17361', 'chebi:23520', 'chebi:3275', 'chebi:41312', 'chebi:41319', 'chebi:41666', 'chebi:41691', 'chebi:47362', 'chebi:48799', 'chebi:58120', 'chebi:60377', 'hmdb:HMDB0000095', 'hmdb:HMDB00095', 'kegg.compound:C00055', 'keggC:C00055', 'keggC:M_C00055', 'metacyc.compound:CMP', 'metacycM:CMP', 'reactome:R-ALL-109289', 'reactome:R-ALL-109395', 'reactome:R-ALL-1524067', 'reactome:R-ALL-418076', 'reactome:R-ALL-727810', 'reactomeM:R-ALL-109289', 'reactomeM:R-ALL-109395', 'reactomeM:R-ALL-1524067', 'reactomeM:R-ALL-418076', 'reactomeM:R-ALL-727810', 'sabiork.compound:1284', 'sabiorkM:1284', 'seed.compound:cpd00046', 'seedM:M_cpd00046', 'seedM:cpd00046']	cmp
77	MNXM1103304	['kegg.glycan:G10621', 'keggG:G10621', 'keggG:M_G10621']	cmp
78	MNXM1103325	['bigg.metabolite:ametam', 'biggM:M_ametam', 'biggM:ametam']	s-adenosylmethioninamine
