	ID	source	name
41	MNXM1089018	['bigg.metabolite:M02686', 'biggM:M02686', 'biggM:M_M02686']	pe-nme-ld-pool
42	MNXM1089019	['bigg.metabolite:M02758', 'biggM:M02758', 'biggM:M_M02758']	phosphatidyl-n-dimethylethanolamine
43	MNXM1089020	['bigg.metabolite:M02956', 'biggM:M02956', 'biggM:M_M02956']	tags-chylomicron-pool
44	MNXM1089923	['rheaG:10123']	trna
45	MNXM1091234	['rheaG:9613']	trna(leu)
46	MNXM1091267	['rheaG:9657']	trna(ala)
47	MNXM1091268	['rheaG:9658']	trna(arg)
48	MNXM1091269	['rheaG:9659']	trna(asn)
49	MNXM1091270	['rheaG:9660']	trna(asp)
50	MNXM1091271	['rheaG:9661']	trna(cys)
51	MNXM1091272	['rheaG:9662']	trna(gln)
52	MNXM1091273	['rheaG:9663']	trna(glu)
53	MNXM1091274	['rheaG:9664']	trna(gly)
54	MNXM1091275	['rheaG:9665']	trna(his)
55	MNXM1091276	['rheaG:9666']	trna(ile)
56	MNXM1091277	['rheaG:9667']	trna(met)
57	MNXM1091278	['rheaG:9668']	trna(phe)
58	MNXM1091279	['rheaG:9669']	trna(ser)
59	MNXM1091280	['rheaG:9670']	trna(thr)
60	MNXM1091281	['rheaG:9671']	trna(trp)
61	MNXM1091282	['rheaG:9672']	trna(val)
62	MNXM1091289	['rheaG:9696']	l-lysyl-trna(lys)
63	MNXM1091290	['rheaG:9697']	trna(lys)
64	MNXM1091292	['rheaG:9702']	trna(pro)
65	MNXM1091293	['rheaG:9703']	l-seryl-trna(ser)
66	MNXM1091294	['rheaG:9707']	trna(tyr)
67	MNXM1091354	['sabiork.compound:3840', 'sabiorkM:3840']	trna(gly)
68	MNXM1091355	['sabiork.compound:5082', 'sabiorkM:5082']	polynucleotide
69	MNXM1091678	['bigg.metabolite:1hibup__S', 'biggM:1hibup__S', 'biggM:M_1hibup__S']	1-hydroxy s-ibuprofen
70	MNXM1091679	['bigg.metabolite:1hibupglu__S', 'biggM:1hibupglu__S', 'biggM:M_1hibupglu__S']	1-hydroxy s-ibuprofen-glucuronide
71	MNXM1091702	['bigg.metabolite:2hibup__R', 'biggM:2hibup__R', 'biggM:M_2hibup__R']	2-hydroxy-r-ibuprofen
72	MNXM1091703	['bigg.metabolite:2hibup__S', 'biggM:2hibup__S', 'biggM:M_2hibup__S']	2-hydroxy-s-ibuprofen
73	MNXM1091704	['bigg.metabolite:2hibupglu__S', 'biggM:2hibupglu__S', 'biggM:M_2hibupglu__S']	2-hydroxy s-ibuprofen-glucuronide
74	MNXM1091725	['CHEBI:16769', 'CHEBI:30882', 'bigg.metabolite:2ogm', 'bigg.metabolite:HC00591', 'biggM:2ogm', 'biggM:HC00591', 'biggM:M_2ogm', 'biggM:M_HC00591', 'chebi:11637', 'chebi:1252', 'chebi:16769', 'chebi:19746', 'chebi:19747', 'chebi:30882', 'hmdb:HMDB0001552', 'hmdb:HMDB01552', 'kegg.compound:C00940', 'keggC:C00940', 'keggC:M_C00940', 'metacyc.compound:2-KETO-GLUTARAMATE', 'metacycM:2-KETO-GLUTARAMATE', 'reactome:R-ALL-893598', 'reactomeM:R-ALL-893598', 'sabiork.compound:2193', 'sabiorkM:2193', 'seed.compound:cpd00695', 'seedM:M_cpd00695', 'seedM:cpd00695']	2-oxoglutaramate
75	MNXM1091749	['bigg.metabolite:3c1ht', 'biggM:3c1ht', 'biggM:M_3c1ht']	3-carboxy-1-hydroxypropyl-thpp
76	MNXM1091752	['bigg.metabolite:3dhdchol', 'biggM:3dhdchol', 'biggM:M_3dhdchol']	3-dehydro-deoxycholate
77	MNXM1091753	['bigg.metabolite:3dhlchol', 'biggM:3dhlchol', 'biggM:M_3dhlchol']	3-dehydro-lithocholate
78	MNXM1091803	['bigg.metabolite:3hibup__R', 'biggM:3hibup__R', 'biggM:M_3hibup__R']	3-hydroxy r-ibuprofen
79	MNXM1091804	['bigg.metabolite:3hibup__S', 'biggM:3hibup__S', 'biggM:M_3hibup__S']	3-hydroxy s-ibuprofen
80	MNXM1091805	['bigg.metabolite:3hibupglu__S', 'biggM:3hibupglu__S', 'biggM:M_3hibupglu__S']	3-hydroxy s-ibuprofen-glucuronide
81	MNXM1091807	['bigg.metabolite:3hlvstacid', 'biggM:3hlvstacid', 'biggM:M_3hlvstacid']	3''-hydroxy-lovastatin acid form
82	MNXM1091832	['bigg.metabolite:3hpppnoh', 'biggM:3hpppnoh', 'biggM:M_3hpppnoh']	3-(3-hydroxy-phenyl)propionate hydroxy derivative
83	MNXM1091833	['bigg.metabolite:3hpppnohgluc', 'biggM:3hpppnohgluc', 'biggM:M_3hpppnohgluc']	3-(3-hydroxy-phenyl)propionate hydroxy derivative glucuronide
84	MNXM1091850	['bigg.metabolite:3ispvs', 'biggM:3ispvs', 'biggM:M_3ispvs']	3-alpha-iso-pravastatin
85	MNXM1091856	['bigg.metabolite:3meacmp', 'biggM:3meacmp', 'biggM:M_3meacmp']	3-methoxy-acetaminophen
86	MNXM1091879	['bigg.metabolite:3ohacmp', 'biggM:3ohacmp', 'biggM:M_3ohacmp']	3-hydroxy-acetaminophen
87	MNXM1091921	['bigg.metabolite:3oxddACP', 'biggM:3oxddACP', 'biggM:M_3oxddACP']	3-oxododecanoyl-acp
88	MNXM1091927	['bigg.metabolite:3oxhdACP', 'biggM:3oxhdACP', 'biggM:M_3oxhdACP']	3-oxohexadecanoyl-acp
89	MNXM1091929	['bigg.metabolite:3oxocACP', 'biggM:3oxocACP', 'biggM:M_3oxocACP']	3-oxooctanoyl-acp
90	MNXM1091937	['bigg.metabolite:3tetd7ecoacrn', 'biggM:3tetd7ecoacrn', 'biggM:M_3tetd7ecoacrn']	3-hydroxy tetradecenoyl-7-carnitine
91	MNXM1091938	['bigg.metabolite:3thexddcoacrn', 'biggM:3thexddcoacrn', 'biggM:M_3thexddcoacrn']	3-hydroxy trans7,10-hexadecadienoyl carnitine
92	MNXM1091939	['bigg.metabolite:3ttetddcoacrn', 'biggM:3ttetddcoacrn', 'biggM:M_3ttetddcoacrn']	3-hydroxy trans5,8tetradecadienoyl carnitine
93	MNXM1091948	['bigg.metabolite:4a_hthptn', 'biggM:4a_hthptn', 'biggM:M_4a_hthptn']	4a-hydroxytetrahydrobiopterin
94	MNXM1091979	['bigg.metabolite:56dhpvs', 'biggM:56dhpvs', 'biggM:M_56dhpvs']	3-keto-5,6,-dihydroxy-pravastatin
95	MNXM1091982	['CHEBI:57457', 'CHEBI:63606', 'bigg.metabolite:5fothf', 'bigg.metabolite:5fthf', 'biggM:5fothf', 'biggM:5fthf', 'biggM:M_5fothf', 'biggM:M_5fthf', 'chebi:57457', 'chebi:63606', 'hmdb:HMDB0001562', 'hmdb:HMDB0006206', 'hmdb:HMDB0062757', 'hmdb:HMDB01562', 'hmdb:HMDB06206', 'hmdb:HMDB62757', 'kegg.compound:C03479', 'kegg.drug:D07986', 'keggC:C03479', 'keggC:M_C03479', 'keggD:D07986', 'keggD:M_D07986', 'metacyc.compound:5-FORMYL-THF', 'metacycM:5-FORMYL-THF', 'sabiork.compound:6654', 'sabiorkM:6654', 'seed.compound:cpd02197', 'seedM:M_cpd02197', 'seedM:cpd02197']	5-formyltetrahydrofolate
96	MNXM1091993	['bigg.metabolite:6ahglz', 'biggM:6ahglz', 'biggM:M_6ahglz']	6-alpha-oh-gliclazide
97	MNXM1091998	['bigg.metabolite:6epvs', 'biggM:6epvs', 'biggM:M_6epvs']	6-epipravastatin
98	MNXM1092008	['bigg.metabolite:7ahglz', 'biggM:7ahglz', 'biggM:M_7ahglz']	7-alpha-oh-gliclazide
99	MNXM1092032	['bigg.metabolite:ACP_2', 'biggM:ACP_2', 'biggM:M_ACP_2']	acyl carrier protein
100	MNXM1092059	['bigg.metabolite:CE5116', 'biggM:CE5116', 'biggM:M_CE5116']	trans-3-cis-8,11,14-eicosatetraenoyl coenzyme a
101	MNXM1092066	['bigg.metabolite:HC00005', 'biggM:HC00005', 'biggM:M_HC00005']	apob100
102	MNXM1092067	['bigg.metabolite:HC00006', 'biggM:HC00006', 'biggM:M_HC00006']	apoc1
103	MNXM1092068	['bigg.metabolite:HC00007', 'biggM:HC00007', 'biggM:M_HC00007']	apoc2
104	MNXM1092069	['bigg.metabolite:HC00008', 'biggM:HC00008', 'biggM:M_HC00008']	apoc3
105	MNXM1092070	['bigg.metabolite:HC00009', 'biggM:HC00009', 'biggM:M_HC00009']	apoe
106	MNXM1092071	['bigg.metabolite:HC00617', 'biggM:HC00617', 'biggM:M_HC00617']	ferricytochrome b5
107	MNXM1092072	['bigg.metabolite:HC00619', 'biggM:HC00619', 'biggM:M_HC00619']	ferrocytochrome b5
108	MNXM1092073	['bigg.metabolite:HC02048', 'biggM:HC02048', 'biggM:M_HC02048']	acyl coenzyme a-ld-sm-pool
109	MNXM1092074	['bigg.metabolite:HC10784', 'biggM:HC10784', 'biggM:M_HC10784']	cis-myrist-7-enoyl coenzyme a
110	MNXM1092075	['bigg.metabolite:Hb', 'biggM:Hb', 'biggM:M_Hb']	hemoglobin
111	MNXM1092221	['bigg.metabolite:M00085', 'biggM:M00085', 'biggM:M_M00085']	(3s)-hydroxy-docasa-cis,cis-13,16-dienoyl coenzyme a
112	MNXM1092222	['bigg.metabolite:M00086', 'biggM:M00086', 'biggM:M_M00086']	(3s)-hydroxy-eicosa-cis,cis,cis-11,14,17-trienoyl coenzyme a
113	MNXM1092223	['bigg.metabolite:M00704', 'biggM:M00704', 'biggM:M_M00704']	3(s)-hydroxy-3-oxo-eicosadienoyl coenzyme a
114	MNXM1092224	['bigg.metabolite:M00802', 'biggM:M00802', 'biggM:M_M00802']	3-hydroxytricosanoyl coenzyme a
115	MNXM1092225	['bigg.metabolite:M00869', 'biggM:M00869', 'biggM:M_M00869']	3-oxoeicosa-cis,cis,cis-11,14,17-trienoyl coenzyme a
116	MNXM1092226	['bigg.metabolite:M00871', 'biggM:M00871', 'biggM:M_M00871']	3-oxo-eicosadienoyl coenzyme a
117	MNXM1092227	['bigg.metabolite:M00954', 'biggM:M00954', 'biggM:M_M00954']	4'-carboxy-4'-methyl-5'-cholesta-8-en-3'-ol
118	MNXM1092228	['bigg.metabolite:M00955', 'biggM:M00955', 'biggM:M_M00955']	4'-carboxy-5'-cholesta-8,24-dien-3'-ol
119	MNXM1092229	['bigg.metabolite:M00956', 'biggM:M00956', 'biggM:M_M00956']	4'-carboxy-5'-cholesta-8-en-3'-ol
120	MNXM1092230	['bigg.metabolite:M00957', 'biggM:M00957', 'biggM:M_M00957']	4'-formyl-4'-methyl-5'-cholesta-8,24-dien-3'-ol
121	MNXM1092231	['bigg.metabolite:M00958', 'biggM:M00958', 'biggM:M_M00958']	4'-formyl-4'-methyl-5'-cholesta-8-en-3'-ol
122	MNXM1092232	['bigg.metabolite:M00959', 'biggM:M00959', 'biggM:M_M00959']	4'-formyl-5'-cholesta-8,24-dien-3'-ol
123	MNXM1092233	['bigg.metabolite:M00961', 'biggM:M00961', 'biggM:M_M00961']	4'-hydroxymethyl-4'-methyl-5'-cholesta-8,24-dien-3'-ol
124	MNXM1092234	['bigg.metabolite:M00962', 'biggM:M00962', 'biggM:M_M00962']	4'-hydroxymethyl-4'-methyl-5'-cholesta-8-en-3'-ol
125	MNXM1092235	['bigg.metabolite:M00963', 'biggM:M00963', 'biggM:M_M00963']	4'-hydroxymethyl-5'-cholesta-8,24-dien-3'-ol
126	MNXM1092236	['bigg.metabolite:M00966', 'biggM:M00966', 'biggM:M_M00966']	4'-methyl-5'-cholesta-8-en-3-one
127	MNXM1092237	['bigg.metabolite:M00967', 'biggM:M00967', 'biggM:M_M00967']	4'-methyl-cholesta-8-enol
128	MNXM1092238	['bigg.metabolite:M01111', 'biggM:M01111', 'biggM:M_M01111']	5-l-gamma-glutamyl amino acid
129	MNXM1092239	['bigg.metabolite:M01455', 'biggM:M01455', 'biggM:M_M01455']	cholesterol-ester-11,14,17-eico
130	MNXM1092240	['bigg.metabolite:M01457', 'biggM:M01457', 'biggM:M_M01457']	cholesterol-ester-11-docose
131	MNXM1092241	['bigg.metabolite:M01460', 'biggM:M01460', 'biggM:M_M01460']	cholesterol-ester-13,16,19-doco
132	MNXM1092242	['bigg.metabolite:M01463', 'biggM:M01463', 'biggM:M_M01463']	cholesterol-ester-13-eicose
133	MNXM1092243	['bigg.metabolite:M01464', 'biggM:M01464', 'biggM:M_M01464']	cholesterol-ester-13-octade
134	MNXM1092244	['bigg.metabolite:M01467', 'biggM:M01467', 'biggM:M_M01467']	cholesterol-ester-4,7,10,13,16-docosa
135	MNXM1092245	['bigg.metabolite:M01469', 'biggM:M01469', 'biggM:M_M01469']	cholesterol-ester-5,8,11-eico
136	MNXM1092246	['bigg.metabolite:M01470', 'biggM:M01470', 'biggM:M_M01470']	cholesterol-ester-5-tetra
137	MNXM1092247	['bigg.metabolite:M01471', 'biggM:M01471', 'biggM:M_M01471']	cholesterol-ester-6,9,12,15,18,21-tetra
138	MNXM1092248	['bigg.metabolite:M01472', 'biggM:M01472', 'biggM:M_M01472']	cholesterol-ester-6,9,12,15,18-tetraco
139	MNXM1092249	['bigg.metabolite:M01473', 'biggM:M01473', 'biggM:M_M01473']	cholesterol-ester-6,9,12,15-octa
140	MNXM1092250	['bigg.metabolite:M01474', 'biggM:M01474', 'biggM:M_M01474']	cholesterol-ester-6,9-octa
141	MNXM1092251	['bigg.metabolite:M01477', 'biggM:M01477', 'biggM:M_M01477']	cholesterol-ester-7-hexa
142	MNXM1092252	['bigg.metabolite:M01479', 'biggM:M01479', 'biggM:M_M01479']	cholesterol-ester-7-tetrade
143	MNXM1092253	['bigg.metabolite:M01480', 'biggM:M01480', 'biggM:M_M01480']	cholesterol-ester-8,11,14,17-eico
144	MNXM1092254	['bigg.metabolite:M01481', 'biggM:M01481', 'biggM:M_M01481']	cholesterol-ester-8,11-eico
145	MNXM1092255	['bigg.metabolite:M01482', 'biggM:M01482', 'biggM:M_M01482']	cholesterol-ester-9,12,15,18,21-tetra
146	MNXM1092256	['bigg.metabolite:M01483', 'biggM:M01483', 'biggM:M_M01483']	cholesterol-ester-9,12,15,18-tetraco
147	MNXM1092257	['bigg.metabolite:M01484', 'biggM:M01484', 'biggM:M_M01484']	cholesterol-ester-9-eicose
148	MNXM1092258	['bigg.metabolite:M01485', 'biggM:M01485', 'biggM:M_M01485']	cholesterol-ester-9-heptade
149	MNXM1092259	['bigg.metabolite:M01486', 'biggM:M01486', 'biggM:M_M01486']	cholesterol-ester-9-octa
150	MNXM1092260	['bigg.metabolite:M01489', 'biggM:M01489', 'biggM:M_M01489']	cholesterol-ester-cis-vac
151	MNXM1092261	['bigg.metabolite:M01494', 'biggM:M01494', 'biggM:M_M01494']	cholesterol-ester-heneico
152	MNXM1092262	['bigg.metabolite:M01496', 'biggM:M01496', 'biggM:M_M01496']	cholesterol-ester-hexacosa
153	MNXM1092263	['bigg.metabolite:M01497', 'biggM:M01497', 'biggM:M_M01497']	cholesterol-ester-hexecose
154	MNXM1092264	['bigg.metabolite:M01508', 'biggM:M01508', 'biggM:M_M01508']	cholesterol-ester-tetraco
155	MNXM1092265	['bigg.metabolite:M01509', 'biggM:M01509', 'biggM:M_M01509']	cholesterol-ester-trico
