	ID	source	name
29	MNXM1091280	['rheaG:9670']	trna(thr)
30	MNXM1091281	['rheaG:9671']	trna(trp)
31	MNXM1091282	['rheaG:9672']	trna(val)
32	MNXM1091284	['rheaG:9684']	l-glutamyl-trna(gln)
33	MNXM1091290	['rheaG:9697']	trna(lys)
34	MNXM1091292	['rheaG:9702']	trna(pro)
35	MNXM1091294	['rheaG:9707']	trna(tyr)
36	MNXM1091331	['rheaG:9872']	d-tyrosyl-trna(tyr)
37	MNXM1091354	['sabiork.compound:3840', 'sabiorkM:3840']	trna(gly)
38	MNXM1091645	['bigg.metabolite:1ag3p', 'biggM:1ag3p', 'biggM:M_1ag3p']	1-acyl-sn-glycerol 3-phosphate
39	MNXM1091708	['bigg.metabolite:2ip3os', 'biggM:2ip3os', 'biggM:M_2ip3os']	(2s)-2-isopropyl-3-oxosuccinate
40	MNXM1091725	['CHEBI:16769', 'CHEBI:30882', 'bigg.metabolite:2ogm', 'bigg.metabolite:HC00591', 'biggM:2ogm', 'biggM:HC00591', 'biggM:M_2ogm', 'biggM:M_HC00591', 'chebi:11637', 'chebi:1252', 'chebi:16769', 'chebi:19746', 'chebi:19747', 'chebi:30882', 'hmdb:HMDB0001552', 'hmdb:HMDB01552', 'kegg.compound:C00940', 'keggC:C00940', 'keggC:M_C00940', 'metacyc.compound:2-KETO-GLUTARAMATE', 'metacycM:2-KETO-GLUTARAMATE', 'reactome:R-ALL-893598', 'reactomeM:R-ALL-893598', 'sabiork.compound:2193', 'sabiorkM:2193', 'seed.compound:cpd00695', 'seedM:M_cpd00695', 'seedM:cpd00695']	2-oxoglutaramate
41	MNXM1091770	['bigg.metabolite:3hdcscoa', 'biggM:3hdcscoa', 'biggM:M_3hdcscoa']	3-hydroxydocosanoyl-coa
42	MNXM1091782	['bigg.metabolite:3hdocoscoa', 'biggM:3hdocoscoa', 'biggM:M_3hdocoscoa']	3-hydroxydocosanoyl-coa
43	MNXM1091846	['bigg.metabolite:3httccoa', 'biggM:3httccoa', 'biggM:M_3httccoa']	3-hydroxytetracosanoyl-coa
44	MNXM1091947	['bigg.metabolite:4a2mpmpmd', 'biggM:4a2mpmpmd', 'biggM:M_4a2mpmpmd']	4-amino-2-methyl-5-phosphomethylpyrimidine
45	MNXM1091948	['bigg.metabolite:4a_hthptn', 'biggM:4a_hthptn', 'biggM:M_4a_hthptn']	4a-hydroxytetrahydrobiopterin
46	MNXM1091970	['bigg.metabolite:4nphp', 'biggM:4nphp', 'biggM:M_4nphp']	4-nitrophenyl phosphate
47	MNXM1092024	['bigg.metabolite:8oxdgmp', 'biggM:8oxdgmp', 'biggM:M_8oxdgmp']	8-oxo-dgmp
48	MNXM1092025	['CHEBI:63220', 'CHEBI:63222', 'CHEBI:77896', 'bigg.metabolite:8oxdgtp', 'biggM:8oxdgtp', 'biggM:M_8oxdgtp', 'chebi:63220', 'chebi:63222', 'chebi:77896', 'kegg.compound:C19967', 'keggC:C19967', 'keggC:M_C19967', 'metacyc.compound:8-HYDROXYDEOXYGUANOSINE-5-TRIPHOSPHAT', 'metacyc.compound:CPD0-1905', 'metacycM:8-HYDROXYDEOXYGUANOSINE-5-TRIPHOSPHAT', 'metacycM:CPD0-1905', 'reactome:R-ALL-2395852', 'reactomeM:R-ALL-2395852', 'sabiork.compound:25346', 'sabiorkM:25346', 'seed.compound:cpd21206', 'seed.compound:cpd26323', 'seedM:M_cpd21206', 'seedM:M_cpd26323', 'seedM:cpd21206', 'seedM:cpd26323']	8-oxo-dgtp
49	MNXM1092071	['bigg.metabolite:HC00617', 'biggM:HC00617', 'biggM:M_HC00617']	ferricytochrome b5
50	MNXM1092072	['bigg.metabolite:HC00619', 'biggM:HC00619', 'biggM:M_HC00619']	ferrocytochrome b5
51	MNXM1092077	['bigg.metabolite:LIPID', 'biggM:LIPID', 'biggM:M_LIPID']	lipid
52	MNXM1092426	['bigg.metabolite:PROTEIN', 'biggM:M_PROTEIN', 'biggM:PROTEIN']	protein
53	MNXM1092518	['CHEBI:16383', 'CHEBI:32805', 'bigg.metabolite:HC00342', 'bigg.metabolite:acon', 'bigg.metabolite:acon_C', 'biggM:HC00342', 'biggM:M_HC00342', 'biggM:M_acon', 'biggM:M_acon_C', 'biggM:acon', 'biggM:acon_C', 'chebi:10482', 'chebi:12798', 'chebi:16383', 'chebi:23306', 'chebi:23308', 'chebi:32805', 'envipath:32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/compound/643481e5-a35b-477e-8665-70f4dca66baa', 'envipathM:32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/compound/643481e5-a35b-477e-8665-70f4dca66baa', 'hmdb:HMDB0000072', 'hmdb:HMDB0000461', 'hmdb:HMDB00072', 'hmdb:HMDB00461', 'kegg.compound:C00417', 'keggC:C00417', 'keggC:M_C00417', 'metacyc.compound:CIS-ACONITATE', 'metacycM:CIS-ACONITATE', 'sabiork.compound:2043', 'sabiorkM:2043', 'seed.compound:cpd00331', 'seedM:M_cpd00331', 'seedM:cpd00331']	cis-aconitate
54	MNXM1092527	['bigg.metabolite:aglp', 'biggM:M_aglp', 'biggM:aglp']	1-acyl-sn-glycerol 3-phosphate
55	MNXM1092537	['bigg.metabolite:ala_gln', 'biggM:M_ala_gln', 'biggM:ala_gln']	ala-gln
56	MNXM1092538	['bigg.metabolite:ala_his', 'biggM:M_ala_his', 'biggM:ala_his']	ala-his
57	MNXM1092539	['bigg.metabolite:ala_leu', 'biggM:M_ala_leu', 'biggM:ala_leu']	ala-leu
58	MNXM1092555	['bigg.metabolite:alltn__R', 'biggM:M_alltn__R', 'biggM:alltn__R']	allantoin
59	MNXM1092578	['bigg.metabolite:aptrc', 'biggM:M_aptrc', 'biggM:aptrc']	n-acetylputrescine
60	MNXM1092601	['bigg.metabolite:behencoa', 'biggM:M_behencoa', 'biggM:behencoa']	docosanoyl-coa
61	MNXM1092623	['bigg.metabolite:but2encoa', 'biggM:M_but2encoa', 'biggM:but2encoa']	but-2-enoyl-coa
62	MNXM1092625	['bigg.metabolite:butcoa', 'biggM:M_butcoa', 'biggM:butcoa']	butanoyl-coa
63	MNXM1092627	['bigg.metabolite:bzmd', 'biggM:M_bzmd', 'biggM:bzmd']	benzamide
64	MNXM1092671	['bigg.metabolite:cdpdag_MRSA', 'biggM:M_cdpdag_MRSA', 'biggM:cdpdag_MRSA']	cdp-diacylglycerol
65	MNXM1092707	['bigg.metabolite:choles', 'biggM:M_choles', 'biggM:choles']	cholesterol
66	MNXM1092721	['bigg.metabolite:cmylphosph', 'biggM:M_cmylphosph', 'biggM:cmylphosph']	carbamoyl phosphate
67	MNXM1092746	['bigg.metabolite:cystine__L', 'biggM:M_cystine__L', 'biggM:cystine__L']	l-cystine
68	MNXM1092836	['bigg.metabolite:deccoa', 'biggM:M_deccoa', 'biggM:deccoa']	decanoyl-coa
69	MNXM1092880	['bigg.metabolite:dhptn', 'biggM:M_dhptn', 'biggM:dhptn']	dihydrobiopterin
70	MNXM1092918	['bigg.metabolite:doscoa', 'biggM:M_doscoa', 'biggM:doscoa']	docosanoyl-coa
71	MNXM1093059	['bigg.metabolite:gly_gln', 'biggM:M_gly_gln', 'biggM:gly_gln']	gly-gln
72	MNXM1093061	['bigg.metabolite:gly_met', 'biggM:M_gly_met', 'biggM:gly_met']	gly-met
73	MNXM1093101	['bigg.metabolite:hcn', 'biggM:M_hcn', 'biggM:hcn']	hydrogen cyanide
74	MNXM1093160	['bigg.metabolite:hexcoa', 'biggM:M_hexcoa', 'biggM:hexcoa']	hexacosanoyl-coa
75	MNXM1093208	['bigg.metabolite:hthbp', 'biggM:M_hthbp', 'biggM:hthbp']	4a-hydroxytetrahydrobiopterin
76	MNXM1093220	['bigg.metabolite:ibtol', 'biggM:M_ibtol', 'biggM:ibtol']	isobutanol
77	MNXM1093230	['bigg.metabolite:idt', 'biggM:M_idt', 'biggM:idt']	l-iditol
78	MNXM1093274	['CHEBI:15694', 'CHEBI:57474', 'bigg.metabolite:lgt__S', 'bigg.metabolite:lgt_s', 'biggM:M_lgt__S', 'biggM:M_lgt_s', 'biggM:lgt__S', 'biggM:lgt_s', 'chebi:11014', 'chebi:15694', 'chebi:18678', 'chebi:355', 'chebi:57474', 'hmdb:HMDB0001066', 'hmdb:HMDB0062624', 'hmdb:HMDB01066', 'hmdb:HMDB62624', 'kegg.compound:C03451', 'keggC:C03451', 'keggC:M_C03451', 'metacyc.compound:S-LACTOYL-GLUTATHIONE', 'metacycM:S-LACTOYL-GLUTATHIONE', 'sabiork.compound:24624', 'sabiork.compound:3008', 'sabiorkM:24624', 'sabiorkM:3008', 'seed.compound:cpd02182', 'seedM:M_cpd02182', 'seedM:cpd02182']	(r)-s-lactoylglutathione
79	MNXM1093279	['bigg.metabolite:lipACP', 'biggM:M_lipACP', 'biggM:lipACP']	lipoyl-[acp]
80	MNXM1093313	['bigg.metabolite:lprot', 'biggM:M_lprot', 'biggM:lprot']	lipoylprotein
81	MNXM1093328	['bigg.metabolite:m3yristcoa', 'biggM:M_m3yristcoa', 'biggM:m3yristcoa']	(s)-3-hydroxytetradecanoyl-coa
82	MNXM1093361	['CHEBI:17710', 'CHEBI:36464', 'SLM:000000300', 'bigg.metabolite:mevR', 'bigg.metabolite:mev__R', 'biggM:M_mevR', 'biggM:M_mev__R', 'biggM:mevR', 'biggM:mev_R', 'biggM:mev__R', 'chebi:11005', 'chebi:17710', 'chebi:18690', 'chebi:18691', 'chebi:345', 'chebi:36464', 'chebi:43870', 'kegg.compound:C00418', 'keggC:C00418', 'keggC:M_C00418', 'lipidmaps:LMFA01050352', 'lipidmapsM:LMFA01050352', 'metacyc.compound:MEVALONATE', 'metacycM:MEVALONATE', 'reactome:R-ALL-191424', 'reactomeM:R-ALL-191424', 'seed.compound:cpd00332', 'seedM:M_cpd00332', 'seedM:cpd00332', 'slm:000000300']	(r)-mevalonate
83	MNXM1093407	['bigg.metabolite:myrstcoa', 'biggM:M_myrstcoa', 'biggM:myrstcoa']	myristoyl-coa
84	MNXM1093426	['bigg.metabolite:ncmylasp', 'biggM:M_ncmylasp', 'biggM:ncmylasp']	n-carbamoyl-l-aspartate
85	MNXM1093479	['bigg.metabolite:octcoa', 'biggM:M_octcoa', 'biggM:octcoa']	octanoyl-coa
86	MNXM1093594	['bigg.metabolite:pa_LM', 'biggM:M_pa_LM', 'biggM:pa_LM']	phosphatidate
87	MNXM1093693	['bigg.metabolite:palmcoa', 'biggM:M_palmcoa', 'biggM:palmcoa']	palmitoyl-coa
88	MNXM1093700	['bigg.metabolite:pbng', 'biggM:M_pbng', 'biggM:pbng']	porphobilinogen
89	MNXM1094127	['bigg.metabolite:sox', 'biggM:M_sox', 'biggM:sox']	superoxide
90	MNXM1094131	['bigg.metabolite:spm', 'biggM:M_spm', 'biggM:spm']	spermine
91	MNXM1094143	['bigg.metabolite:srcoa', 'biggM:M_srcoa', 'biggM:srcoa']	stearoyl-coa
92	MNXM1094288	['bigg.metabolite:thioc', 'biggM:M_thioc', 'biggM:thioc']	thiocyanate
93	MNXM1094289	['bigg.metabolite:thios', 'biggM:M_thios', 'biggM:thios']	thiosulfate
94	MNXM1094982	['CHEBI:23357', 'chebi:23357']	cofactor
95	MNXM1096947	['reactome:R-ALL-265781', 'reactomeM:R-ALL-265781']	sterols
96	MNXM1096948	['reactome:R-ALL-265784', 'reactomeM:R-ALL-265784']	sterols
97	MNXM11	['CHEBI:18361', 'CHEBI:29888', 'CHEBI:33017', 'CHEBI:33019', 'CHEBI:45212', 'bigg.metabolite:ppi', 'biggM:M_ppi', 'biggM:ppi', 'chebi:13420', 'chebi:18361', 'chebi:29888', 'chebi:33017', 'chebi:33018', 'chebi:33019', 'chebi:42009', 'chebi:45067', 'chebi:45208', 'chebi:45212', 'chebi:8683', 'hmdb:HMDB0000250', 'hmdb:HMDB00250', 'kegg.compound:C00013', 'keggC:C00013', 'keggC:M_C00013', 'metacyc.compound:PPI', 'metacyc.compound:PYROPHOSPHATE-GROUP', 'metacycM:PPI', 'metacycM:PYROPHOSPHATE-GROUP', 'reactome:R-ALL-111294', 'reactome:R-ALL-113541', 'reactome:R-ALL-113542', 'reactome:R-ALL-114654', 'reactome:R-ALL-159450', 'reactome:R-ALL-2046049', 'reactome:R-ALL-389593', 'reactomeM:R-ALL-111294', 'reactomeM:R-ALL-113541', 'reactomeM:R-ALL-113542', 'reactomeM:R-ALL-114654', 'reactomeM:R-ALL-159450', 'reactomeM:R-ALL-2046049', 'reactomeM:R-ALL-389593', 'sabiork.compound:1267', 'sabiorkM:1267', 'seed.compound:cpd00012', 'seed.compound:cpd27828', 'seedM:M_cpd00012', 'seedM:M_cpd27828', 'seedM:cpd00012', 'seedM:cpd27828']	diphosphate
98	MNXM1100375	['seed.compound:cpd31382', 'seedM:M_cpd31382', 'seedM:cpd31382']	n,n'-chitobiosyldiphosphodolichol
99	MNXM1101251	['CHEBI:11596', 'CHEBI:17084', 'CHEBI:36149', 'bigg.metabolite:2hglut', 'bigg.metabolite:2hog', 'bigg.metabolite:2hydog', 'biggM:2hglut', 'biggM:2hog', 'biggM:2hydog', 'biggM:M_2hglut', 'biggM:M_2hog', 'biggM:M_2hydog', 'chebi:11596', 'chebi:1160', 'chebi:17084', 'chebi:36149', 'hmdb:HMDB0059655', 'hmdb:HMDB59655', 'kegg.compound:C02630', 'keggC:C02630', 'keggC:M_C02630', 'lipidmaps:LMFA01050483', 'lipidmapsM:LMFA01050483', 'metacyc.compound:2-HYDROXYGLUTARIC_ACID', 'metacycM:2-HYDROXYGLUTARIC_ACID', 'sabiork.compound:2471', 'sabiorkM:2471', 'seed.compound:cpd01709', 'seed.compound:cpd21873', 'seedM:M_cpd01709', 'seedM:M_cpd21873', 'seedM:cpd01709', 'seedM:cpd21873']	2-hydroxyglutarate
100	MNXM1101252	['CHEBI:132941', 'chebi:132941']	2-hydroxyglutarate
101	MNXM1101257	['seed.compound:cpd16627', 'seedM:M_cpd16627', 'seedM:cpd16627']	cis-hexadec-7-enoyl-coa
102	MNXM1101285	['bigg.metabolite:gmp', 'biggM:M_gmp', 'biggM:gmp']	gmp
103	MNXM1101286	['CHEBI:17345', 'CHEBI:58115', 'chebi:13341', 'chebi:14381', 'chebi:17345', 'chebi:24449', 'chebi:24450', 'chebi:40119', 'chebi:42647', 'chebi:42831', 'chebi:42887', 'chebi:42979', 'chebi:47450', 'chebi:5228', 'chebi:58115', 'hmdb:HMDB0001397', 'hmdb:HMDB01397', 'kegg.compound:C00144', 'keggC:C00144', 'keggC:M_C00144', 'metacyc.compound:GMP', 'metacycM:GMP', 'reactome:R-ALL-113578', 'reactome:R-ALL-113579', 'reactome:R-ALL-29626', 'reactome:R-ALL-3221703', 'reactome:R-ALL-744239', 'reactomeM:R-ALL-113578', 'reactomeM:R-ALL-113579', 'reactomeM:R-ALL-29626', 'reactomeM:R-ALL-3221703', 'reactomeM:R-ALL-744239', 'sabiork.compound:1309', 'sabiorkM:1309', 'seed.compound:cpd00126', 'seedM:M_cpd00126', 'seedM:cpd00126']	gmp
104	MNXM1101474	['bigg.metabolite:utp', 'biggM:M_utp', 'biggM:utp']	utp
105	MNXM1101475	['CHEBI:15713', 'CHEBI:46398', 'CHEBI:57481', 'chebi:13510', 'chebi:15713', 'chebi:27233', 'chebi:37567', 'chebi:46397', 'chebi:46398', 'chebi:57481', 'chebi:9850', 'hmdb:HMDB0000285', 'hmdb:HMDB00285', 'kegg.compound:C00075', 'keggC:C00075', 'keggC:M_C00075', 'metacyc.compound:UTP', 'metacycM:UTP', 'reactome:R-ALL-110731', 'reactome:R-ALL-113562', 'reactome:R-ALL-29494', 'reactome:R-ALL-417877', 'reactomeM:R-ALL-110731', 'reactomeM:R-ALL-113562', 'reactomeM:R-ALL-29494', 'reactomeM:R-ALL-417877', 'sabiork.compound:1288', 'sabiorkM:1288', 'seed.compound:cpd00062', 'seedM:M_cpd00062', 'seedM:cpd00062']	utp
106	MNXM1101868	['bigg.metabolite:imp', 'biggM:M_imp', 'biggM:imp']	imp
107	MNXM1101869	['CHEBI:17202', 'CHEBI:58053', 'chebi:12057', 'chebi:12063', 'chebi:13372', 'chebi:13373', 'chebi:14457', 'chebi:17202', 'chebi:19271', 'chebi:43418', 'chebi:43475', 'chebi:43524', 'chebi:43563', 'chebi:43611', 'chebi:47501', 'chebi:58053', 'chebi:5849', 'hmdb:HMDB0000175', 'hmdb:HMDB00175', 'kegg.compound:C00130', 'keggC:C00130', 'keggC:M_C00130', 'metacyc.compound:IMP', 'metacycM:IMP', 'reactome:R-ALL-109286', 'reactome:R-ALL-2509792', 'reactome:R-ALL-29602', 'reactome:R-ALL-3221708', 'reactomeM:R-ALL-109286', 'reactomeM:R-ALL-2509792', 'reactomeM:R-ALL-29602', 'reactomeM:R-ALL-3221708', 'sabiork.compound:1306', 'sabiorkM:1306', 'seed.compound:cpd00114', 'seedM:M_cpd00114', 'seedM:cpd00114']	imp
108	MNXM1101956	['CHEBI:47977', 'CHEBI:58723', 'bigg.metabolite:galam', 'biggM:M_galam', 'biggM:galam', 'chebi:4162', 'chebi:47972', 'chebi:47977', 'chebi:58723', 'hmdb:HMDB0001514', 'hmdb:HMDB0006479', 'hmdb:HMDB0015410', 'hmdb:HMDB01514', 'hmdb:HMDB06479', 'hmdb:HMDB15410', 'kegg.compound:C00329', 'kegg.drug:D04334', 'keggC:C00329', 'keggC:M_C00329', 'keggD:D04334', 'keggD:M_D04334', 'metacyc.compound:GLUCOSAMINE', 'metacycM:GLUCOSAMINE', 'sabiork.compound:1592', 'sabiorkM:1592', 'seed.compound:cpd00276', 'seed.compound:cpd27103', 'seedM:M_cpd00276', 'seedM:M_cpd27103', 'seedM:cpd00276', 'seedM:cpd27103']	d-glucosamine
109	MNXM1102057	['CHEBI:16977', 'CHEBI:32431', 'CHEBI:32432', 'CHEBI:57972', 'bigg.metabolite:ala__L', 'biggM:M_ala__L', 'biggM:ala-L', 'biggM:ala__L', 'chebi:13069', 'chebi:16977', 'chebi:21216', 'chebi:32431', 'chebi:32432', 'chebi:40734', 'chebi:40735', 'chebi:46308', 'chebi:57972', 'chebi:6171', 'envipath:650babc9-9d68-4b73-9332-11972ca26f7b/compound/1aad160f-1c5e-48e0-9473-6305321b31ed', 'envipathM:650babc9-9d68-4b73-9332-11972ca26f7b/compound/1aad160f-1c5e-48e0-9473-6305321b31ed', 'hmdb:HMDB0000161', 'hmdb:HMDB00161', 'kegg.compound:C00041', 'kegg.drug:D00012', 'keggC:C00041', 'keggC:M_C00041', 'keggD:D00012', 'keggD:M_D00012', 'metacyc.compound:L-ALPHA-ALANINE', 'metacycM:L-ALPHA-ALANINE', 'reactome:R-ALL-29432', 'reactome:R-ALL-352036', 'reactome:R-ALL-379697', 'reactome:R-ALL-389664', 'reactomeM:R-ALL-29432', 'reactomeM:R-ALL-352036', 'reactomeM:R-ALL-379697', 'reactomeM:R-ALL-389664', 'sabiork.compound:67', 'sabiorkM:67', 'seed.compound:cpd00035', 'seedM:M_cpd00035', 'seedM:cpd00035']	l-alanine
110	MNXM1102064	['CHEBI:15883', 'CHEBI:57553', 'bigg.metabolite:gp4g', 'biggM:M_gp4g', 'biggM:gp4g', 'chebi:12727', 'chebi:12730', 'chebi:15883', 'chebi:21999', 'chebi:57553', 'chebi:7876', 'hmdb:HMDB0001340', 'hmdb:HMDB01340', 'kegg.compound:C01261', 'keggC:C01261', 'keggC:M_C01261', 'metacyc.compound:CPD-609', 'metacycM:CPD-609', 'seed.compound:cpd00925', 'seedM:M_cpd00925', 'seedM:cpd00925']	p(1),p(4)-bis(5'-guanosyl) tetraphosphate
111	MNXM1102072	['bigg.metabolite:amet', 'biggM:M_amet', 'biggM:amet']	s-adenosyl-l-methionine
112	MNXM1102089	['CHEBI:16067', 'CHEBI:57627', 'chebi:11362', 'chebi:16067', 'chebi:57627', 'chebi:811', 'hmdb:HMDB0004527', 'hmdb:HMDB04527', 'kegg.compound:C11555', 'keggC:C11555', 'keggC:M_C11555', 'metacyc.compound:INOSITOL-1456-TETRAKISPHOSPHATE', 'metacycM:INOSITOL-1456-TETRAKISPHOSPHATE', 'reactome:R-ALL-2023935', 'reactome:R-ALL-2024012', 'reactome:R-ALL-4663847', 'reactomeM:R-ALL-2023935', 'reactomeM:R-ALL-2024012', 'reactomeM:R-ALL-4663847', 'sabiork.compound:13617', 'sabiorkM:13617', 'seed.compound:cpd08377', 'seedM:M_cpd08377', 'seedM:cpd08377']	1d-myo-inositol 1,4,5,6-tetrakisphosphate
113	MNXM1102128	['bigg.metabolite:udp', 'biggM:M_udp', 'biggM:udp']	udp
114	MNXM1102129	['CHEBI:17659', 'CHEBI:58223', 'chebi:13445', 'chebi:17659', 'chebi:27230', 'chebi:46402', 'chebi:58223', 'chebi:9802', 'hmdb:HMDB0000295', 'hmdb:HMDB00295', 'kegg.compound:C00015', 'keggC:C00015', 'keggC:M_C00015', 'metacyc.compound:UDP', 'metacycM:UDP', 'reactome:R-ALL-110096', 'reactome:R-ALL-110732', 'reactome:R-ALL-158602', 'reactome:R-ALL-205687', 'reactome:R-ALL-417888', 'reactomeM:R-ALL-110096', 'reactomeM:R-ALL-110732', 'reactomeM:R-ALL-158602', 'reactomeM:R-ALL-205687', 'reactomeM:R-ALL-417888', 'sabiork.compound:1269', 'sabiorkM:1269', 'seed.compound:cpd00014', 'seedM:M_cpd00014', 'seedM:cpd00014']	udp
115	MNXM1102130	['kegg.glycan:G10619', 'keggG:G10619', 'keggG:M_G10619']	udp
116	MNXM1102151	['sabiork.compound:1308', 'sabiorkM:1308']	5,10-methylenetetrahydrofolate
117	MNXM1102167	['bigg.metabolite:ahcys', 'biggM:M_ahcys', 'biggM:ahcys']	s-adenosyl-l-homocysteine
