Name	Identifiers_fuzzy	Identifiers_classic	Identifiers	ID	source	name	fuzzy	metaNet
icosaprenyl diphosphate	['53033']	['53033']	['53033']	MNXM57076	['CHEBI:53033', 'chebi:53033']	icosaprenyl diphosphate	['53033']	['53033']
decaprenyl diphosphate	['81671', 'C17432', '61011', '60721', '|CPD-9610|']	['53043', 'C18321', 'CPD-11984', '81671']	['53043', '81671', 'C17432', '61011', '60721', '|CPD-9610|', 'C18321', 'CPD-11984']	MNXM731625	['CHEBI:53043', 'chebi:53043', 'hmdb:HMDB0059616', 'hmdb:HMDB59616']	decaprenyl diphosphate	['81671', 'C18321', '60721', '61011', '53043', 'CPD-9610', 'C17432', 'CPD-11984']	['53043']
decaprenyl diphosphate	['81671', 'C17432', '61011', '60721', '|CPD-9610|']	['53043', 'C18321', 'CPD-11984', '81671']	['53043', '81671', 'C17432', '61011', '60721', '|CPD-9610|', 'C18321', 'CPD-11984']	MNXM731629	['seed.compound:cpd28934', 'seedM:M_cpd28934', 'seedM:cpd28934']	decaprenyl diphosphate	['81671', 'C18321', '60721', '61011', '53043', 'CPD-9610', 'C17432', 'CPD-11984']	[]
(r)-3-hydroxylauroyl-coa	['74451', '74276']	['CPD-14918', '74276', '74451']	['74451', '74276', 'CPD-14918']	MNXM4926	['CHEBI:74276', 'CHEBI:74451', 'chebi:74276', 'chebi:74451']	(r)-3-hydroxylauroyl-coa	['74451', '74276', 'CPD-14918']	['74451', '74276']
2-(3-amino-3-carboxypropyl)-l-histidine	['58031', '17144', '|CPD-21437|', '143196']	['17144', '58031']	['143196', '17144', '|CPD-21437|', '58031']	MNXM3804	['CHEBI:17144', 'CHEBI:58031', 'bigg.metabolite:caphis', 'biggM:M_caphis', 'biggM:caphis', 'chebi:11464', 'chebi:17144', 'chebi:19410', 'chebi:58031', 'chebi:966', 'hmdb:HMDB0011655', 'hmdb:HMDB11655', 'seed.compound:cpd02710', 'seedM:M_cpd02710', 'seedM:cpd02710']	2-(3-amino-3-carboxypropyl)-l-histidine	['17144', '143196', '58031', 'CPD-21437']	['17144', '58031', '19410', '966', '11464']
cis-dodec-3-enoyl-coa	['27989', '165615', 'C02944']	['27989', 'C02944']	['27989', '165615', 'C02944']	MNXM1103970	['CHEBI:27989', 'chebi:27989', 'lipidmaps:LMFA07050302', 'lipidmapsM:LMFA07050302']	cis-dodec-3-enoyl-coa	['C02944', '27989', '165615']	['27989']
d-glucitol	['17924', 'C00794']	['17924', 'C00794']	['17924', 'C00794']	MNXM736685	['CHEBI:17924', 'chebi:17924', 'hmdb:HMDB0000247', 'kegg.compound:C00794', 'keggC:C00794', 'metacyc.compound:SORBITOL', 'metacycM:SORBITOL', 'reactome:R-ALL-5652213', 'reactomeM:R-ALL-5652213', 'sabiork.compound:2156', 'sabiorkM:2156', 'seed.compound:cpd00588', 'seedM:cpd00588']	d-glucitol	['C00794', '17924']	['SORBITOL', 'C00794', '17924']
nonaprenyl diphosphate	['58391', '|CPD-21340|', '53044', '18144', 'C04145', 'C00235', '16057']	['53044']	['58391', '|CPD-21340|', '53044', '18144', 'C04145', 'C00235', '16057']	MNXM7287	['metacyc.compound:CPD-9453', 'metacycM:CPD-9453', 'seed.compound:cpd17568', 'seedM:cpd17568']	nonaprenyl diphosphate	['53044', 'CPD-21340', '18144', '16057', '58391', 'C04145', 'C00235']	['CPD-9453']
nonaprenyl diphosphate	['58391', '|CPD-21340|', '53044', '18144', 'C04145', 'C00235', '16057']	['53044']	['58391', '|CPD-21340|', '53044', '18144', 'C04145', 'C00235', '16057']	MNXM741171	['CHEBI:53044', 'chebi:53044']	nonaprenyl diphosphate	['53044', 'CPD-21340', '18144', '16057', '58391', 'C04145', 'C00235']	['53044']
alpha-d-galactose 1-phosphate	['C00446', '58336', '17973', '|GALACTOSE-1P|']	['GALACTOSE-1P', 'C00446', '17973', '58336']	['GALACTOSE-1P', '|GALACTOSE-1P|', '17973', 'C00446', '58336']	MNXM1104420	['CHEBI:17973', 'CHEBI:37480', 'CHEBI:58336', 'bigg.metabolite:g1p', 'biggM:M_g1p', 'biggM:g1p', 'chebi:10232', 'chebi:12305', 'chebi:12306', 'chebi:17973', 'chebi:20957', 'chebi:22374', 'chebi:37480', 'chebi:4140', 'chebi:42878', 'chebi:58336', 'chebi:59011', 'kegg.compound:C00446', 'kegg.compound:C03384', 'keggC:C00446', 'keggC:C03384', 'keggC:M_C00446', 'keggC:M_C03384', 'metacyc.compound:GALACTOSE-1P', 'metacycM:GALACTOSE-1P', 'reactome:R-ALL-30170', 'reactomeM:R-ALL-30170', 'sabiork.compound:1381', 'sabiork.compound:24789', 'sabiorkM:1381', 'sabiorkM:24789', 'seed.compound:cpd00348', 'seed.compound:cpd19025', 'seedM:M_cpd00348', 'seedM:M_cpd19025', 'seedM:cpd00348', 'seedM:cpd19025']	alpha-d-galactose 1-phosphate	['58336', 'GALACTOSE-1P', 'C00446', '17973']	['58336', '20957', 'C03384', '12305', '22374', '12306', '17973', '4140', 'C00446', '59011', '42878', 'GALACTOSE-1P', '37480', '10232']
d-fructose 1-phosphate	['|CPD-15970|', '37515', '18105', 'C01094']	['78736', 'D-fructofuranose-1-phosphate', '18105', 'C01094', '58674']	['D-fructofuranose-1-phosphate', '18105', '37515', 'C01094', '58674', '|CPD-15970|', '78736']	MNXM1104787	['bigg.metabolite:f1p', 'biggM:M_f1p', 'biggM:f1p']	d-fructose 1-phosphate	['18105', 'CPD-15970', '78736', '37515', 'D-fructofuranose-1-phosphate', 'C01094', '58674']	[]
d-fructose 1-phosphate	['|CPD-15970|', '37515', '18105', 'C01094']	['78736', 'D-fructofuranose-1-phosphate', '18105', 'C01094', '58674']	['D-fructofuranose-1-phosphate', '18105', '37515', 'C01094', '58674', '|CPD-15970|', '78736']	MNXM149012	['CHEBI:78736', 'chebi:78736', 'metacyc.compound:D-fructose-1-phosphate', 'metacycM:D-fructose-1-phosphate']	d-fructose 1-phosphate	['18105', 'CPD-15970', '78736', '37515', 'D-fructofuranose-1-phosphate', 'C01094', '58674']	['78736', 'D-fructose-1-phosphate']
3-hydroxydocosanoyl-coa	['52325', '71456']	['52325', '71456']	['71456', '52325']	MNXM1091770	['bigg.metabolite:3hdcscoa', 'biggM:3hdcscoa', 'biggM:M_3hdcscoa']	3-hydroxydocosanoyl-coa	['52325', '71456']	[]
3-hydroxydocosanoyl-coa	['52325', '71456']	['52325', '71456']	['71456', '52325']	MNXM1091782	['bigg.metabolite:3hdocoscoa', 'biggM:3hdocoscoa', 'biggM:M_3hdocoscoa']	3-hydroxydocosanoyl-coa	['52325', '71456']	[]
quinaldic acid	['18386', 'C06325']	['18386', '241750', 'C06325', '19775']	['18386', '241750', '19775', 'C06325']	MNXM4797	['CHEBI:18386', 'chebi:18386', 'hmdb:HMDB0000842', 'kegg.compound:C06325', 'keggC:C06325', 'seed.compound:cpd03766', 'seedM:cpd03766']	quinaldic acid	['C06325', '241750', '18386', '19775']	['C06325', '18386']
5-methyltetrahydropteroyltri-l-glutamic acid	['17614']	['17614', 'C04489', '58207']	['58207', '17614', 'C04489']	MNXM733156	['CHEBI:17614', 'chebi:17614', 'hmdb:HMDB0012177']	5-methyltetrahydropteroyltri-l-glutamic acid	['17614', '58207', 'C04489']	['17614']
6-(alpha-d-glucosaminyl)-1-phosphatidyl-1d-myo-inositol	['57997', '|CPD-1113|', 'C04248', '17049']	['C04248', '17049', '12190', 'G00144']	['57997', '|CPD-1113|', '17049', '12190', 'G00144', 'C04248']	MNXM728330	['metacyc.compound:CPD-1113', 'metacycM:CPD-1113']	6-(alpha-d-glucosaminyl)-1-phosphatidyl-1d-myo-inositol	['CPD-1113', '17049', 'G00144', 'C04248', '12190', '57997']	['CPD-1113']
6-(alpha-d-glucosaminyl)-1-phosphatidyl-1d-myo-inositol	['57997', '|CPD-1113|', 'C04248', '17049']	['C04248', '17049', '12190', 'G00144']	['57997', '|CPD-1113|', '17049', '12190', 'G00144', 'C04248']	MNXM728331	['bigg.metabolite:gpail_cho', 'biggM:M_gpail_cho', 'biggM:gpail_cho']	6-(alpha-d-glucosaminyl)-1-phosphatidyl-1d-myo-inositol	['CPD-1113', '17049', 'G00144', 'C04248', '12190', '57997']	[]
pantetheine 4'-phosphate	['C01134', '16858', '4222']	['C01134', '47942', '4222', 'PANTETHEINE-P', '16858']	['C01134', '4222', '47942', 'PANTETHEINE-P', '16858']	MNXM373	['CHEBI:16858', 'CHEBI:47942', 'bigg.metabolite:pan4p', 'biggM:pan4p', 'chebi:16858', 'chebi:47942', 'hmdb:HMDB0001416', 'kegg.compound:C01134', 'keggC:C01134', 'metacyc.compound:PANTETHEINE-P', 'metacyc.compound:PHOSPHOPANTOTHEINE-GROUP', 'metacycM:PANTETHEINE-P', 'metacycM:PHOSPHOPANTOTHEINE-GROUP', 'reactome:R-ALL-196767', 'reactomeM:R-ALL-196767', 'sabiork.compound:3034', 'sabiorkM:3034', 'seed.compound:cpd00834', 'seedM:cpd00834']	pantetheine 4'-phosphate	['PANTETHEINE-P', '16858', 'C01134', '4222', '47942']	['PANTETHEINE-P', '16858', 'PHOSPHOPANTOTHEINE-GROUP', 'C01134', '47942']
coq1	['46234']	['46234']	['46234']	MNXM113802	['CHEBI:46234', 'chebi:46234', 'hmdb:HMDB0002012']	coq1	['46234']	['46234']
his-trna(his)	['29155']	['29155', 'C02988']	['C02988', '29155']	MNXM741220	['CHEBI:29155', 'chebi:13120', 'chebi:29155', 'chebi:6243']	his-trna(his)	['C02988', '29155']	['29155', '13120', '6243']
isoamylol	['15837']	['C07328', '15837']	['C07328', '15837']	MNXM1670	['CHEBI:15837', 'chebi:15837', 'hmdb:HMDB0006007']	isoamylol	['C07328', '15837']	['15837']
potassium	['C00238', '26216', '29103']	['26216', 'C00238']	['C00238', '26216', '29103']	MNXM77881	['CHEBI:26216', 'chebi:26216']	potassium	['29103', '26216', 'C00238']	['26216']
potassium	['C00238', '26216', '29103']	['26216', 'C00238']	['C00238', '26216', '29103']	MNXM95	['bigg.metabolite:k', 'biggM:k', 'hmdb:HMDB0000586', 'kegg.drug:D08403', 'keggD:D08403', 'seed.compound:cpd00205', 'seedM:cpd00205']	potassium	['29103', '26216', 'C00238']	[]
3-oxotetradecanoyl-coa	['28726', 'C05261']	['C05261', '28726', 'CPD-10284', '62543']	['CPD-10284', '28726', '62543', 'C05261']	MNXM1103776	['bigg.metabolite:3otdcoa', 'biggM:3otdcoa', 'biggM:M_3otdcoa']	3-oxotetradecanoyl-coa	['CPD-10284', 'C05261', '62543', '28726']	[]
3-oxotetradecanoyl-coa	['28726', 'C05261']	['C05261', '28726', 'CPD-10284', '62543']	['CPD-10284', '28726', '62543', 'C05261']	MNXM1103777	['CHEBI:28726', 'CHEBI:62543', 'SLM:000001022', 'chebi:1654', 'chebi:20183', 'chebi:28726', 'chebi:62543', 'hmdb:HMDB0003935', 'hmdb:HMDB0006527', 'hmdb:HMDB03935', 'hmdb:HMDB06527', 'kegg.compound:C05261', 'keggC:C05261', 'keggC:M_C05261', 'lipidmaps:LMFA07050256', 'lipidmapsM:LMFA07050256', 'metacyc.compound:CPD-10284', 'metacycM:CPD-10284', 'reactome:R-ALL-77269', 'reactomeM:R-ALL-77269', 'sabiork.compound:2738', 'sabiorkM:2738', 'seed.compound:cpd12689', 'seedM:M_cpd12689', 'seedM:cpd12689', 'slm:000001022']	3-oxotetradecanoyl-coa	['CPD-10284', 'C05261', '62543', '28726']	['20183', 'C05261', '62543', 'CPD-10284', '1654', '28726']
docosaprenyl diphosphate	['53031']	['53031']	['53031']	MNXM51449	['CHEBI:53031', 'chebi:53031']	docosaprenyl diphosphate	['53031']	['53031']
udp-d-galactose	['67119', 'G10609', 'C00052', '18307']	['18307', 'C00052', 'G10609']	['67119', 'G10609', 'C00052', '18307']	MNXM741187	['CHEBI:18307', 'CHEBI:58439', 'chebi:13487', 'chebi:13495', 'chebi:18307', 'chebi:22100', 'chebi:42751', 'chebi:58439', 'chebi:9811', 'reactome:R-ALL-1981137', 'reactome:R-ALL-29452', 'reactome:R-ALL-735682', 'reactomeM:R-ALL-1981137', 'reactomeM:R-ALL-29452', 'reactomeM:R-ALL-735682', 'seed.compound:cpd00043', 'seedM:M_cpd00043', 'seedM:cpd00043']	udp-d-galactose	['18307', '67119', 'G10609', 'C00052']	['13495', '22100', '58439', '9811', '18307', '42751', '13487']
udp-d-galactose	['67119', 'G10609', 'C00052', '18307']	['18307', 'C00052', 'G10609']	['67119', 'G10609', 'C00052', '18307']	MNXM741190	['sabiork.compound:1283', 'sabiork.compound:3919', 'sabiorkM:1283', 'sabiorkM:3919']	udp-d-galactose	['18307', '67119', 'G10609', 'C00052']	[]
udp-d-galactose	['67119', 'G10609', 'C00052', '18307']	['18307', 'C00052', 'G10609']	['67119', 'G10609', 'C00052', '18307']	MNXM741191	['kegg.glycan:G10609', 'keggG:G10609', 'keggG:M_G10609']	udp-d-galactose	['18307', '67119', 'G10609', 'C00052']	[]
inositol-p-ceramide c (c26)	['53004']	['53004']	['53004']	MNXM527415	['metacyc.compound:CPD-16381', 'metacycM:CPD-16381', 'seed.compound:cpd34866', 'seedM:cpd34866']	inositol-p-ceramide c (c26)	['53004']	['CPD-16381']
inositol-p-ceramide c (c26)	['53004']	['53004']	['53004']	MNXM738384	['CHEBI:53004', 'chebi:53004']	inositol-p-ceramide c (c26)	['53004']	['53004']
n-acetyl-d-glucosamine 6-phosphate	['58826', '15784', 'C00357', '|CPD-16168|', '|CPD-16167|']	['57513', 'C00357', '15784', '49359']	['58826', '15784', '49359', 'C00357', '|CPD-16168|', '57513', '|CPD-16167|']	MNXM1104159	['bigg.metabolite:acgam6p', 'biggM:acgam6p']	n-acetyl-d-glucosamine 6-phosphate	['58826', 'CPD-16167', 'CPD-16168', '57513', '15784', '49359', 'C00357']	[]
n-acetyl-d-glucosamine 6-phosphate	['58826', '15784', 'C00357', '|CPD-16168|', '|CPD-16167|']	['57513', 'C00357', '15784', '49359']	['58826', '15784', '49359', 'C00357', '|CPD-16168|', '57513', '|CPD-16167|']	MNXM1104160	['CHEBI:15784', 'CHEBI:57513', 'chebi:15784', 'chebi:57513', 'hmdb:HMDB0001062', 'kegg.compound:C00357', 'keggC:C00357', 'metacyc.compound:N-ACETYL-D-GLUCOSAMINE-6-P', 'metacycM:N-ACETYL-D-GLUCOSAMINE-6-P', 'reactome:R-ALL-449703', 'reactomeM:R-ALL-449703', 'sabiork.compound:1676', 'sabiorkM:1676', 'seed.compound:cpd00293', 'seedM:cpd00293']	n-acetyl-d-glucosamine 6-phosphate	['58826', 'CPD-16167', 'CPD-16168', '57513', '15784', '49359', 'C00357']	['N-ACETYL-D-GLUCOSAMINE-6-P', '57513', 'C00357', '15784']
d-fructose	['C10906', '37721', '28614', '37719', 'C05003', '48095', '15824', 'C00095']	['15824', 'FRU', 'C05003', '48095', 'C00095', '37721', 'C10906']	['C10906', '37721', '28614', 'C05003', 'FRU', 'C00095', '48095', '15824', '37719']	MNXM729613	['CHEBI:37721', 'chebi:37721', 'kegg.compound:C00095', 'keggC:C00095', 'keggC:M_C00095', 'metacyc.compound:Fructofuranose', 'metacycM:Fructofuranose', 'seed.compound:cpd00082', 'seedM:M_cpd00082', 'seedM:cpd00082']	d-fructose	['C05003', '15824', 'C10906', '28614', '37719', '48095', 'C00095', 'FRU', '37721']	['Fructofuranose', '37721', 'C00095']
d-fructose	['C10906', '37721', '28614', '37719', 'C05003', '48095', '15824', 'C00095']	['15824', 'FRU', 'C05003', '48095', 'C00095', '37721', 'C10906']	['C10906', '37721', '28614', 'C05003', 'FRU', 'C00095', '48095', '15824', '37719']	MNXM729621	['CHEBI:15824', 'chebi:12923', 'chebi:15824', 'chebi:20929', 'chebi:4118', 'reactome:R-ALL-189049', 'reactome:R-ALL-29532', 'reactomeM:R-ALL-189049', 'reactomeM:R-ALL-29532']	d-fructose	['C05003', '15824', 'C10906', '28614', '37719', '48095', 'C00095', 'FRU', '37721']	['15824', '4118', '20929', '12923']
urea-1-carboxylic acid	['9889']	['C01010', '15832', '9889']	['15832', '9889', 'C01010']	MNXM1122	['CHEBI:9889', 'chebi:9889']	urea-1-carboxylic acid	['15832', '9889', 'C01010']	['9889']
