	ID	source	name
15	MNXM1092519	['bigg.metabolite:acp', 'biggM:M_acp', 'biggM:acp']	['acyl carrier protein', 'acyl carrier protein', 'acyl carrier protein']
16	MNXM1092589	['bigg.metabolite:b2eacp', 'biggM:M_b2eacp', 'biggM:b2eacp']	['but-2-enoyl-[acyl-carrier protein]', 'but-2-enoyl-[acyl-carrier protein]', 'but-2-enoyl-[acyl-carrier protein]']
17	MNXM1092707	['bigg.metabolite:choles', 'biggM:M_choles', 'biggM:choles']	['cholesterol', 'cholesterol', 'cholesterol']
18	MNXM1092721	['bigg.metabolite:cmylphosph', 'biggM:M_cmylphosph', 'biggM:cmylphosph']	['carbamoyl phosphate', 'carbamoyl phosphate', 'carbamoyl phosphate']
19	MNXM1092746	['bigg.metabolite:cystine__L', 'biggM:M_cystine__L', 'biggM:cystine__L']	['l-cystine', 'l-cystine', 'l-cystine']
20	MNXM1093051	['CHEBI:17232', 'CHEBI:58066', 'bigg.metabolite:glu5sa', 'bigg.metabolite:glusemald', 'biggM:M_glu5sa', 'biggM:M_glusemald', 'biggM:glu5sa', 'biggM:glusemald', 'chebi:13109', 'chebi:17232', 'chebi:21302', 'chebi:58066', 'chebi:6225', 'hmdb:HMDB0002104', 'hmdb:HMDB02104', 'kegg.compound:C01165', 'keggC:C01165', 'keggC:M_C01165', 'metacyc.compound:L-GLUTAMATE_GAMMA-SEMIALDEHYDE', 'metacycM:L-GLUTAMATE_GAMMA-SEMIALDEHYDE', 'reactome:R-ALL-31339', 'reactomeM:R-ALL-31339', 'sabiork.compound:2262', 'sabiorkM:2262', 'seed.compound:cpd00858', 'seedM:M_cpd00858', 'seedM:cpd00858']	['l-glutamate 5-semialdehyde', 'l-glutamate 5-semialdehyde', 'l-glutamate 5-semialdehyde', 'l-glutamate 5-semialdehyde', 'l-glutamate 5-semialdehyde', 'l-glutamate 5-semialdehyde', 'l-glutamate 5-semialdehyde', 'l-glutamate 5-semialdehyde', 'l-glutamate 5-semialdehyde', 'l-glutamate 5-semialdehyde', 'l-glutamate 5-semialdehyde', 'l-glutamate 5-semialdehyde', 'l-glutamate 5-semialdehyde', 'l-glutamate 5-semialdehyde', 'l-glutamate 5-semialdehyde', 'l-glutamate 5-semialdehyde', 'l-glutamate 5-semialdehyde', 'l-glutamate 5-semialdehyde', 'l-glutamate 5-semialdehyde', 'l-glutamate 5-semialdehyde', 'l-glutamate 5-semialdehyde', 'l-glutamate 5-semialdehyde', 'l-glutamate 5-semialdehyde', 'l-glutamate 5-semialdehyde', 'l-glutamate 5-semialdehyde', 'l-glutamate 5-semialdehyde', 'l-glutamate 5-semialdehyde']
21	MNXM1093426	['bigg.metabolite:ncmylasp', 'biggM:M_ncmylasp', 'biggM:ncmylasp']	['n-carbamoyl-l-aspartate', 'n-carbamoyl-l-aspartate', 'n-carbamoyl-l-aspartate']
22	MNXM1093693	['bigg.metabolite:palmcoa', 'biggM:M_palmcoa', 'biggM:palmcoa']	['palmitoyl-coa', 'palmitoyl-coa', 'palmitoyl-coa']
23	MNXM1094061	['bigg.metabolite:psdp', 'biggM:M_psdp', 'biggM:psdp']	['presqualene diphosphate', 'presqualene diphosphate', 'presqualene diphosphate']
24	MNXM1101285	['bigg.metabolite:gmp', 'biggM:M_gmp', 'biggM:gmp']	['gmp', 'gmp', 'gmp']
25	MNXM1101286	['CHEBI:17345', 'CHEBI:58115', 'chebi:13341', 'chebi:14381', 'chebi:17345', 'chebi:24449', 'chebi:24450', 'chebi:40119', 'chebi:42647', 'chebi:42831', 'chebi:42887', 'chebi:42979', 'chebi:47450', 'chebi:5228', 'chebi:58115', 'hmdb:HMDB0001397', 'hmdb:HMDB01397', 'kegg.compound:C00144', 'keggC:C00144', 'keggC:M_C00144', 'metacyc.compound:GMP', 'metacycM:GMP', 'reactome:R-ALL-113578', 'reactome:R-ALL-113579', 'reactome:R-ALL-29626', 'reactome:R-ALL-3221703', 'reactome:R-ALL-744239', 'reactomeM:R-ALL-113578', 'reactomeM:R-ALL-113579', 'reactomeM:R-ALL-29626', 'reactomeM:R-ALL-3221703', 'reactomeM:R-ALL-744239', 'sabiork.compound:1309', 'sabiorkM:1309', 'seed.compound:cpd00126', 'seedM:M_cpd00126', 'seedM:cpd00126']	['gmp', 'gmp', 'gmp', 'gmp', 'gmp', 'gmp', 'gmp', 'gmp', 'gmp', 'gmp', 'gmp', 'gmp', 'gmp', 'gmp', 'gmp', 'gmp', 'gmp', 'gmp', 'gmp', 'gmp', 'gmp', 'gmp', 'gmp', 'gmp', 'gmp', 'gmp', 'gmp', 'gmp', 'gmp', 'gmp', 'gmp', 'gmp', 'gmp', 'gmp', 'gmp', 'gmp', 'gmp']
26	MNXM1102057	['CHEBI:16977', 'CHEBI:32431', 'CHEBI:32432', 'CHEBI:57972', 'bigg.metabolite:ala__L', 'biggM:M_ala__L', 'biggM:ala-L', 'biggM:ala__L', 'chebi:13069', 'chebi:16977', 'chebi:21216', 'chebi:32431', 'chebi:32432', 'chebi:40734', 'chebi:40735', 'chebi:46308', 'chebi:57972', 'chebi:6171', 'envipath:650babc9-9d68-4b73-9332-11972ca26f7b/compound/1aad160f-1c5e-48e0-9473-6305321b31ed', 'envipathM:650babc9-9d68-4b73-9332-11972ca26f7b/compound/1aad160f-1c5e-48e0-9473-6305321b31ed', 'hmdb:HMDB0000161', 'hmdb:HMDB00161', 'kegg.compound:C00041', 'kegg.drug:D00012', 'keggC:C00041', 'keggC:M_C00041', 'keggD:D00012', 'keggD:M_D00012', 'metacyc.compound:L-ALPHA-ALANINE', 'metacycM:L-ALPHA-ALANINE', 'reactome:R-ALL-29432', 'reactome:R-ALL-352036', 'reactome:R-ALL-379697', 'reactome:R-ALL-389664', 'reactomeM:R-ALL-29432', 'reactomeM:R-ALL-352036', 'reactomeM:R-ALL-379697', 'reactomeM:R-ALL-389664', 'sabiork.compound:67', 'sabiorkM:67', 'seed.compound:cpd00035', 'seedM:M_cpd00035', 'seedM:cpd00035']	['l-alanine', 'l-alanine', 'l-alanine', 'l-alanine', 'l-alanine', 'l-alanine', 'l-alanine', 'l-alanine', 'l-alanine', 'l-alanine', 'l-alanine', 'l-alanine', 'l-alanine', 'l-alanine', 'l-alanine', 'l-alanine', 'l-alanine', 'l-alanine', 'l-alanine', 'l-alanine', 'l-alanine', 'l-alanine', 'l-alanine', 'l-alanine', 'l-alanine', 'l-alanine', 'l-alanine', 'l-alanine', 'l-alanine', 'l-alanine', 'l-alanine', 'l-alanine', 'l-alanine', 'l-alanine', 'l-alanine', 'l-alanine', 'l-alanine', 'l-alanine', 'l-alanine', 'l-alanine', 'l-alanine', 'l-alanine', 'l-alanine']
27	MNXM1102191	['bigg.metabolite:cdp', 'biggM:M_cdp', 'biggM:cdp']	['cdp', 'cdp', 'cdp']
28	MNXM1102192	['CHEBI:17239', 'CHEBI:58069', 'chebi:13254', 'chebi:17239', 'chebi:23519', 'chebi:3260', 'chebi:41451', 'chebi:58069', 'hmdb:HMDB0001546', 'hmdb:HMDB01546', 'kegg.compound:C00112', 'keggC:C00112', 'keggC:M_C00112', 'metacyc.compound:CDP', 'metacycM:CDP', 'reactome:R-ALL-110094', 'reactome:R-ALL-110638', 'reactome:R-ALL-111809', 'reactomeM:R-ALL-110094', 'reactomeM:R-ALL-110638', 'reactomeM:R-ALL-111809', 'seed.compound:cpd00096', 'seedM:M_cpd00096', 'seedM:cpd00096']	['cdp', 'cdp', 'cdp', 'cdp', 'cdp', 'cdp', 'cdp', 'cdp', 'cdp', 'cdp', 'cdp', 'cdp', 'cdp', 'cdp', 'cdp', 'cdp', 'cdp', 'cdp', 'cdp', 'cdp', 'cdp', 'cdp', 'cdp', 'cdp']
29	MNXM1102377	['sabiork.compound:1318', 'sabiorkM:1318']	['10-formyltetrahydrofolate', '10-formyltetrahydrofolate']
30	MNXM1102417	['CHEBI:17499', 'bigg.metabolite:fadh2', 'biggM:M_fadh2', 'biggM:fadh2', 'chebi:13233', 'chebi:15018', 'chebi:17499', 'chebi:8785']	['flavin adenine dinucleotide reduced', 'flavin adenine dinucleotide reduced', 'flavin adenine dinucleotide reduced', 'flavin adenine dinucleotide reduced', 'flavin adenine dinucleotide reduced', 'flavin adenine dinucleotide reduced', 'flavin adenine dinucleotide reduced', 'flavin adenine dinucleotide reduced']
31	MNXM1103285	['bigg.metabolite:gdp', 'biggM:M_gdp', 'biggM:gdp']	['gdp', 'gdp', 'gdp']
32	MNXM1103286	['CHEBI:17552', 'CHEBI:58189', 'CHEBI:65180', 'chebi:13327', 'chebi:14379', 'chebi:17552', 'chebi:24448', 'chebi:42738', 'chebi:5212', 'chebi:58189', 'chebi:65180', 'hmdb:HMDB0001201', 'hmdb:HMDB01201', 'kegg.compound:C00035', 'keggC:C00035', 'keggC:M_C00035', 'metacyc.compound:GDP', 'metacycM:GDP', 'reactome:R-ALL-111349', 'reactome:R-ALL-113525', 'reactome:R-ALL-114549', 'reactome:R-ALL-114622', 'reactome:R-ALL-114623', 'reactome:R-ALL-1467290', 'reactome:R-ALL-1996292', 'reactome:R-ALL-205689', 'reactome:R-ALL-29420', 'reactome:R-ALL-5617810', 'reactomeM:R-ALL-111349', 'reactomeM:R-ALL-113525', 'reactomeM:R-ALL-114549', 'reactomeM:R-ALL-114622', 'reactomeM:R-ALL-114623', 'reactomeM:R-ALL-1467290', 'reactomeM:R-ALL-1996292', 'reactomeM:R-ALL-205689', 'reactomeM:R-ALL-29420', 'reactomeM:R-ALL-5617810', 'sabiork.compound:1280', 'sabiorkM:1280', 'seed.compound:cpd00031', 'seedM:M_cpd00031', 'seedM:cpd00031']	['gdp', 'gdp', 'gdp', 'gdp', 'gdp', 'gdp', 'gdp', 'gdp', 'gdp', 'gdp', 'gdp', 'gdp', 'gdp', 'gdp', 'gdp', 'gdp', 'gdp', 'gdp', 'gdp', 'gdp', 'gdp', 'gdp', 'gdp', 'gdp', 'gdp', 'gdp', 'gdp', 'gdp', 'gdp', 'gdp', 'gdp', 'gdp', 'gdp', 'gdp', 'gdp', 'gdp', 'gdp', 'gdp', 'gdp', 'gdp', 'gdp', 'gdp', 'gdp']
33	MNXM1103287	['kegg.glycan:G10620', 'keggG:G10620', 'keggG:M_G10620']	['gdp', 'gdp', 'gdp']
34	MNXM1103553	['bigg.metabolite:gtp', 'biggM:M_gtp', 'biggM:gtp']	['gtp', 'gtp', 'gtp']
35	MNXM1103554	['CHEBI:15996', 'CHEBI:37565', 'CHEBI:57600', 'chebi:13342', 'chebi:15996', 'chebi:24451', 'chebi:37565', 'chebi:42934', 'chebi:5234', 'chebi:57600', 'hmdb:HMDB0001273', 'hmdb:HMDB01273', 'kegg.compound:C00044', 'keggC:C00044', 'keggC:M_C00044', 'metacyc.compound:GTP', 'metacycM:GTP', 'reactome:R-ALL-113571', 'reactome:R-ALL-113573', 'reactome:R-ALL-114625', 'reactome:R-ALL-114626', 'reactome:R-ALL-1806221', 'reactome:R-ALL-1996291', 'reactome:R-ALL-2213216', 'reactome:R-ALL-29438', 'reactome:R-ALL-5617813', 'reactome:R-ALL-983318', 'reactomeM:R-ALL-113571', 'reactomeM:R-ALL-113573', 'reactomeM:R-ALL-114625', 'reactomeM:R-ALL-114626', 'reactomeM:R-ALL-1806221', 'reactomeM:R-ALL-1996291', 'reactomeM:R-ALL-2213216', 'reactomeM:R-ALL-29438', 'reactomeM:R-ALL-5617813', 'reactomeM:R-ALL-983318', 'sabiork.compound:1282', 'sabiorkM:1282', 'seed.compound:cpd00038', 'seedM:M_cpd00038', 'seedM:cpd00038']	['gtp', 'gtp', 'gtp', 'gtp', 'gtp', 'gtp', 'gtp', 'gtp', 'gtp', 'gtp', 'gtp', 'gtp', 'gtp', 'gtp', 'gtp', 'gtp', 'gtp', 'gtp', 'gtp', 'gtp', 'gtp', 'gtp', 'gtp', 'gtp', 'gtp', 'gtp', 'gtp', 'gtp', 'gtp', 'gtp', 'gtp', 'gtp', 'gtp', 'gtp', 'gtp', 'gtp', 'gtp', 'gtp', 'gtp', 'gtp', 'gtp', 'gtp']
36	MNXM1103802	['bigg.metabolite:aacoa', 'biggM:M_aacoa', 'biggM:aacoa']	['acetoacetyl-coa', 'acetoacetyl-coa', 'acetoacetyl-coa']
37	MNXM1103803	['CHEBI:15345', 'CHEBI:57286', 'SLM:000000298', 'chebi:11756', 'chebi:13706', 'chebi:15345', 'chebi:22173', 'chebi:2392', 'chebi:41333', 'chebi:57286', 'envipath:32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/compound/e8a0c5c5-e9b1-4f85-94c1-d3d04866d6c9', 'envipathM:32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/compound/e8a0c5c5-e9b1-4f85-94c1-d3d04866d6c9', 'kegg.compound:C00332', 'keggC:C00332', 'keggC:M_C00332', 'metacyc.compound:ACETOACETYL-COA', 'metacycM:ACETOACETYL-COA', 'reactome:R-ALL-191293', 'reactome:R-ALL-73871', 'reactomeM:R-ALL-191293', 'reactomeM:R-ALL-73871', 'sabiork.compound:2019', 'sabiork.compound:28134', 'sabiorkM:2019', 'sabiorkM:28134', 'seed.compound:cpd00279', 'seedM:M_cpd00279', 'seedM:cpd00279', 'slm:000000298']	['acetoacetyl-coa', 'acetoacetyl-coa', 'acetoacetyl-coa', 'acetoacetyl-coa', 'acetoacetyl-coa', 'acetoacetyl-coa', 'acetoacetyl-coa', 'acetoacetyl-coa', 'acetoacetyl-coa', 'acetoacetyl-coa', 'acetoacetyl-coa', 'acetoacetyl-coa', 'acetoacetyl-coa', 'acetoacetyl-coa', 'acetoacetyl-coa', 'acetoacetyl-coa', 'acetoacetyl-coa', 'acetoacetyl-coa', 'acetoacetyl-coa', 'acetoacetyl-coa', 'acetoacetyl-coa', 'acetoacetyl-coa', 'acetoacetyl-coa', 'acetoacetyl-coa', 'acetoacetyl-coa', 'acetoacetyl-coa', 'acetoacetyl-coa', 'acetoacetyl-coa', 'acetoacetyl-coa']
38	MNXM1103905	['bigg.metabolite:fad', 'biggM:M_fad', 'biggM:fad']	['flavin adenine dinucleotide oxidized', 'flavin adenine dinucleotide oxidized', 'flavin adenine dinucleotide oxidized']
39	MNXM1103939	['hmdb:HMDB0001846', 'hmdb:HMDB0014264', 'hmdb:HMDB01846', 'hmdb:HMDB14264']	['tetrahydrofolic acid', 'tetrahydrofolic acid', 'tetrahydrofolic acid', 'tetrahydrofolic acid']
40	MNXM1104216	['bigg.metabolite:HC02110', 'biggM:HC02110', 'biggM:M_HC02110']	['4alpha-methylzymosterol', '4alpha-methylzymosterol', '4alpha-methylzymosterol']
41	MNXM1104266	['bigg.metabolite:accoa', 'biggM:M_accoa', 'biggM:accoa']	['acetyl-coa', 'acetyl-coa', 'acetyl-coa']
42	MNXM1104267	['CHEBI:15351', 'CHEBI:57288', 'SLM:000000297', 'chebi:13712', 'chebi:15351', 'chebi:22192', 'chebi:2408', 'chebi:40470', 'chebi:57288', 'envipath:32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/compound/57bd5e24-9d14-4b91-bc60-64c8ea6c2d11', 'envipathM:32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/compound/57bd5e24-9d14-4b91-bc60-64c8ea6c2d11', 'hmdb:HMDB0001206', 'hmdb:HMDB01206', 'kegg.compound:C00024', 'keggC:C00024', 'keggC:M_C00024', 'lipidmaps:LMFA07050281', 'lipidmapsM:LMFA07050281', 'metacyc.compound:ACETYL-COA', 'metacycM:ACETYL-COA', 'reactome:R-ALL-113559', 'reactome:R-ALL-113560', 'reactome:R-ALL-353123', 'reactome:R-ALL-727753', 'reactome:R-ALL-76183', 'reactomeM:R-ALL-113559', 'reactomeM:R-ALL-113560', 'reactomeM:R-ALL-353123', 'reactomeM:R-ALL-727753', 'reactomeM:R-ALL-76183', 'sabiork.compound:1276', 'sabiorkM:1276', 'seed.compound:cpd00022', 'seedM:M_cpd00022', 'seedM:cpd00022', 'slm:000000297']	['acetyl-coa', 'acetyl-coa', 'acetyl-coa', 'acetyl-coa', 'acetyl-coa', 'acetyl-coa', 'acetyl-coa', 'acetyl-coa', 'acetyl-coa', 'acetyl-coa', 'acetyl-coa', 'acetyl-coa', 'acetyl-coa', 'acetyl-coa', 'acetyl-coa', 'acetyl-coa', 'acetyl-coa', 'acetyl-coa', 'acetyl-coa', 'acetyl-coa', 'acetyl-coa', 'acetyl-coa', 'acetyl-coa', 'acetyl-coa', 'acetyl-coa', 'acetyl-coa', 'acetyl-coa', 'acetyl-coa', 'acetyl-coa', 'acetyl-coa', 'acetyl-coa', 'acetyl-coa', 'acetyl-coa', 'acetyl-coa', 'acetyl-coa', 'acetyl-coa']
43	MNXM1104376	['CHEBI:15440', 'SLM:000000309', 'bigg.metabolite:sql', 'biggM:M_sql', 'biggM:sql', 'chebi:10795', 'chebi:10843', 'chebi:15104', 'chebi:15440', 'chebi:26746', 'chebi:9245', 'kegg.compound:C00751', 'keggC:C00751', 'keggC:M_C00751', 'metacyc.compound:SQUALENE', 'metacycM:SQUALENE', 'reactome:R-ALL-191269', 'reactomeM:R-ALL-191269', 'seed.compound:cpd00559', 'seedM:M_cpd00559', 'seedM:cpd00559', 'slm:000000309']	['squalene', 'squalene', 'squalene', 'squalene', 'squalene', 'squalene', 'squalene', 'squalene', 'squalene', 'squalene', 'squalene', 'squalene', 'squalene', 'squalene', 'squalene', 'squalene', 'squalene', 'squalene', 'squalene', 'squalene', 'squalene', 'squalene']
44	MNXM1104377	['lipidmaps:LMPR0106010002', 'lipidmapsM:LMPR0106010002']	['squalene', 'squalene']
45	MNXM1104468	['CHEBI:15531', 'CHEBI:57384', 'SLM:000000274', 'chebi:14565', 'chebi:15531', 'chebi:25135', 'chebi:43979', 'chebi:57384', 'chebi:6661', 'kegg.compound:C00083', 'keggC:C00083', 'keggC:M_C00083', 'lipidmaps:LMFA07050345', 'lipidmapsM:LMFA07050345', 'metacyc.compound:MALONYL-COA', 'metacycM:MALONYL-COA', 'reactome:R-ALL-2046066', 'reactome:R-ALL-29508', 'reactome:R-ALL-977323', 'reactomeM:R-ALL-2046066', 'reactomeM:R-ALL-29508', 'reactomeM:R-ALL-977323', 'sabiork.compound:1930', 'sabiorkM:1930', 'seed.compound:cpd00070', 'seed.compound:cpd12270', 'seedM:M_cpd00070', 'seedM:M_cpd12270', 'seedM:cpd00070', 'seedM:cpd12270', 'slm:000000274']	['malonyl-coa', 'malonyl-coa', 'malonyl-coa', 'malonyl-coa', 'malonyl-coa', 'malonyl-coa', 'malonyl-coa', 'malonyl-coa', 'malonyl-coa', 'malonyl-coa', 'malonyl-coa', 'malonyl-coa', 'malonyl-coa', 'malonyl-coa', 'malonyl-coa', 'malonyl-coa', 'malonyl-coa', 'malonyl-coa', 'malonyl-coa', 'malonyl-coa', 'malonyl-coa', 'malonyl-coa', 'malonyl-coa', 'malonyl-coa', 'malonyl-coa', 'malonyl-coa', 'malonyl-coa', 'malonyl-coa', 'malonyl-coa', 'malonyl-coa', 'malonyl-coa']
46	MNXM1104515	['hmdb:HMDB0001308', 'hmdb:HMDB0006476', 'hmdb:HMDB01308', 'hmdb:HMDB06476', 'kegg.compound:C04376', 'keggC:C04376', 'keggC:M_C04376', 'metacyc.compound:5-P-RIBOSYL-N-FORMYLGLYCINEAMIDE', 'metacycM:5-P-RIBOSYL-N-FORMYLGLYCINEAMIDE', 'seed.compound:cpd02678', 'seedM:M_cpd02678', 'seedM:cpd02678']	[""5'-phosphoribosyl-n-formylglycinamide"", ""5'-phosphoribosyl-n-formylglycinamide"", ""5'-phosphoribosyl-n-formylglycinamide"", ""5'-phosphoribosyl-n-formylglycinamide"", ""5'-phosphoribosyl-n-formylglycinamide"", ""5'-phosphoribosyl-n-formylglycinamide"", ""5'-phosphoribosyl-n-formylglycinamide"", ""5'-phosphoribosyl-n-formylglycinamide"", ""5'-phosphoribosyl-n-formylglycinamide"", ""5'-phosphoribosyl-n-formylglycinamide"", ""5'-phosphoribosyl-n-formylglycinamide"", ""5'-phosphoribosyl-n-formylglycinamide""]
47	MNXM1104774	['bigg.metabolite:succoa', 'biggM:M_succoa', 'biggM:succoa']	['succinyl-coa', 'succinyl-coa', 'succinyl-coa']
48	MNXM1104775	['CHEBI:15380', 'CHEBI:57292', 'SLM:000000891', 'chebi:10746', 'chebi:15127', 'chebi:15380', 'chebi:26811', 'chebi:45541', 'chebi:57292', 'chebi:9310', 'kegg.compound:C00091', 'keggC:C00091', 'keggC:M_C00091', 'lipidmaps:LMFA07050370', 'lipidmapsM:LMFA07050370', 'metacyc.compound:SUC-COA', 'metacycM:SUC-COA', 'reactome:R-ALL-70958', 'reactomeM:R-ALL-70958', 'sabiork.compound:1931', 'sabiorkM:1931', 'seed.compound:cpd00078', 'seedM:M_cpd00078', 'seedM:cpd00078', 'slm:000000891']	['succinyl-coa', 'succinyl-coa', 'succinyl-coa', 'succinyl-coa', 'succinyl-coa', 'succinyl-coa', 'succinyl-coa', 'succinyl-coa', 'succinyl-coa', 'succinyl-coa', 'succinyl-coa', 'succinyl-coa', 'succinyl-coa', 'succinyl-coa', 'succinyl-coa', 'succinyl-coa', 'succinyl-coa', 'succinyl-coa', 'succinyl-coa', 'succinyl-coa', 'succinyl-coa', 'succinyl-coa', 'succinyl-coa', 'succinyl-coa', 'succinyl-coa']
49	MNXM113802	['CHEBI:46234', 'chebi:39438', 'chebi:46231', 'chebi:46234', 'hmdb:HMDB0002012', 'hmdb:HMDB02012', 'metacyc.compound:CPD0-1118', 'metacycM:CPD0-1118', 'sabiork.compound:18768', 'sabiork.compound:26504', 'sabiorkM:18768', 'sabiorkM:26504', 'seed.compound:cpd25985', 'seedM:M_cpd25985', 'seedM:cpd25985']	['ubiquinone-1', 'ubiquinone-1', 'ubiquinone-1', 'ubiquinone-1', 'ubiquinone-1', 'ubiquinone-1', 'ubiquinone-1', 'ubiquinone-1', 'ubiquinone-1', 'ubiquinone-1', 'ubiquinone-1', 'ubiquinone-1', 'ubiquinone-1', 'ubiquinone-1', 'ubiquinone-1']
